t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0051 Position feedback value 1(Grad);Axis_1 [1] Default\SubtractionAxis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value-Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min )
-336,5;0;0,8011;589,0606;-0,8011;
-336;0;-1,2016;589,0566;1,2016;
-335,5;0;1,3733;589,06;-1,3733;
-335;0;0,2861;589,0603;-0,2861;
-334,5;0;1,03;589,0628;-1,03;
-334;0;-1,1444;589,0585;1,1444;
-333,5;0;1,0872;589,0608;-1,0872;
-333;0;-1,03;589,0575;1,03;
-332,5;0;0,6866;589,0582;-0,6866;
-332;0;1,03;589,0597;-1,03;
-331,5;0;0,9727;589,0613;-0,9727;
-331;0;0,6866;589,0627;-0,6866;
-330,5;0;0,6294;589,0621;-0,6294;
-330;0;0,515;589,0626;-0,515;
-329,5;0;-2,1172;589,0609;2,1172;
-329;0;-0,515;589,0625;0,515;
-328,5;0;-0,9155;589,0619;0,9155;
-328;0;-0,515;589,06;0,515;
-327,5;0;-0,9155;589,0589;0,9155;
-327;0;-0,3433;589,0612;0,3433;
-326,5;0;0,9727;589,0624;-0,9727;
-326;0;-0,1144;589,0622;0,1144;
-325,5;0;-0,2289;589,0602;0,2289;
-325;0;0,8011;589,0619;-0,8011;
-324,5;0;0,2289;589,0606;-0,2289;
-324;0;0,1144;589,0608;-0,1144;
-323,5;0;-0,3433;589,06;0,3433;
-323;0;-1,1444;589,0576;1,1444;
-322,5;0;0,6866;589,0573;-0,6866;
-322;0;0,6866;589,0582;-0,6866;
-321,5;0;0;589,0592;0;
-321;0;-0,4005;589,06;0,4005;
-320,5;0;0,1717;589,0613;-0,1717;
-320;0;-1,0872;589,0603;1,0872;
-319,5;0;1,6022;589,0637;-1,6022;
-319;0;-0,3433;589,0616;0,3433;
-318,5;0;0,2289;589,0612;-0,2289;
-318;0;0,1717;589,0614;-0,1717;
-317,5;0;1,3733;589,0631;-1,3733;
-317;0;0,9155;589,0627;-0,9155;
-316,5;0;0;589,0628;0;
-316;0;0;589,0621;0;
-315,5;0;-0,515;589,0626;0,515;
-315;0;-0,3433;589,0619;0,3433;
-314,5;0;0,2289;589,0625;-0,2289;
-314;0;0,1717;589,0621;-0,1717;
-313,5;0;-0,9155;589,0587;0,9155;
-313;0;0,9155;589,0624;-0,9155;
-312,5;0;1,3161;589,0638;-1,3161;
-312;0;-1,3733;589,0609;1,3733;
-311,5;0;-0,7439;589,0603;0,7439;
-311;0;0,7439;589,0609;-0,7439;
-310,5;0;1,2589;589,0628;-1,2589;
-310;0;0,1144;589,0624;-0,1144;
-309,5;0;-1,03;589,0602;1,03;
-309;0;0,1717;589,0619;-0,1717;
-308,5;0;-1,03;589,0606;1,03;
-308;0;1,2589;589,0614;-1,2589;
-307,5;0;-0,9155;589,0625;0,9155;
-307;0;-0,0572;589,0619;0,0572;
-306,5;0;0,2861;589,0617;-0,2861;
-306;0;-0,2289;589,0619;0,2289;
-305,5;0;0,1717;589,0625;-0,1717;
-305;0;-2,1744;589,0612;2,1744;
-304,5;0;-1,4877;589,0599;1,4877;
-304;0;0,2861;589,0613;-0,2861;
-303,5;0;-0,515;589,0634;0,515;
-303;0;-0,0572;589,0631;0,0572;
-302,5;0;0,1144;589,0636;-0,1144;
-302;0;-0,4005;589,0627;0,4005;
-301,5;0;0,515;589,0652;-0,515;
-301;0;-0,3433;589,0626;0,3433;
-300,5;0;0,8011;589,0639;-0,8011;
-300;0;0,3433;589,0633;-0,3433;
-299,5;0;0,8011;589,0657;-0,8011;
-299;0;-0,4005;589,063;0,4005;
-298,5;0;0,8583;589,0657;-0,8583;
-298;0;-0,2289;589,0639;0,2289;
-297,5;0;0,4578;589,0647;-0,4578;
-297;0;-1,0872;589,0631;1,0872;
-296,5;0;0,1144;589,0628;-0,1144;
-296;0;-1,2016;589,0625;1,2016;
-295,5;0;-0,6294;589,0619;0,6294;
-295;0;-0,2289;589,0632;0,2289;
-294,5;0;0,4005;589,0612;-0,4005;
-294;0;-0,0572;589,0621;0,0572;
-293,5;0;-0,9727;589,0609;0,9727;
-293;0;0,5722;589,0631;-0,5722;
-292,5;0;-1,3733;589,0601;1,3733;
-292;0;0,5722;589,0618;-0,5722;
-291,5;0;-1,03;589,0612;1,03;
-291;0;0,4578;589,0631;-0,4578;
-290,5;0;-0,8011;589,0604;0,8011;
-290;0;0,7439;589,0617;-0,7439;
-289,5;0;-0,2861;589,0613;0,2861;
-289;0;1,2016;589,0621;-1,2016;
-288,5;0;-0,6294;589,061;0,6294;
-288;0;1,545;589,0624;-1,545;
-287,5;0;0,2289;589,0631;-0,2289;
-287;0;1,7166;589,0673;-1,7166;
-286,5;0;-0,9727;589,0652;0,9727;
-286;0;0,5722;589,0636;-0,5722;
-285,5;0;0,8583;589,064;-0,8583;
-285;0;0,1144;589,0649;-0,1144;
-284,5;0;0,7439;589,0662;-0,7439;
-284;0;-0,4005;589,0639;0,4005;
-283,5;0;0,8011;589,0648;-0,8011;
-283;0;-1,03;589,0639;1,03;
-282,5;0;0,9155;589,0636;-0,9155;
-282;0;-1,03;589,0638;1,03;
-281,5;0;0,7439;589,0652;-0,7439;
-281;0;-0,8011;589,064;0,8011;
-280,5;0;-0,9727;589,0621;0,9727;
-280;0;-0,4005;589,0606;0,4005;
-279,5;0;-1,03;589,0603;1,03;
-279;0;1,7166;589,0644;-1,7166;
-278,5;0;0,6294;589,0645;-0,6294;
-278;0;0,3433;589,0645;-0,3433;
-277,5;0;-1,6594;589,063;1,6594;
-277;0;0,6866;589,0641;-0,6866;
-276,5;0;-0,9155;589,0655;0,9155;
-276;0;-1,2016;589,0638;1,2016;
-275,5;0;0,2861;589,0636;-0,2861;
-275;0;1,3733;589,0633;-1,3733;
-274,5;0;-0,4005;589,0637;0,4005;
-274;0;0,6866;589,0643;-0,6866;
-273,5;0;-0,1717;589,0625;0,1717;
-273;0;-0,5722;589,0625;0,5722;
-272,5;0;0,4578;589,0649;-0,4578;
-272;0;-1,8311;589,0617;1,8311;
-271,5;0;-0,515;589,0619;0,515;
-271;0;0,3433;589,0624;-0,3433;
-270,5;0;-1,1444;589,061;1,1444;
-270;0;2,4605;589,0649;-2,4605;
-269,5;0;-0,8011;589,0648;0,8011;
-269;0;1,1444;589,0634;-1,1444;
-268,5;0;-0,3433;589,0637;0,3433;
-268;0;0,9155;589,0647;-0,9155;
-267,5;0;-0,7439;589,0627;0,7439;
-267;0;0,6294;589,0634;-0,6294;
-266,5;0;0;589,0638;0;
-266;0;-0,2861;589,0638;0,2861;
-265,5;0;1,3161;589,0649;-1,3161;
-265;0;0,1144;589,0642;-0,1144;
-264,5;0;0,515;589,0644;-0,515;
-264;0;0,2289;589,0651;-0,2289;
-263,5;0;0,2289;589,0667;-0,2289;
-263;0;-0,1144;589,0655;0,1144;
-262,5;0;0,5722;589,0668;-0,5722;
-262;0;0,7439;589,0672;-0,7439;
-261,5;0;-1,2016;589,0643;1,2016;
-261;0;-0,515;589,0631;0,515;
-260,5;0;-1,2589;589,0646;1,2589;
-260;0;-0,2861;589,0643;0,2861;
-259,5;0;-0,1717;589,0644;0,1717;
-259;0;1,03;589,0649;-1,03;
-258,5;0;1,0872;589,0663;-1,0872;
-258;0;0,8583;589,0678;-0,8583;
-257,5;0;-2,0027;589,0633;2,0027;
-257;0;-0,1717;589,0642;0,1717;
-256,5;0;-0,2861;589,0656;0,2861;
-256;0;0;589,0655;0;
-255,5;0;0,0572;589,0648;-0,0572;
-255;0;0,1717;589,0648;-0,1717;
-254,5;0;-0,0572;589,0644;0,0572;
-254;0;1,03;589,0657;-1,03;
-253,5;0;0,1717;589,0661;-0,1717;
-253;0;0,5722;589,0656;-0,5722;
-252,5;0;-0,2861;589,0647;0,2861;
-252;0;0,7439;589,0649;-0,7439;
-251,5;0;0;589,0649;0;
-251;0;0,2861;589,0652;-0,2861;
-250,5;0;-0,6294;589,0656;0,6294;
-250;0;-0,1144;589,0673;0,1144;
-249,5;0;-0,1144;589,0658;0,1144;
-249;0;-0,0572;589,0647;0,0572;
-248,5;0;1,1444;589,0654;-1,1444;
-248;0;0,515;589,0673;-0,515;
-247,5;0;1,0872;589,0668;-1,0872;
-247;0;0,7439;589,0662;-0,7439;
-246,5;0;1,1444;589,0674;-1,1444;
-246;0;-0,4005;589,0682;0,4005;
-245,5;0;-0,6866;589,0669;0,6866;
-245;0;0,5722;589,0672;-0,5722;
-244,5;0;-0,0572;589,0682;0,0572;
-244;0;-1,3161;589,0647;1,3161;
-243,5;0;-1,1444;589,0649;1,1444;
-243;0;-0,8011;589,0655;0,8011;
-242,5;0;-1,4877;589,0663;1,4877;
-242;0;-0,4005;589,0645;0,4005;
-241,5;0;-0,2289;589,0665;0,2289;
-241;0;-0,4005;589,0654;0,4005;
-240,5;0;-0,1717;589,0669;0,1717;
-240;0;-0,4578;589,066;0,4578;
-239,5;0;0;589,0668;0;
-239;0;0,8011;589,0683;-0,8011;
-238,5;0;-0,6866;589,0667;0,6866;
-238;0;2,4033;589,0699;-2,4033;
-237,5;0;-0,0572;589,0709;0,0572;
-237;0;0,0572;589,0705;-0,0572;
-236,5;0;0,2289;589,0703;-0,2289;
-236;0;-0,8011;589,0694;0,8011;
-235,5;0;-0,2861;589,0679;0,2861;
-235;0;0,2289;589,0685;-0,2289;
-234,5;0;0;589,0689;0;
-234;0;-0,2861;589,0684;0,2861;
-233,5;0;1,2016;589,0709;-1,2016;
-233;0;-2,1172;589,0686;2,1172;
-232,5;0;-0,515;589,0691;0,515;
-232;0;0,7439;589,0737;-0,7439;
-231,5;0;-0,515;589,0715;0,515;
-231;0;0,1717;589,072;-0,1717;
-230,5;0;-1,2016;589,0691;1,2016;
-230;0;-0,1144;589,0697;0,1144;
-229,5;0;-0,515;589,0695;0,515;
-229;0;0,7439;589,0694;-0,7439;
-228,5;0;-0,8011;589,0703;0,8011;
-228;0;-1,1444;589,0703;1,1444;
-227,5;0;0,2289;589,0694;-0,2289;
-227;0;0,3433;589,0694;-0,3433;
-226,5;0;0,2861;589,0696;-0,2861;
-226;0;-0,0572;589,0696;0,0572;
-225,5;0;-0,7439;589,0688;0,7439;
-225;0;1,545;589,0728;-1,545;
-224,5;0;-0,9155;589,0716;0,9155;
-224;0;-0,9727;589,0705;0,9727;
-223,5;0;0,8011;589,0722;-0,8011;
-223;0;-0,9727;589,0715;0,9727;
-222,5;0;0;589,0728;0;
-222;0;-0,3433;589,0715;0,3433;
-221,5;0;0,4005;589,0726;-0,4005;
-221;0;-0,9727;589,0711;0,9727;
-220,5;0;0,7439;589,0728;-0,7439;
-220;0;0,2861;589,0725;-0,2861;
-219,5;0;0,515;589,0741;-0,515;
-219;0;1,03;589,0747;-1,03;
-218,5;0;0,2289;589,0709;-0,2289;
-218;0;1,1444;589,0736;-1,1444;
-217,5;0;-1,0872;589,074;1,0872;
-217;0;-0,515;589,0723;0,515;
-216,5;0;-0,4578;589,0699;0,4578;
-216;0;0,9155;589,0717;-0,9155;
-215,5;0;0,4005;589,0734;-0,4005;
-215;0;-1,545;589,0716;1,545;
-214,5;0;-1,03;589,0709;1,03;
-214;0;0,9727;589,0717;-0,9727;
-213,5;0;0,2861;589,0721;-0,2861;
-213;0;-0,8011;589,072;0,8011;
-212,5;0;1,1444;589,0712;-1,1444;
-212;0;0,6866;589,072;-0,6866;
-211,5;0;-0,5722;589,0697;0,5722;
-211;0;-0,3433;589,0707;0,3433;
-210,5;0;0,2289;589,074;-0,2289;
-210;0;-0,4005;589,0734;0,4005;
-209,5;0;-2,0599;589,0711;2,0599;
-209;0;-0,4578;589,0708;0,4578;
-208,5;0;0,8583;589,0721;-0,8583;
-208;0;-1,4877;589,0722;1,4877;
-207,5;0;0,1717;589,0731;-0,1717;
-207;0;-0,2861;589,0707;0,2861;
-206,5;0;0,5722;589,0734;-0,5722;
-206;0;-0,7439;589,0712;0,7439;
-205,5;0;0,515;589,0722;-0,515;
-205;0;-0,1717;589,0712;0,1717;
-204,5;0;0,1144;589,0728;-0,1144;
-204;0;-0,4578;589,0718;0,4578;
-203,5;0;0,8011;589,0721;-0,8011;
-203;0;0,2289;589,0703;-0,2289;
-202,5;0;1,6594;589,072;-1,6594;
-202;0;-0,3433;589,0726;0,3433;
-201,5;0;-1,0872;589,0709;1,0872;
-201;0;0,6866;589,072;-0,6866;
-200,5;0;1,03;589,074;-1,03;
-200;0;-0,8011;589,0725;0,8011;
-199,5;0;0,8583;589,0739;-0,8583;
-199;0;1,4877;589,0747;-1,4877;
-198,5;0;1,9455;589,0757;-1,9455;
-198;0;1,1444;589,0751;-1,1444;
-197,5;0;0,9727;589,0757;-0,9727;
-197;0;-1,4877;589,075;1,4877;
-196,5;0;0,1717;589,0737;-0,1717;
-196;0;-0,5722;589,0717;0,5722;
-195,5;0;2,6321;589,0751;-2,6321;
-195;0;1,3733;589,0754;-1,3733;
-194,5;0;0;589,0744;0;
-194;0;-0,6866;589,074;0,6866;
-193,5;0;-0,1717;589,0737;0,1717;
-193;0;-0,9155;589,0726;0,9155;
-192,5;0;1,03;589,0747;-1,03;
-192;0;-1,0872;589,0739;1,0872;
-191,5;0;-0,8583;589,0729;0,8583;
-191;0;1,2589;589,0729;-1,2589;
-190,5;0;0,2289;589,0729;-0,2289;
-190;0;-0,515;589,0715;0,515;
-189,5;0;2,4605;589,0748;-2,4605;
-189;0;-0,4005;589,0733;0,4005;
-188,5;0;-0,3433;589,0707;0,3433;
-188;0;1,6594;589,0728;-1,6594;
-187,5;0;-0,4578;589,0738;0,4578;
-187;0;-0,5722;589,0697;0,5722;
-186,5;0;-0,4578;589,0717;0,4578;
-186;0;0,4005;589,0721;-0,4005;
-185,5;0;0,515;589,0728;-0,515;
-185;0;-0,515;589,072;0,515;
-184,5;0;-0,2289;589,0717;0,2289;
-184;0;-0,5722;589,07;0,5722;
-183,5;0;0,9727;589,0726;-0,9727;
-183;0;0,6294;589,0753;-0,6294;
-182,5;0;-0,1144;589,0731;0,1144;
-182;0;-1,4877;589,0719;1,4877;
-181,5;0;1,6594;589,0753;-1,6594;
-181;0;-0,5722;589,0758;0,5722;
-180,5;0;0,515;589,0739;-0,515;
-180;0;-1,2589;589,074;1,2589;
-179,5;0;-0,2861;589,0748;0,2861;
-179;0;-1,6594;589,0728;1,6594;
-178,5;0;0,5722;589,073;-0,5722;
-178;0;0,6294;589,0739;-0,6294;
-177,5;0;1,6594;589,0748;-1,6594;
-177;0;-0,6866;589,075;0,6866;
-176,5;0;-1,2589;589,0725;1,2589;
-176;0;1,4877;589,0739;-1,4877;
-175,5;0;-1,0872;589,072;1,0872;
-175;0;0,9155;589,075;-0,9155;
-174,5;0;-0,5722;589,0752;0,5722;
-174;0;0,4578;589,0759;-0,4578;
-173,5;0;-0,6294;589,0734;0,6294;
-173;0;0,6866;589,0742;-0,6866;
-172,5;0;0;589,0726;0;
-172;0;1,6022;589,0746;-1,6022;
-171,5;0;0,8583;589,0752;-0,8583;
-171;0;0,4005;589,0751;-0,4005;
-170,5;0;-0,6866;589,075;0,6866;
-170;0;-0,2861;589,0728;0,2861;
-169,5;0;-0,515;589,0728;0,515;
-169;0;-0,1144;589,0726;0,1144;
-168,5;0;0,9155;589,0753;-0,9155;
-168;0;0,4005;589,0732;-0,4005;
-167,5;0;1,0872;589,0774;-1,0872;
-167;0;-1,1444;589,0755;1,1444;
-166,5;0;0,4005;589,0747;-0,4005;
-166;0;0,2289;589,0737;-0,2289;
-165,5;0;-0,1144;589,0737;0,1144;
-165;0;-3,3188;589,0697;3,3188;
-164,5;0;1,2016;589,0717;-1,2016;
-164;0;-0,3433;589,0734;0,3433;
-163,5;0;0,6294;589,0737;-0,6294;
-163;0;0,2289;589,0728;-0,2289;
-162,5;0;-0,5722;589,075;0,5722;
-162;0;0,2861;589,0755;-0,2861;
-161,5;0;0,8011;589,0746;-0,8011;
-161;0;0,5722;589,0758;-0,5722;
-160,5;0;-3,0899;589,072;3,0899;
-160;0;0;589,0717;0;
-159,5;0;1,03;589,0744;-1,03;
-159;0;0,0572;589,0729;-0,0572;
-158,5;0;1,1444;589,0742;-1,1444;
-158;0;0,8583;589,0739;-0,8583;
-157,5;0;-0,2861;589,0753;0,2861;
-157;0;-0,8583;589,075;0,8583;
-156,5;0;0,2861;589,0755;-0,2861;
-156;0;0,9727;589,0764;-0,9727;
-155,5;0;-1,6594;589,0741;1,6594;
-155;0;-0,515;589,0747;0,515;
-154,5;0;0,8011;589,0779;-0,8011;
-154;0;-0,6866;589,0748;0,6866;
-153,5;0;0,7439;589,075;-0,7439;
-153;0;-0,3433;589,0734;0,3433;
-152,5;0;1,545;589,0774;-1,545;
-152;0;-0,4578;589,0757;0,4578;
-151,5;0;-0,5722;589,0736;0,5722;
-151;0;-0,1717;589,0726;0,1717;
-150,5;0;0,5722;589,0751;-0,5722;
-150;0;-0,3433;589,0741;0,3433;
-149,5;0;0,2861;589,076;-0,2861;
-149;0;-0,8583;589,0737;0,8583;
-148,5;0;0,8583;589,0736;-0,8583;
-148;0;0,2289;589,0734;-0,2289;
-147,5;0;-1,6022;589,0734;1,6022;
-147;0;-0,5722;589,0714;0,5722;
-146,5;0;0,8583;589,0747;-0,8583;
-146;0;-0,0572;589,0744;0,0572;
-145,5;0;-0,3433;589,0747;0,3433;
-145;0;1,3161;589,0756;-1,3161;
-144,5;0;-0,8583;589,0732;0,8583;
-144;0;1,3733;589,0741;-1,3733;
-143,5;0;1,2589;589,075;-1,2589;
-143;0;1,7738;589,0746;-1,7738;
-142,5;0;-0,2289;589,0731;0,2289;
-142;0;0,4578;589,0734;-0,4578;
-141,5;0;0,3433;589,0737;-0,3433;
-141;0;1,2589;589,0747;-1,2589;
-140,5;0;-0,1144;589,0749;0,1144;
-140;0;-0,7439;589,074;0,7439;
-139,5;0;0,2289;589,0734;-0,2289;
-139;0;-0,1717;589,0748;0,1717;
-138,5;0;-1,6594;589,0726;1,6594;
-138;0;1,03;589,074;-1,03;
-137,5;0;-0,7439;589,0742;0,7439;
-137;0;-0,4005;589,074;0,4005;
-136,5;0;-0,4005;589,0734;0,4005;
-136;0;-0,1144;589,074;0,1144;
-135,5;0;1,0872;589,0764;-1,0872;
-135;0;-0,6866;589,0742;0,6866;
-134,5;0;0,1717;589,0736;-0,1717;
-134;0;-0,1144;589,0745;0,1144;
-133,5;0;-0,4578;589,0719;0,4578;
-133;0;0,1144;589,0731;-0,1144;
-132,5;0;0,1717;589,0734;-0,1717;
-132;0;0,3433;589,0712;-0,3433;
-131,5;0;0,6294;589,0734;-0,6294;
-131;0;0,6866;589,0742;-0,6866;
-130,5;0;-0,515;589,0715;0,515;
-130;0;0,6294;589,0717;-0,6294;
-129,5;0;-0,9155;589,072;0,9155;
-129;0;-0,0572;589,0714;0,0572;
-128,5;0;0,4005;589,072;-0,4005;
-128;0;-1,2589;589,0709;1,2589;
-127,5;0;-0,3433;589,0717;0,3433;
-127;0;0,1144;589,0739;-0,1144;
-126,5;0;0;589,0726;0;
-126;0;0,9727;589,0718;-0,9727;
-125,5;0;0,2289;589,074;-0,2289;
-125;0;0,9155;589,0746;-0,9155;
-124,5;0;-1,545;589,0711;1,545;
-124;0;0,1717;589,0734;-0,1717;
-123,5;0;0,9155;589,074;-0,9155;
-123;0;-0,6866;589,0734;0,6866;
-122,5;0;0,2289;589,0745;-0,2289;
-122;0;0,515;589,0758;-0,515;
-121,5;0;-0,1144;589,0769;0,1144;
-121;0;-1,4877;589,073;1,4877;
-120,5;0;1,6022;589,0764;-1,6022;
-120;0;0,1144;589,0766;-0,1144;
-119,5;0;0,1717;589,0752;-0,1717;
-119;0;-0,7439;589,0752;0,7439;
-118,5;0;-0,4005;589,0742;0,4005;
-118;0;0,8011;589,0754;-0,8011;
-117,5;0;0;589,0756;0;
-117;0;-0,1144;589,0758;0,1144;
-116,5;0;-1,4305;589,0734;1,4305;
-116;0;1,3161;589,0746;-1,3161;
-115,5;0;-1,0872;589,0721;1,0872;
-115;0;2,0599;589,0728;-2,0599;
-114,5;0;-0,5722;589,0733;0,5722;
-114;0;0,5722;589,0753;-0,5722;
-113,5;0;0,9155;589,0758;-0,9155;
-113;0;-0,9155;589,0742;0,9155;
-112,5;0;0,8583;589,0754;-0,8583;
-112;0;-0,9727;589,076;0,9727;
-111,5;0;0,4005;589,0742;-0,4005;
-111;0;0,6294;589,0759;-0,6294;
-110,5;0;0,8583;589,0753;-0,8583;
-110;0;0,1144;589,0752;-0,1144;
-109,5;0;1,2589;589,0767;-1,2589;
-109;0;0,9727;589,077;-0,9727;
-108,5;0;-0,4578;589,0756;0,4578;
-108;0;-1,7166;589,0737;1,7166;
-107,5;0;-1,545;589,0728;1,545;
-107;0;0,3433;589,0747;-0,3433;
-106,5;0;-0,4578;589,074;0,4578;
-106;0;-0,3433;589,0734;0,3433;
-105,5;0;-0,2289;589,0741;0,2289;
-105;0;1,0872;589,0745;-1,0872;
