t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\S-Parameter\S-0-0347 Velocity error(U/min )
-406;0;-0,5722;1,181;0,5722;
-405,5;0;0,4578;1,179;-0,4578;
-405;0;0,6294;1,178;-0,6294;
-404,5;0;-1,2016;1,181;1,2016;
-404;0;-0,4578;1,191;0,4578;
-403,5;0;-1,6594;1,184;1,6594;
-403;0;0,4005;1,188;-0,4005;
-402,5;0;0,8011;1,184;-0,8011;
-402;0;0,5722;1,173;-0,5722;
-401,5;0;0,1144;1,181;-0,1144;
-401;0;-0,8583;1,187;0,8583;
-400,5;0;-0,9727;1,197;0,9727;
-400;0;2,9182;1,194;-2,9182;
-399,5;0;0,5722;1,176;-0,5722;
-399;0;0,7439;1,175;-0,7439;
-398,5;0;-1,4877;1,181;1,4877;
-398;0;0,7439;1,195;-0,7439;
-397,5;0;0,515;1,193;-0,515;
-397;0;2,4033;1,179;-2,4033;
-396,5;0;1,3733;1,179;-1,3733;
-396;0;0,6294;1,166;-0,6294;
-395,5;0;0,2861;1,177;-0,2861;
-395;0;-2,1744;1,184;2,1744;
-394,5;0;-1,545;1,194;1,545;
-394;0;0,1144;1,201;-0,1144;
-393,5;0;0,2861;1,186;-0,2861;
-393;0;1,03;1,166;-1,03;
-392,5;0;0,4578;1,174;-0,4578;
-392;0;-1,3733;1,184;1,3733;
-391,5;0;-2,6321;1,195;2,6321;
-391;0;-0,4578;1,205;0,4578;
-390,5;0;2,2888;1,183;-2,2888;
-390;0;1,03;1,16;-1,03;
-389,5;0;-0,7439;1,166;0,7439;
-389;0;-2,6894;1,186;2,6894;
-388,5;0;-1,8311;1,203;1,8311;
-388;0;0,2289;1,195;-0,2289;
-387,5;0;1,0872;1,172;-1,0872;
-387;0;-0,1144;1,16;0,1144;
-386,5;0;-3,0899;1,166;3,0899;
-386;0;-1,3161;1,196;1,3161;
-385,5;0;0,5722;1,202;-0,5722;
-385;0;0,3433;1,181;-0,3433;
-384,5;0;0,4578;1,167;-0,4578;
-384;0;0,1144;1,172;-0,1144;
-383,5;0;-0,4005;1,189;0,4005;
-383;0;-0,6294;1,194;0,6294;
-382,5;0;0,515;1,195;-0,515;
-382;0;1,0872;1,186;-1,0872;
-381,5;0;-0,4578;1,175;0,4578;
-381;0;-0,4005;1,18;0,4005;
-380,5;0;-1,03;1,181;1,03;
-380;0;-0,6294;1,188;0,6294;
-379,5;0;-0,7439;1,189;0,7439;
-379;0;1,2016;1,189;-1,2016;
-378,5;0;1,0872;1,174;-1,0872;
-378;0;0,8011;1,169;-0,8011;
-377,5;0;-0,3433;1,178;0,3433;
-377;0;-1,2016;1,186;1,2016;
-376,5;0;-1,2016;1,188;1,2016;
-376;0;-1,2589;1,188;1,2589;
-375,5;0;0,1717;1,191;-0,1717;
-375;0;2,0599;1,182;-2,0599;
-374,5;0;1,2589;1,17;-1,2589;
-374;0;-0,4005;1,173;0,4005;
-373,5;0;-0,515;1,183;0,515;
-373;0;-1,4877;1,201;1,4877;
-372,5;0;0,7439;1,199;-0,7439;
-372;0;-0,3433;1,18;0,3433;
-371,5;0;1,03;1,179;-1,03;
-371;0;1,2589;1,179;-1,2589;
-370,5;0;-0,7439;1,173;0,7439;
-370;0;-1,1444;1,184;1,1444;
-369,5;0;-0,515;1,194;0,515;
-369;0;-1,6022;1,193;1,6022;
-368,5;0;1,3733;1,183;-1,3733;
-368;0;0,1144;1,175;-0,1144;
-367,5;0;0,7439;1,176;-0,7439;
-367;0;-1,2589;1,182;1,2589;
-366,5;0;-0,4005;1,195;0,4005;
-366;0;0,1717;1,192;-0,1717;
-365,5;0;0,8583;1,184;-0,8583;
-365;0;1,7738;1,175;-1,7738;
-364,5;0;0,8011;1,178;-0,8011;
-364;0;-0,2289;1,181;0,2289;
-363,5;0;-0,0572;1,195;0,0572;
-363;0;-0,4578;1,195;0,4578;
-362,5;0;1,8311;1,189;-1,8311;
-362;0;1,2589;1,173;-1,2589;
-361,5;0;-0,8011;1,169;0,8011;
-361;0;-0,5722;1,189;0,5722;
-360,5;0;-0,6866;1,188;0,6866;
-360;0;0,7439;1,19;-0,7439;
-359,5;0;0,2861;1,187;-0,2861;
-359;0;-0,0572;1,183;0,0572;
-358,5;0;2,0027;1,193;-2,0027;
-358;0;0,4578;1,182;-0,4578;
-357,5;0;-0,8583;1,18;0,8583;
-357;0;-0,3433;1,185;0,3433;
-356,5;0;-0,3433;1,185;0,3433;
-356;0;1,03;1,186;-1,03;
-355,5;0;1,3161;1,173;-1,3161;
-355;0;-0,1717;1,168;0,1717;
-354,5;0;-2,2316;1,181;2,2316;
-354;0;-0,8583;1,2;0,8583;
-353,5;0;0,7439;1,198;-0,7439;
-353;0;0,5722;1,18;-0,5722;
-352,5;0;0,8011;1,178;-0,8011;
-352;0;-0,2861;1,177;0,2861;
-351,5;0;-0,4578;1,192;0,4578;
-351;0;-1,3733;1,189;1,3733;
-350,5;0;1,0872;1,191;-1,0872;
-350;0;0,5722;1,183;-0,5722;
-349,5;0;0,6294;1,185;-0,6294;
