t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0051 Position feedback value 1(Grad);Axis_1 [1] Default\SubtractionAxis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value-Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min )
-357,5;0;-0,1144;-12639,1142;0,1144;
-357;0;0,1717;-12639,1143;-0,1717;
-356,5;0;-0,4005;-12639,1149;0,4005;
-356;0;-0,3433;-12639,1156;0,3433;
-355,5;0;0,1717;-12639,1143;-0,1717;
-355;0;-1,6022;-12639,1161;1,6022;
-354,5;0;-0,1144;-12639,1147;0,1144;
-354;0;0,9727;-12639,1138;-0,9727;
-353,5;0;-0,2289;-12639,1146;0,2289;
-353;0;0,1144;-12639,115;-0,1144;
-352,5;0;0,1144;-12639,1142;-0,1144;
-352;0;0,2861;-12639,1142;-0,2861;
-351,5;0;0,9727;-12639,1146;-0,9727;
-351;0;-0,8583;-12639,1147;0,8583;
-350,5;0;0,4578;-12639,1141;-0,4578;
-350;0;-1,4877;-12639,1165;1,4877;
-349,5;0;0,9727;-12639,1127;-0,9727;
-349;0;0;-12639,1145;0;
-348,5;0;0,1144;-12639,1148;-0,1144;
-348;0;0,2289;-12639,1147;-0,2289;
-347,5;0;0,9155;-12639,1142;-0,9155;
-347;0;0,1144;-12639,1154;-0,1144;
-346,5;0;-0,2861;-12639,115;0,2861;
-346;0;0,4005;-12639,1151;-0,4005;
-345,5;0;-1,3161;-12639,1155;1,3161;
-345;0;0,6294;-12639,1148;-0,6294;
-344,5;0;-0,4005;-12639,1139;0,4005;
-344;0;-0,2861;-12639,1148;0,2861;
-343,5;0;0,1144;-12639,1136;-0,1144;
-343;0;1,1444;-12639,1133;-1,1444;
-342,5;0;0,1717;-12639,1136;-0,1717;
-342;0;-1,3161;-12639,1138;1,3161;
-341,5;0;-0,1144;-12639,1138;0,1144;
-341;0;0,515;-12639,1145;-0,515;
-340,5;0;0,5722;-12639,1137;-0,5722;
-340;0;0,5722;-12639,113;-0,5722;
-339,5;0;-0,5722;-12639,1133;0,5722;
-339;0;-0,7439;-12639,1152;0,7439;
-338,5;0;0,6866;-12639,1136;-0,6866;
-338;0;1,7738;-12639,1125;-1,7738;
-337,5;0;-0,4005;-12639,1149;0,4005;
-337;0;-0,2289;-12639,1128;0,2289;
-336,5;0;-0,9155;-12639,1159;0,9155;
-336;0;-0,0572;-12639,1147;0,0572;
-335,5;0;-0,9155;-12639,1145;0,9155;
-335;0;1,0872;-12639,113;-1,0872;
-334,5;0;0,6866;-12639,1125;-0,6866;
-334;0;-0,1144;-12639,1154;0,1144;
-333,5;0;0,9155;-12639,1118;-0,9155;
-333;0;0,1144;-12639,1113;-0,1144;
-332,5;0;-0,515;-12639,1136;0,515;
-332;0;0,4005;-12639,1149;-0,4005;
-331,5;0;-0,1144;-12639,116;0,1144;
-331;0;1,1444;-12639,1142;-1,1444;
-330,5;0;0,8583;-12639,1139;-0,8583;
-330;0;0,1717;-12639,113;-0,1717;
-329,5;0;-0,515;-12639,1149;0,515;
-329;0;-0,2861;-12639,1146;0,2861;
-328,5;0;0,4005;-12639,1142;-0,4005;
-328;0;0,6866;-12639,1151;-0,6866;
-327,5;0;1,8883;-12639,1123;-1,8883;
-327;0;0,2861;-12639,1119;-0,2861;
-326,5;0;-0,3433;-12639,1133;0,3433;
-326;0;-0,7439;-12639,1145;0,7439;
-325,5;0;0,4005;-12639,1147;-0,4005;
-325;0;1,4877;-12639,1128;-1,4877;
-324,5;0;-0,4578;-12639,1153;0,4578;
-324;0;1,8311;-12639,1136;-1,8311;
-323,5;0;0,2289;-12639,1142;-0,2289;
-323;0;0,3433;-12639,1128;-0,3433;
-322,5;0;-0,515;-12639,1136;0,515;
-322;0;-0,0572;-12639,1142;0,0572;
-321,5;0;-0,9155;-12639,1153;0,9155;
-321;0;-0,9727;-12639,1146;0,9727;
-320,5;0;0,9727;-12639,1124;-0,9727;
-320;0;0,6294;-12639,1145;-0,6294;
-319,5;0;-0,6866;-12639,1157;0,6866;
-319;0;-0,4578;-12639,1142;0,4578;
-318,5;0;-0,6294;-12639,116;0,6294;
-318;0;0,2861;-12639,1147;-0,2861;
-317,5;0;-0,2289;-12639,1155;0,2289;
-317;0;-0,3433;-12639,1156;0,3433;
-316,5;0;0,1717;-12639,1154;-0,1717;
-316;0;0,2289;-12639,1151;-0,2289;
-315,5;0;-0,8011;-12639,115;0,8011;
-315;0;0,3433;-12639,1145;-0,3433;
-314,5;0;0,3433;-12639,1136;-0,3433;
-314;0;-1,2016;-12639,1147;1,2016;
-313,5;0;-0,6294;-12639,1146;0,6294;
-313;0;-1,2016;-12639,1159;1,2016;
-312,5;0;-0,6294;-12639,1154;0,6294;
-312;0;-0,3433;-12639,1141;0,3433;
-311,5;0;-1,3161;-12639,1131;1,3161;
-311;0;0,2861;-12639,1139;-0,2861;
-310,5;0;-0,8583;-12639,1145;0,8583;
-310;0;0,2289;-12639,1151;-0,2289;
-309,5;0;-0,3433;-12639,1146;0,3433;
-309;0;1,0872;-12639,1129;-1,0872;
-308,5;0;-0,7439;-12639,1152;0,7439;
-308;0;0,0572;-12639,1142;-0,0572;
-307,5;0;-1,0872;-12639,1153;1,0872;
-307;0;-0,6294;-12639,115;0,6294;
-306,5;0;0;-12639,1164;0;
-306;0;-0,2861;-12639,1154;0,2861;
-305,5;0;-1,4305;-12639,1155;1,4305;
-305;0;1,3161;-12639,1128;-1,3161;
-304,5;0;-1,03;-12639,1142;1,03;
-304;0;0,0572;-12639,1142;-0,0572;
-303,5;0;-0,8011;-12639,1171;0,8011;
-303;0;0,7439;-12639,1146;-0,7439;
-302,5;0;0,1717;-12639,1153;-0,1717;
-302;0;-0,4578;-12639,1153;0,4578;
-301,5;0;0,1144;-12639,1154;-0,1144;
-301;0;-0,515;-12639,115;0,515;
-300,5;0;-0,0572;-12639,1157;0,0572;
-300;0;1,03;-12639,1149;-1,03;
-299,5;0;1,2016;-12639,1139;-1,2016;
-299;0;-0,515;-12639,1137;0,515;
-298,5;0;0,8583;-12639,1153;-0,8583;
-298;0;-0,8583;-12639,1164;0,8583;
-297,5;0;1,3733;-12639,1153;-1,3733;
-297;0;-0,9727;-12639,1164;0,9727;
-296,5;0;0,4578;-12639,1163;-0,4578;
-296;0;-0,3433;-12639,116;0,3433;
-295,5;0;0,0572;-12639,1149;-0,0572;
-295;0;-1,0872;-12639,1163;1,0872;
-294,5;0;0,6294;-12639,1152;-0,6294;
-294;0;0,2289;-12639,1153;-0,2289;
-293,5;0;0,2289;-12639,1152;-0,2289;
-293;0;0,4578;-12639,1145;-0,4578;
-292,5;0;0,1717;-12639,1154;-0,1717;
-292;0;0,2861;-12639,1145;-0,2861;
-291,5;0;-0,3433;-12639,1164;0,3433;
-291;0;-0,9155;-12639,1169;0,9155;
-290,5;0;-0,1144;-12639,1157;0,1144;
-290;0;-0,5722;-12639,1151;0,5722;
-289,5;0;-0,4005;-12639,1166;0,4005;
-289;0;1,0872;-12639,1152;-1,0872;
-288,5;0;0,9155;-12639,1138;-0,9155;
-288;0;0,4005;-12639,115;-0,4005;
-287,5;0;1,1444;-12639,1143;-1,1444;
-287;0;-0,8011;-12639,1161;0,8011;
-286,5;0;0,1144;-12639,1145;-0,1144;
-286;0;-1,0872;-12639,1152;1,0872;
-285,5;0;-0,3433;-12639,1152;0,3433;
-285;0;0,6294;-12639,1143;-0,6294;
-284,5;0;1,03;-12639,1145;-1,03;
-284;0;0,5722;-12639,1143;-0,5722;
-283,5;0;0,2289;-12639,1143;-0,2289;
-283;0;0,515;-12639,1147;-0,515;
-282,5;0;-0,6294;-12639,1154;0,6294;
-282;0;-0,1717;-12639,1143;0,1717;
-281,5;0;-0,0572;-12639,1148;0,0572;
-281;0;0,2289;-12639,1151;-0,2289;
-280,5;0;0,5722;-12639,1134;-0,5722;
-280;0;-0,1717;-12639,1136;0,1717;
-279,5;0;0,3433;-12639,1142;-0,3433;
-279;0;-0,1717;-12639,1142;0,1717;
-278,5;0;0,8011;-12639,1138;-0,8011;
-278;0;-0,6866;-12639,1151;0,6866;
-277,5;0;0,3433;-12639,1155;-0,3433;
-277;0;0,0572;-12639,1151;-0,0572;
-276,5;0;0,9155;-12639,1143;-0,9155;
-276;0;-0,1144;-12639,1161;0,1144;
-275,5;0;2,2316;-12639,115;-2,2316;
-275;0;0,2861;-12639,1154;-0,2861;
-274,5;0;0,4005;-12639,1151;-0,4005;
-274;0;-0,6294;-12639,1156;0,6294;
-273,5;0;-2,1172;-12639,1161;2,1172;
-273;0;1,7166;-12639,1145;-1,7166;
-272,5;0;-0,8583;-12639,1155;0,8583;
-272;0;-0,515;-12639,1171;0,515;
-271,5;0;1,2589;-12639,115;-1,2589;
-271;0;0,1717;-12639,1153;-0,1717;
-270,5;0;0,7439;-12639,1157;-0,7439;
-270;0;-0,6866;-12639,1163;0,6866;
-269,5;0;0,6294;-12639,1156;-0,6294;
-269;0;1,2589;-12639,1159;-1,2589;
-268,5;0;1,1444;-12639,1137;-1,1444;
-268;0;-1,0872;-12639,1173;1,0872;
-267,5;0;-0,1717;-12639,1171;0,1717;
-267;0;-0,4578;-12639,1182;0,4578;
-266,5;0;0,6866;-12639,116;-0,6866;
-266;0;-0,6866;-12639,1156;0,6866;
-265,5;0;-0,8583;-12639,1169;0,8583;
-265;0;0,5722;-12639,1164;-0,5722;
-264,5;0;0,5722;-12639,1151;-0,5722;
-264;0;-0,8011;-12639,1146;0,8011;
-263,5;0;-1,545;-12639,1171;1,545;
-263;0;-0,515;-12639,116;0,515;
-262,5;0;-0,1144;-12639,1154;0,1144;
-262;0;0,8011;-12639,113;-0,8011;
-261,5;0;-0,2289;-12639,1142;0,2289;
-261;0;0,1144;-12639,1136;-0,1144;
-260,5;0;-0,2861;-12639,1152;0,2861;
-260;0;0,6866;-12639,1145;-0,6866;
-259,5;0;1,3733;-12639,1141;-1,3733;
-259;0;-0,4578;-12639,1154;0,4578;
-258,5;0;0,4005;-12639,1136;-0,4005;
-258;0;0,1144;-12639,1149;-0,1144;
-257,5;0;-0,4005;-12639,1161;0,4005;
-257;0;-0,2289;-12639,116;0,2289;
-256,5;0;-0,1717;-12639,1164;0,1717;
-256;0;-0,3433;-12639,115;0,3433;
-255,5;0;-0,5722;-12639,1169;0,5722;
-255;0;-0,2861;-12639,1149;0,2861;
-254,5;0;0,4005;-12639,1159;-0,4005;
-254;0;0,1144;-12639,115;-0,1144;
-253,5;0;-0,5722;-12639,1161;0,5722;
-253;0;0;-12639,1164;0;
-252,5;0;-0,9155;-12639,1161;0,9155;
-252;0;0,9155;-12639,1139;-0,9155;
-251,5;0;-0,5722;-12639,116;0,5722;
-251;0;0,1717;-12639,116;-0,1717;
-250,5;0;0,3433;-12639,1152;-0,3433;
-250;0;-0,6866;-12639,1157;0,6866;
-249,5;0;0,0572;-12639,1131;-0,0572;
-249;0;0,2861;-12639,1136;-0,2861;
-248,5;0;0,9727;-12639,1136;-0,9727;
-248;0;-0,6294;-12639,1143;0,6294;
-247,5;0;0,4005;-12639,1128;-0,4005;
-247;0;0,0572;-12639,1141;-0,0572;
-246,5;0;-2,6321;-12639,1154;2,6321;
-246;0;0,1144;-12639,1145;-0,1144;
-245,5;0;0,3433;-12639,1141;-0,3433;
-245;0;0,9155;-12639,1124;-0,9155;
-244,5;0;-1,2589;-12639,1161;1,2589;
-244;0;-0,3433;-12639,1148;0,3433;
-243,5;0;-0,2861;-12639,1136;0,2861;
-243;0;0,515;-12639,1142;-0,515;
-242,5;0;-0,4578;-12639,1163;0,4578;
-242;0;-0,5722;-12639,1166;0,5722;
-241,5;0;-0,0572;-12639,1171;0,0572;
-241;0;0;-12639,1165;0;
-240,5;0;-0,0572;-12639,1155;0,0572;
-240;0;0,8011;-12639,1153;-0,8011;
-239,5;0;-0,2861;-12639,1159;0,2861;
-239;0;-0,2289;-12639,1154;0,2289;
-238,5;0;-0,9155;-12639,118;0,9155;
-238;0;0,7439;-12639,1153;-0,7439;
-237,5;0;0,0572;-12639,1155;-0,0572;
-237;0;0;-12639,1159;0;
-236,5;0;0,3433;-12639,116;-0,3433;
-236;0;-1,2016;-12639,1163;1,2016;
-235,5;0;0,9155;-12639,1146;-0,9155;
-235;0;-0,5722;-12639,115;0,5722;
-234,5;0;0,2861;-12639,1148;-0,2861;
-234;0;0,1144;-12639,1154;-0,1144;
-233,5;0;-0,4578;-12639,1152;0,4578;
-233;0;-0,7439;-12639,1156;0,7439;
-232,5;0;0,4005;-12639,1143;-0,4005;
-232;0;-0,515;-12639,116;0,515;
-231,5;0;-1,1444;-12639,1169;1,1444;
-231;0;0,7439;-12639,1148;-0,7439;
-230,5;0;-1,1444;-12639,116;1,1444;
-230;0;-0,6866;-12639,1171;0,6866;
-229,5;0;-1,0872;-12639,116;1,0872;
-229;0;0;-12639,116;0;
-228,5;0;-1,3733;-12639,1166;1,3733;
-228;0;0,3433;-12639,1159;-0,3433;
-227,5;0;0,0572;-12639,115;-0,0572;
-227;0;0,4578;-12639,1136;-0,4578;
-226,5;0;0,2289;-12639,1138;-0,2289;
-226;0;0,6294;-12639,1147;-0,6294;
-225,5;0;1,1444;-12639,1139;-1,1444;
-225;0;-1,2589;-12639,1157;1,2589;
-224,5;0;-0,2861;-12639,1149;0,2861;
-224;0;-0,0572;-12639,1139;0,0572;
-223,5;0;-0,1144;-12639,1143;0,1144;
-223;0;0,4005;-12639,1147;-0,4005;
-222,5;0;0,2289;-12639,1147;-0,2289;
-222;0;0,7439;-12639,1157;-0,7439;
-221,5;0;1,1444;-12639,1137;-1,1444;
-221;0;-0,4578;-12639,1149;0,4578;
-220,5;0;-0,1717;-12639,1149;0,1717;
-220;0;0;-12639,116;0;
-219,5;0;0,1144;-12639,1159;-0,1144;
-219;0;0;-12639,1163;0;
-218,5;0;0,8583;-12639,1152;-0,8583;
-218;0;0,6866;-12639,1142;-0,6866;
-217,5;0;-0,1144;-12639,1159;0,1144;
-217;0;0,2289;-12639,116;-0,2289;
-216,5;0;0,1717;-12639,1152;-0,1717;
-216;0;-1,4877;-12639,1182;1,4877;
-215,5;0;1,6022;-12639,1156;-1,6022;
-215;0;0,2289;-12639,1155;-0,2289;
-214,5;0;-0,9727;-12639,1173;0,9727;
-214;0;-0,8583;-12639,1186;0,8583;
-213,5;0;0,1144;-12639,1165;-0,1144;
-213;0;0,1144;-12639,1161;-0,1144;
-212,5;0;-0,0572;-12639,1189;0,0572;
-212;0;0,8011;-12639,1166;-0,8011;
-211,5;0;0,4578;-12639,1156;-0,4578;
-211;0;-0,5722;-12639,1179;0,5722;
-210,5;0;1,1444;-12639,1166;-1,1444;
-210;0;-0,2289;-12639,1173;0,2289;
-209,5;0;-0,2861;-12639,1184;0,2861;
-209;0;1,2016;-12639,117;-1,2016;
-208,5;0;-0,0572;-12639,1164;0,0572;
-208;0;0,515;-12639,1176;-0,515;
-207,5;0;0,9155;-12639,1176;-0,9155;
-207;0;0,0572;-12639,1175;-0,0572;
-206,5;0;0,4578;-12639,116;-0,4578;
-206;0;1,0872;-12639,1163;-1,0872;
-205,5;0;0;-12639,1164;0;
-205;0;-0,1717;-12639,1183;0,1717;
-204,5;0;2,1744;-12639,1146;-2,1744;
-204;0;-0,6294;-12639,1166;0,6294;
-203,5;0;0,7439;-12639,1182;-0,7439;
-203;0;0;-12639,1174;0;
-202,5;0;0,8011;-12639,1149;-0,8011;
-202;0;-0,6866;-12639,1166;0,6866;
-201,5;0;-1,0872;-12639,1173;1,0872;
-201;0;0,3433;-12639,1171;-0,3433;
-200,5;0;1,545;-12639,1152;-1,545;
-200;0;0,2861;-12639,1156;-0,2861;
-199,5;0;0,2289;-12639,1163;-0,2289;
-199;0;0,1717;-12639,1171;-0,1717;
-198,5;0;-1,03;-12639,1182;1,03;
-198;0;0,8011;-12639,1154;-0,8011;
-197,5;0;0,3433;-12639,1163;-0,3433;
-197;0;-0,2289;-12639,1165;0,2289;
-196,5;0;-0,5722;-12639,1165;0,5722;
-196;0;0,1144;-12639,1161;-0,1144;
-195,5;0;-2,2888;-12639,1194;2,2888;
-195;0;0,7439;-12639,1143;-0,7439;
-194,5;0;-0,9727;-12639,117;0,9727;
-194;0;0,3433;-12639,1137;-0,3433;
-193,5;0;-0,4005;-12639,116;0,4005;
-193;0;-1,03;-12639,1161;1,03;
-192,5;0;0,4005;-12639,1145;-0,4005;
-192;0;-0,1144;-12639,1141;0,1144;
-191,5;0;-0,515;-12639,1157;0,515;
-191;0;-1,0872;-12639,1157;1,0872;
-190,5;0;-0,0572;-12639,1157;0,0572;
-190;0;-0,5722;-12639,116;0,5722;
-189,5;0;1,6594;-12639,1127;-1,6594;
-189;0;-0,1144;-12639,1156;0,1144;
-188,5;0;-1,4877;-12639,1173;1,4877;
-188;0;0,0572;-12639,1151;-0,0572;
-187,5;0;0;-12639,1154;0;
-187;0;0,3433;-12639,1142;-0,3433;
-186,5;0;0,9727;-12639,1142;-0,9727;
-186;0;-0,9155;-12639,1163;0,9155;
-185,5;0;-0,1717;-12639,1166;0,1717;
-185;0;1,1444;-12639,1137;-1,1444;
-184,5;0;0,7439;-12639,1139;-0,7439;
-184;0;-0,6294;-12639,116;0,6294;
-183,5;0;0,0572;-12639,116;-0,0572;
-183;0;-0,6866;-12639,1165;0,6866;
-182,5;0;0,2289;-12639,1166;-0,2289;
-182;0;0,6294;-12639,116;-0,6294;
-181,5;0;-0,1717;-12639,1159;0,1717;
-181;0;-0,6866;-12639,1175;0,6866;
-180,5;0;0,1144;-12639,1151;-0,1144;
-180;0;0,4578;-12639,1164;-0,4578;
-179,5;0;0,7439;-12639,1155;-0,7439;
-179;0;1,3161;-12639,1146;-1,3161;
-178,5;0;-0,515;-12639,1163;0,515;
-178;0;-0,6294;-12639,1178;0,6294;
-177,5;0;0,4005;-12639,1154;-0,4005;
-177;0;0,0572;-12639,1142;-0,0572;
-176,5;0;-0,8011;-12639,1164;0,8011;
-176;0;0,9727;-12639,115;-0,9727;
-175,5;0;-0,6866;-12639,1163;0,6866;
-175;0;0,5722;-12639,1154;-0,5722;
-174,5;0;-1,7166;-12639,1159;1,7166;
-174;0;-0,7439;-12639,1171;0,7439;
-173,5;0;1,9455;-12639,1141;-1,9455;
-173;0;-0,7439;-12639,1164;0,7439;
-172,5;0;-1,03;-12639,1168;1,03;
-172;0;0,9727;-12639,1165;-0,9727;
-171,5;0;-0,4005;-12639,1153;0,4005;
-171;0;0,4005;-12639,1159;-0,4005;
-170,5;0;-0,7439;-12639,1166;0,7439;
-170;0;0,5722;-12639,1152;-0,5722;
-169,5;0;-0,2861;-12639,1147;0,2861;
-169;0;-1,2589;-12639,1174;1,2589;
-168,5;0;-0,2289;-12639,116;0,2289;
-168;0;-1,6022;-12639,1169;1,6022;
-167,5;0;-1,7166;-12639,1161;1,7166;
-167;0;-0,4005;-12639,1157;0,4005;
-166,5;0;-0,2861;-12639,1156;0,2861;
-166;0;0,1144;-12639,1153;-0,1144;
-165,5;0;-0,6294;-12639,1164;0,6294;
-165;0;1,0872;-12639,1152;-1,0872;
-164,5;0;-0,9155;-12639,1161;0,9155;
-164;0;-0,2289;-12639,1155;0,2289;
-163,5;0;-1,03;-12639,1151;1,03;
-163;0;0,6294;-12639,1149;-0,6294;
-162,5;0;0,6294;-12639,1142;-0,6294;
-162;0;-0,7439;-12639,1166;0,7439;
-161,5;0;-0,3433;-12639,1164;0,3433;
-161;0;1,1444;-12639,1147;-1,1444;
-160,5;0;1,2589;-12639,1159;-1,2589;
-160;0;-0,8011;-12639,1165;0,8011;
-159,5;0;0,4005;-12639,1145;-0,4005;
-159;0;-0,6294;-12639,1157;0,6294;
-158,5;0;0,1717;-12639,1164;-0,1717;
-158;0;0,8011;-12639,1147;-0,8011;
-157,5;0;-0,0572;-12639,1165;0,0572;
-157;0;0,5722;-12639,1154;-0,5722;
-156,5;0;-0,7439;-12639,1152;0,7439;
-156;0;-0,1717;-12639,1136;0,1717;
-155,5;0;-0,7439;-12639,1163;0,7439;
-155;0;1,03;-12639,1165;-1,03;
-154,5;0;0,2861;-12639,1165;-0,2861;
-154;0;1,2589;-12639,116;-1,2589;
-153,5;0;0,6866;-12639,1156;-0,6866;
-153;0;-0,1144;-12639,1163;0,1144;
-152,5;0;-0,0572;-12639,1179;0,0572;
-152;0;0;-12639,1166;0;
-151,5;0;2,4605;-12639,1147;-2,4605;
-151;0;-1,0872;-12639,1159;1,0872;
-150,5;0;-0,8583;-12639,1188;0,8583;
-150;0;0,4005;-12639,1174;-0,4005;
-149,5;0;-1,03;-12639,1185;1,03;
-149;0;0,2861;-12639,1174;-0,2861;
-148,5;0;1,2016;-12639,1152;-1,2016;
-148;0;0,6866;-12639,1156;-0,6866;
-147,5;0;-0,4578;-12639,1175;0,4578;
-147;0;-0,2861;-12639,1183;0,2861;
-146,5;0;-0,1717;-12639,118;0,1717;
-146;0;0,2289;-12639,1174;-0,2289;
-145,5;0;-0,2289;-12639,1173;0,2289;
-145;0;-1,1444;-12639,1183;1,1444;
-144,5;0;0,6866;-12639,1156;-0,6866;
-144;0;-0,5722;-12639,1154;0,5722;
-143,5;0;-0,4578;-12639,1168;0,4578;
-143;0;-0,515;-12639,1173;0,515;
-142,5;0;-0,5722;-12639,1175;0,5722;
-142;0;-0,9155;-12639,1169;0,9155;
-141,5;0;0,6866;-12639,1163;-0,6866;
-141;0;-1,2016;-12639,1171;1,2016;
-140,5;0;-0,0572;-12639,1165;0,0572;
-140;0;-0,1144;-12639,1174;0,1144;
-139,5;0;-0,6294;-12639,117;0,6294;
-139;0;0,515;-12639,1171;-0,515;
-138,5;0;0,6294;-12639,117;-0,6294;
-138;0;1,2589;-12639,1157;-1,2589;
-137,5;0;-0,0572;-12639,1164;0,0572;
-137;0;0,1144;-12639,1165;-0,1144;
-136,5;0;-0,3433;-12639,1157;0,3433;
-136;0;2,1744;-12639,1136;-2,1744;
-135,5;0;-0,1717;-12639,1173;0,1717;
-135;0;0,8011;-12639,116;-0,8011;
-134,5;0;-0,6866;-12639,1163;0,6866;
-134;0;0;-12639,1156;0;
-133,5;0;0,1717;-12639,1163;-0,1717;
-133;0;-0,7439;-12639,1185;0,7439;
-132,5;0;0,4578;-12639,1171;-0,4578;
-132;0;-0,5722;-12639,1166;0,5722;
-131,5;0;0,2289;-12639,1157;-0,2289;
-131;0;0,1717;-12639,117;-0,1717;
-130,5;0;-0,5722;-12639,1169;0,5722;
