t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
-406;0,9;0,014;0,006;565,5;
-405,5;1,2;0,028;-0,005;565,5;
-405;1,2;0,008;0,008;565,4;
-404,5;0,7;-0,005;0,018;565,3;
-404;0,7;0,002;-0,013;565,2;
-403,5;0,2;0;0,001;565,2;
-403;0,2;-0,017;0;565,2;
-402,5;0,4;0,014;-0,004;565,2;
-402;0,8;0,003;0,003;565,1;
-401,5;0,7;0,014;-0,015;565,1;
-401;0,1;-0,014;0,003;565;
-400,5;0,7;0,003;-0,009;565;
-400;1,3;-0,007;-0,004;565,9;
-399,5;0,8;0,002;-0,001;565,9;
-399;0,3;-0,006;0,001;565,8;
-398,5;2,6;-0,026;-0,025;565,8;
-398;1;-0,014;-0,013;565,7;
-397,5;0,7;0,002;0,022;565,6;
-397;2;-0,014;-0,004;565,6;
-396,5;2,3;-0,015;-0,033;565,6;
-396;1,6;-0,009;-0,043;565,6;
-395,5;0,3;0,005;0,003;565,5;
-395;0,8;0,005;0,006;565,4;
-394,5;0,4;-0,004;0,005;565,4;
-394;0,3;0,013;0,006;565,5;
-393,5;0,1;0,01;0,022;565,3;
-393;0,6;0,01;0;565,2;
-392,5;1,3;-0,015;-0,009;565,3;
-392;0,9;0,014;-0,004;565,2;
-391,5;1,4;-0,016;-0,015;565,2;
-391;1;-0,014;0,011;565,2;
-390,5;0,2;-0,006;0,011;565,2;
-390;0,6;-0,012;-0,008;565,9;
-389,5;0,9;0,008;-0,027;565,9;
-389;1,2;0,019;0,02;565,9;
-388,5;1,6;0,018;0,01;565,8;
-388;1;-0,009;-0,01;565,8;
-387,5;0,6;0,013;-0,001;565,7;
-387;2,3;-0,016;-0,01;565,6;
-386,5;1,4;-0,005;-0,003;565,6;
-386;0,4;-0,002;0,005;565,6;
-385,5;1,6;-0,019;0;565,5;
-385;1,5;-0,006;0,001;565,5;
-384,5;1,4;-0,02;0,004;565,3;
-384;0,3;-0,009;-0,005;565,3;
-383,5;0,2;-0,007;-0,009;565,4;
-383;0,7;0,012;-0,018;565,2;
-382,5;0,8;0,008;-0,019;565,2;
-382;1,9;-0,009;-0,008;565,1;
-381,5;0,1;-0,011;-0,003;565,1;
-381;0,4;0,016;-0,001;565;
-380,5;1,1;0,007;0,023;565;
-380;0,3;0,004;0,005;566;
-379,5;0,3;0;0,001;566;
-379;0,3;0,008;0;566;
-378,5;1;-0,006;0,019;565,9;
-378;0,7;0,013;0;565,9;
-377,5;0,1;0,016;0,022;565,7;
-377;0,4;0,003;0,003;565,7;
-376,5;0,6;0,008;0,014;565,7;
-376;1;0,004;-0,017;565,7;
-375,5;0,3;-0,001;0,008;565,6;
-375;0,6;-0,009;0;565,6;
-374,5;1,3;0,005;0,025;565,5;
-374;1,2;0,021;-0,023;565,5;
-373,5;0,1;0,003;0;565,4;
-373;0,9;0;0,003;565,4;
-372,5;0;-0,026;-0,003;565,4;
-372;0,4;-0,007;0,004;565,4;
-371,5;0,5;0,007;-0,001;565,3;
-371;1,1;0,022;-0,001;565,3;
-370,5;0,3;-0,002;0,004;565,2;
-370;1,9;0,013;0,016;566,3;
-369,5;0,7;0,004;0,022;566,3;
-369;0;-0,007;0;566,2;
-368,5;1,1;-0,017;-0,013;566,2;
-368;0,3;-0,002;0,013;566,2;
-367,5;0,7;-0,01;0,011;566,1;
-367;2,5;0,008;0,008;566,1;
-366,5;1,3;0,019;0,014;566;
-366;0,2;0;-0,008;566;
-365,5;1,4;0,009;0,023;565,9;
-365;1,1;-0,015;-0,004;565,9;
-364,5;0,6;0,007;-0,001;565,8;
-364;2,7;-0,033;-0,022;565,7;
-363,5;0,2;-0,005;0,004;565,6;
-363;1,1;0,01;0,005;565,7;
-362,5;0,7;-0,016;0;565,5;
-362;0,7;0,014;0,015;565,5;
-361,5;0,1;-0,006;0;565,5;
-361;0,9;-0,012;-0,019;565,3;
-360,5;1,8;-0,01;-0,008;565,4;
-360;1,2;0;0,014;566;
-359,5;0,7;0,008;-0,005;566;
-359;0,3;0,004;-0,008;565,9;
-358,5;0,4;0,008;0,008;565,9;
-358;1,1;0;0,008;565,8;
-357,5;1,3;-0,002;0,03;565,7;
-357;1,4;0,009;-0,024;565,8;
-356,5;0,4;0,004;-0,01;565,7;
-356;1,6;-0,009;-0,041;565,7;
-355,5;0,8;0,004;-0,004;565,5;
-355;0,7;0,003;-0,025;565,5;
-354,5;0,8;-0,005;-0,008;565,5;
-354;0,3;-0,004;-0,005;565,5;
-353,5;0,9;0,012;-0,005;565,4;
-353;0,7;-0,011;-0,001;565,5;
-352,5;0,5;0,014;-0,004;565,4;
-352;1;0,004;0,023;565,3;
-351,5;1,7;0,003;0,009;565,3;
-351;0,5;-0,004;0,02;565,2;
-350,5;0,4;0,002;-0,01;565,2;
-350;0,5;-0,002;0;565,9;
-349,5;0,3;-0,006;0;565,9;
-349;0,9;0,012;-0,004;565,7;
-348,5;1,8;0,009;-0,005;565,7;
-348;0,2;0,002;0,004;565,6;
-347,5;1,5;0,002;-0,005;565,6;
-347;0,7;0,034;0,016;565,5;
-346,5;0;-0,01;0;565,5;
-346;0,1;0,005;0;565,5;
-345,5;0,4;0,007;-0,014;565,3;
-345;1,4;-0,016;-0,017;565,4;
-344,5;2;0,005;0,023;565,3;
-344;0,3;0,007;-0,003;565,3;
-343,5;0,5;-0,019;-0,005;565,2;
-343;0,4;0,009;0,003;565,2;
-342,5;0,7;-0,015;0,006;565,1;
-342;0,4;-0,001;-0,005;565;
-341,5;0,8;0,003;0;565;
-341;1;-0,012;0,014;565;
-340,5;0,6;-0,004;-0,012;564,9;
-340;0,8;-0,004;-0,008;566;
-339,5;0,2;-0,01;0;565,9;
-339;1;0,002;-0,004;566;
-338,5;0,1;-0,007;0,003;565,8;
-338;2,7;-0,038;-0,018;565,7;
-337,5;1,7;-0,024;0,013;565,7;
-337;1,2;0,01;-0,001;565,7;
-336,5;0,4;-0,007;-0,003;565,6;
-336;0,6;-0,021;0,003;565,5;
-335,5;0;-0,006;0,01;565,4;
-335;0,5;-0,002;-0,001;565,5;
-334,5;1,2;0,012;0,023;565,4;
-334;0,8;0;0;565,4;
-333,5;1,5;0,004;0,042;565,4;
-333;0,4;-0,001;-0,01;565,4;
-332,5;0,4;0,01;-0,001;565,3;
-332;0,7;0,004;0;565,3;
-331,5;2,4;-0,015;-0,004;565,2;
-331;1,4;-0,02;-0,014;565,2;
-330,5;0,5;0,018;-0,014;565,2;
-330;0,2;-0,017;-0,008;566,4;
-329,5;0,8;-0,009;0,03;566,4;
-329;0,9;0,003;0,014;566,4;
-328,5;1,2;-0,01;-0,013;566,3;
-328;0,4;0,003;0,003;566,3;
-327,5;1;0;-0,008;566,2;
-327;1,3;-0,009;-0,003;566,1;
-326,5;0,3;0,005;-0,006;566,1;
-326;0,9;0,013;-0,02;566;
-325,5;0,2;-0,009;-0,003;566;
-325;1,3;0;-0,01;565,9;
-324,5;0,4;-0,006;0,003;565,9;
-324;0,7;0,008;-0,023;565,8;
-323,5;0,6;-0,004;0,018;565,8;
-323;1,5;-0,016;-0,003;565,8;
-322,5;1,2;0,004;0,019;565,6;
-322;0,5;-0,011;0,014;565,6;
-321,5;1,8;0,005;-0,018;565,6;
-321;0,3;0,018;-0,013;565,5;
-320,5;0;0;0,006;565,5;
-320;0,3;0,002;-0,013;566,1;
-319,5;0,8;0,002;0,006;566;
-319;0,6;0,012;0,006;566;
-318,5;0,6;-0,006;-0,005;566;
-318;0,5;0,018;0;565,9;
-317,5;1,4;-0,007;-0,008;565,9;
-317;0,1;0,003;0,009;565,8;
-316,5;0,6;-0,017;0,003;565,8;
-316;1,3;0,012;0,004;565,7;
-315,5;0,3;-0,01;0,003;565,6;
-315;1,5;-0,009;-0,01;565,6;
-314,5;0,6;-0,015;0;565,6;
-314;0,5;-0,011;0,016;565,6;
-313,5;0,2;-0,006;0;565,6;
-313;0,3;-0,006;-0,005;565,5;
-312,5;0,5;-0,007;0;565,5;
-312;1,8;0,007;0,016;565,5;
-311,5;0,6;0,002;0,016;565,4;
-311;0,7;-0,001;0,008;565,4;
-310,5;0,3;0,032;0,022;565,3;
-310;0,6;-0,004;-0,029;565,2;
-309,5;1;0,012;0,006;565,2;
-309;0,3;0,007;0,004;565,2;
-308,5;0,7;0,004;-0,006;565,1;
-308;1,9;-0,007;-0,019;565,1;
-307,5;1,2;0,007;0,005;565;
-307;0,7;0,005;0,018;565;
-306,5;0,6;-0,002;0,013;565;
-306;0,6;0,012;-0,012;564,8;
-305,5;0,8;0,012;-0,006;564,8;
-305;0,9;-0,002;0,022;564,8;
-304,5;1,3;0,014;0,006;564,8;
-304;2,6;0,022;0,032;564,6;
-303,5;1,8;0,027;-0,003;564,6;
-303;0,1;0,003;0,004;564,6;
-302,5;0,9;-0,01;0,02;564,5;
-302;0,9;0,014;-0,008;564,5;
-301,5;0,6;0,01;0;564,4;
-301;0,6;-0,012;-0,008;564,4;
-300,5;0,6;0,017;-0,003;564,4;
-300;0,6;0,003;-0,014;564,4;
-299,5;0,3;-0,012;0,014;564,4;
-299;0,2;-0,004;-0,005;564,2;
-298,5;2,3;0,014;0,005;564,2;
-298;0,9;0,024;0,013;564,2;
-297,5;1,5;0,005;-0,01;564,1;
-297;1,3;-0,031;-0,019;564,1;
-296,5;0,4;-0,002;-0,004;564;
-296;1,2;0,013;0,004;563,9;
-295,5;1,1;0,005;0,013;563,9;
-295;0,3;0,013;0;563,9;
-294,5;0,4;-0,019;0,015;563,8;
-294;1,4;-0,014;0,004;563,8;
-293,5;1,2;0,014;0,008;563,7;
-293;1,6;-0,019;-0,017;563,7;
-292,5;0,2;0,013;-0,012;563,8;
-292;1,1;0,004;0,004;563,7;
-291,5;0,9;0,013;-0,003;563,6;
-291;1;-0,016;-0,006;563,6;
-290,5;1,3;-0,001;-0,014;563,5;
-290;0,6;0,005;-0,025;564,2;
-289,5;1,1;0,031;0,02;564,3;
-289;1;-0,005;-0,017;564,2;
-288,5;0,3;-0,001;-0,01;564,1;
-288;0,9;0,019;-0,001;564,1;
-287,5;0,2;-0,019;-0,013;564;
-287;0,1;-0,001;-0,006;564;
-286,5;1,8;-0,017;0,001;564;
-286;1;-0,02;0;563,8;
-285,5;0,7;-0,007;-0,019;563,8;
-285;0,9;0,002;0,003;563,7;
-284,5;1,4;0,003;0,01;563,6;
-284;0,7;-0,012;-0,008;563,6;
-283,5;1,4;-0,023;-0,01;563,6;
-283;0,6;-0,015;-0,005;563,5;
-282,5;0,5;-0,006;0,008;563,5;
-282;0,1;0;0,008;563,4;
-281,5;0,5;0,007;-0,012;563,4;
-281;0,6;0,003;0,018;563,3;
-280,5;1,9;-0,026;-0,003;563,3;
-280;0,3;-0,001;-0,014;564,3;
-279,5;0,9;0;0,019;564,3;
-279;1,6;0,009;-0,012;564,2;
-278,5;0,1;-0,012;-0,001;564,1;
-278;1,1;-0,025;0,009;564;
-277,5;0,8;0;0,01;564;
-277;1,2;-0,002;-0,006;564;
-276,5;1,4;0,016;-0,003;563,9;
-276;0,8;-0,006;0;563,8;
-275,5;0,8;-0,02;-0,014;563,8;
-275;0,5;-0,009;0,01;563,8;
-274,5;0,4;0,002;0,014;563,7;
-274;0,9;0,024;0,004;563,7;
-273,5;2,3;0;-0,043;563,7;
-273;0,4;0,004;-0,025;563,6;
-272,5;0,2;0,005;-0,008;563,6;
-272;1;-0,002;-0,004;563,5;
-271,5;0;0,007;0,018;563,5;
-271;0,7;0,002;0;563,5;
-270,5;1,6;0;-0,014;563,5;
-270;1,8;-0,015;-0,023;564,3;
-269,5;1,3;-0,006;-0,019;564,2;
-269;2,3;-0,028;0;564,1;
-268,5;2;-0,017;0,004;564,1;
-268;1,8;-0,024;0,008;564;
-267,5;0,8;-0,002;0,001;564;
-267;0,9;0,024;-0,013;563,8;
-266,5;0,5;-0,011;0,001;563,9;
-266;2,2;0,019;0,019;563,8;
-265,5;0,6;0,021;0,006;563,8;
-265;0,9;0,008;0,013;563,7;
-264,5;0,7;0;-0,003;563,7;
-264;0,1;0,007;0,008;563,7;
-263,5;0,1;-0,007;-0,012;563,5;
-263;2,4;-0,01;-0,019;563,5;
-262,5;0,2;-0,004;0,01;563,5;
-262;0,3;0;-0,01;563,4;
-261,5;0,8;0,004;0,006;563,4;
-261;0,2;-0,004;0,004;563,3;
-260,5;1,1;0,01;0,018;563,3;
-260;2,2;0,027;0,004;564,3;
-259,5;0,7;0,016;0,027;564,3;
-259;0,9;0,002;-0,024;564,2;
-258,5;0,4;-0,016;0,003;564,1;
-258;0,3;-0,011;0,003;564,1;
-257,5;0,5;0;0,023;564;
-257;1,4;-0,03;0,001;563,9;
-256,5;1,1;0,005;-0,006;563,9;
-256;1,3;-0,006;-0,004;563,9;
-255,5;0,3;0;0,018;563,8;
-255;1;-0,041;-0,018;563,8;
-254,5;0,8;0,005;-0,01;563,8;
-254;0,2;-0,006;-0,001;563,7;
-253,5;0,3;0,005;-0,012;563,7;
-253;0,5;0,002;-0,008;563,7;
-252,5;1,6;-0,015;0,004;563,6;
-252;1,4;0,003;0,019;563,5;
-251,5;0,2;0;0,006;563,5;
-251;0,1;-0,011;0;563,5;
-250,5;0,8;-0,004;0,014;563,5;
-250;0,4;0,016;0,004;564,4;
-249,5;1,9;-0,002;0,023;564,2;
-249;1,6;-0,01;-0,004;564,2;
-248,5;0,6;-0,015;-0,003;564,2;
-248;0,8;-0,001;-0,017;564,1;
-247,5;0,8;-0,02;-0,018;564,1;
-247;0,3;-0,01;-0,006;564;
-246,5;0,5;-0,007;0;564;
-246;1,6;-0,015;-0,014;563,9;
-245,5;0,2;0;0,005;563,9;
-245;0,9;0,027;-0,004;563,8;
-244,5;0,1;0,004;-0,009;563,9;
-244;0,5;0,018;0,001;563,7;
-243,5;0,1;-0,006;-0,014;563,6;
-243;0,3;0;0,013;563,5;
-242,5;0,3;-0,01;0,001;563,5;
-242;1,1;-0,041;0,014;563,5;
-241,5;1,2;-0,017;-0,02;563,5;
-241;0,3;-0,006;0,005;563,4;
-240,5;0,6;-0,007;0,008;563,4;
-240;1,9;-0,011;-0,022;564,1;
-239,5;1,7;-0,01;-0,015;564,1;
-239;0,2;0,002;-0,006;564,1;
-238,5;0,7;-0,02;0,019;564;
-238;1,1;-0,014;0,014;563,9;
-237,5;0,5;0,004;-0,014;563,8;
-237;0,8;0;-0,003;563,9;
-236,5;2,1;-0,006;0,02;563,8;
-236;0,3;-0,012;0,008;563,8;
-235,5;0,5;0,022;0,024;563,7;
-235;0,8;-0,007;-0,014;563,7;
-234,5;0,1;-0,009;-0,004;563,7;
-234;0,7;0,01;-0,008;563,6;
-233,5;1;0,024;-0,009;563,5;
-233;0,2;0,008;0;563,5;
-232,5;1,4;0,012;-0,023;563,5;
-232;0,8;0,012;0;563,5;
-231,5;0,4;0,004;0,009;563,5;
-231;1,1;-0,016;-0,006;563,5;
-230,5;0,5;-0,01;-0,012;563,4;
-230;2,8;0,034;0,023;564,4;
-229,5;0,1;0,002;-0,006;564,4;
-229;0,9;-0,005;-0,015;564,2;
-228,5;0,6;0,003;-0,012;564,1;
-228;0,5;0;0,01;564;
-227,5;0,2;-0,004;0;564;
-227;0,5;0,007;-0,014;564;
-226,5;0,9;-0,012;-0,01;564;
-226;0,8;0,007;0;563,8;
-225,5;2,8;0,029;0,023;563,9;
-225;0,6;-0,009;-0,009;563,7;
-224,5;1,3;-0,006;0,001;563,7;
-224;0,4;-0,004;0,006;563,6;
-223,5;0,3;-0,004;0,008;563,6;
-223;1,4;-0,025;-0,001;563,5;
-222,5;1,9;0,009;0,016;563,5;
-222;0,5;-0,005;0,011;563,5;
-221,5;0,9;-0,005;0,008;563,4;
-221;0,8;0,008;0,025;563,3;
-220,5;0,3;0;0,006;563,3;
-220;0,6;0,005;0,008;564,3;
-219,5;1,1;-0,015;-0,013;564,3;
-219;1,3;0,003;0,015;564,2;
-218,5;0,8;0;0,016;564,2;
-218;0,8;0,003;-0,023;564,1;
-217,5;1,2;-0,012;-0,009;564;
-217;1,7;0,005;0,01;564;
-216,5;0,6;0;0;564;
-216;0,5;0,004;0,008;564;
-215,5;0,1;0,005;-0,004;564;
-215;1;-0,005;0,009;563,9;
-214,5;1,2;-0,012;0,011;563,8;
-214;0,1;0,004;-0,004;563,8;
-213,5;0,7;0,019;0;563,8;
-213;2;0,014;0,047;563,8;
-212,5;1,5;0,013;-0,003;563,8;
-212;0,1;0,013;0,013;563,6;
-211,5;0,5;0,008;-0,012;563,6;
-211;1,9;0,009;-0,018;563,6;
-210,5;0,1;-0,009;-0,01;563,6;
-210;0,5;0,019;-0,009;564,3;
-209,5;0,8;0,007;0;564,2;
-209;0,6;0;-0,008;564,1;
-208,5;0,7;0;0,015;564,1;
-208;1;-0,014;-0,013;564;
-207,5;0,9;-0,007;-0,019;564;
-207;0,2;-0,021;0;564;
-206,5;0;0,014;0,008;563,9;
-206;1,6;0,004;0,008;563,8;
-205,5;0,6;-0,01;0,016;563,7;
-205;1,3;0,021;0,001;563,7;
-204,5;0,5;-0,009;0,003;563,6;
-204;0,6;0,024;0,005;563,6;
-203,5;0,8;0,004;-0,009;563,5;
-203;0,2;0,016;0;563,5;
-202,5;0,4;0,002;-0,01;563,4;
-202;0,6;-0,006;0;563,5;
-201,5;0,6;0,022;0;563,4;
-201;0,9;0,003;0,008;563,3;
-200,5;0,9;-0,002;-0,022;563,2;
-200;0,4;-0,01;0,005;564,3;
-199,5;0,4;0,007;-0,003;564,2;
-199;0,7;0,004;-0,017;564,2;
-198,5;1,3;-0,006;0,048;564,1;
-198;0,9;-0,019;0,004;564,2;
-197,5;1,1;0,004;0,015;564,1;
-197;0,5;-0,014;-0,008;564;
-196,5;0,6;0,004;0,01;564,1;
-196;0,3;0,005;0,018;564;
-195,5;0,8;-0,014;-0,015;563,9;
-195;0,8;0,004;-0,004;563,8;
-194,5;0,5;0,019;-0,019;563,8;
-194;0,2;-0,005;-0,005;563,8;
-193,5;0,8;0,003;0,034;563,7;
-193;0,9;0,002;-0,013;563,7;
-192,5;0,4;-0,002;-0,025;563,6;
-192;1;-0,01;0,001;563,6;
-191,5;1,6;0,01;0,005;563,6;
-191;0,4;-0,023;-0,005;563,5;
-190,5;0,7;0;-0,009;563,6;
-190;1,1;-0,001;0,025;564,2;
-189,5;0,6;-0,01;0,015;564,2;
-189;0,3;0;-0,005;564,1;
-188,5;0,7;-0,006;0,005;564,1;
-188;0,4;-0,01;-0,005;564;
-187,5;0,8;-0,007;-0,012;564;
-187;0,8;0,022;0;563,9;
-186,5;0,5;-0,015;-0,001;563,9;
-186;0,6;0,027;0,01;563,8;
-185,5;1;-0,019;0,001;563,8;
-185;0,9;-0,015;0,004;563,7;
-184,5;0,2;-0,011;0,008;563,7;
-184;0,9;-0,015;-0,005;563,6;
-183,5;1,2;0;-0,038;563,6;
-183;1,1;0,036;-0,005;563,5;
-182,5;0,5;0,016;0,009;563,5;
-182;0,3;0;-0,009;563,4;
-181,5;1,4;0;-0,014;563,3;
-181;0,8;-0,017;-0,022;563,3;
-180,5;0,2;0,003;-0,015;563,3;
-180;0,3;-0,009;0;564,3;
-179,5;0,7;-0,005;-0,001;564,2;
-179;3,5;0,023;0,042;564,1;
-178,5;0,6;-0,009;0,001;564,1;
-178;0,1;0,007;-0,008;564;
-177,5;0,7;0,009;0,013;564;
-177;0,7;0,013;-0,003;563,9;
-176,5;0,6;0,018;-0,004;564;
-176;0,9;0,034;-0,001;563,8;
-175,5;0,4;-0,019;-0,005;563,7;
-175;0,5;-0,009;0,003;563,7;
-174,5;0,6;-0,03;-0,003;563,7;
-174;1,2;-0,005;0,006;563,7;
-173,5;0,2;0,003;0,006;563,6;
-173;3,4;0,018;0,049;563,6;
-172,5;0,9;0,014;0,011;563,6;
-172;0,7;0,002;0;563,5;
-171,5;0,5;-0,005;-0,009;563,5;
-171;0,1;0,021;0,006;563,5;
-170,5;1,7;-0,004;0,014;563,4;
-170;0,9;-0,002;0,023;564,3;
-169,5;0,4;0,009;-0,003;564,2;
-169;0,3;0,016;0,004;564,2;
-168,5;0,7;-0,016;0;564;
-168;0;0,004;0,005;564,1;
-167,5;1,2;-0,01;0,008;564;
-167;0,1;0;0;564;
-166,5;0,3;-0,007;0;563,9;
-166;0,5;0,008;-0,003;563,9;
-165,5;0,6;0,009;-0,005;563,8;
-165;0,4;-0,012;0,006;563,8;
-164,5;0,1;-0,005;0,006;563,7;
-164;0,8;0,004;0,03;563,6;
-163,5;0,8;0,005;-0,014;563,6;
-163;1,3;0,013;0,023;563,5;
-162,5;0,1;-0,004;0,013;563,4;
-162;0,2;-0,006;0,006;563,5;
-161,5;1,4;-0,015;0,023;563,4;
-161;1,3;-0,028;-0,009;563,3;
-160,5;1,6;-0,012;-0,025;563,3;
-160;0,8;0,002;0,006;564,4;
-159,5;1,9;-0,011;-0,034;564,5;
-159;0,8;0,009;0,005;564,4;
-158,5;0,9;-0,005;0,023;564,3;
-158;0,7;0,021;0,005;564,3;
-157,5;0,8;0,016;-0,003;564,2;
-157;0,6;-0,004;0,016;564,2;
-156,5;0,2;0,002;0,003;564,1;
-156;0,5;0,009;0,005;564;
-155,5;1,6;-0,029;-0,015;564;
-155;0,7;-0,01;0,01;564;
-154,5;0,8;0,007;-0,006;563,9;
-154;0,5;0;-0,019;564;
-153,5;0,6;0,021;0,013;563,9;
-153;0,4;-0,012;-0,025;563,9;
-152,5;0,1;-0,005;0,004;563,8;
-152;0,2;0,005;0;563,8;
-151,5;1,3;-0,015;0,009;563,8;
-151;0,4;0,01;-0,008;563,7;
-150,5;0,6;-0,011;0,005;563,7;
-150;1;0,002;-0,013;564,3;
-149,5;0,8;0,01;-0,004;564,2;
-149;0,8;0;0,014;564,2;
-148,5;0,5;-0,021;0;564,2;
-148;0,3;0,003;-0,014;564;
-147,5;0,9;0,004;-0,015;564;
-147;1,4;-0,016;-0,024;564;
-146,5;2,3;0,016;0,006;563,9;
-146;2,1;0,021;-0,001;563,9;
-145,5;0,6;-0,009;-0,024;563,8;
-145;0,5;-0,001;0,008;563,7;
-144,5;0,6;-0,002;0,018;563,7;
-144;0,2;0,004;0,013;563,6;
-143,5;0,8;-0,001;-0,014;563,5;
-143;0,9;0,014;-0,02;563,5;
-142,5;0,6;0,007;0,003;563,5;
-142;0,5;0,009;0,006;563,4;
-141,5;2;-0,012;-0,005;563,4;
-141;0,1;-0,009;0,006;563,3;
-140,5;1,2;-0,004;-0,009;563,3;
-140;1,6;-0,01;-0,025;564,4;
-139,5;0,1;-0,015;-0,005;564,4;
-139;0,2;-0,01;0,003;564,3;
-138,5;0,7;0,022;0;564,2;
-138;0,2;-0,007;-0,014;564,1;
-137,5;1,8;0,009;0,033;564,2;
-137;0,6;0;0,011;564,1;
-136,5;0,6;-0,011;0,003;564;
-136;1,1;0,009;0,009;564;
-135,5;0,3;0,002;0,008;563,9;
-135;1,5;-0,01;-0,005;563,9;
-134,5;3,1;-0,031;-0,02;563,8;
-134;0,1;-0,011;-0,003;563,8;
-133,5;1,3;-0,005;-0,01;563,9;
-133;0,6;-0,012;-0,012;563,8;
-132,5;1,7;0,042;0;563,7;
-132;0,8;-0,002;-0,001;563,6;
-131,5;1,5;0;-0,014;563,7;
-131;0,7;0;-0,03;563,6;
-130,5;0,4;0,004;-0,009;563,6;
-130;0,2;0,008;0,005;564,4;
-129,5;0,7;-0,001;0,016;564,3;
-129;0,3;-0,011;-0,001;564,2;
-128,5;0,4;-0,009;0,019;564,2;
-128;0,4;0;-0,008;564,1;
-127,5;0,4;0,017;-0,008;564,1;
-127;0,3;-0,012;-0,001;564;
-126,5;0,6;-0,006;-0,013;564;
-126;1,6;0,013;0,022;564;
-125,5;1,1;-0,025;-0,004;563,9;
-125;0,8;-0,007;-0,017;563,8;
-124,5;0;-0,016;-0,013;563,8;
-124;1,5;0,013;0,018;563,8;
-123,5;0,3;0,009;-0,013;563,6;
-123;0,8;-0,004;0,022;563,6;
-122,5;1,9;0,016;0;563,6;
-122;1,7;0,003;0,032;563,5;
-121,5;0,6;0,007;0,006;563,5;
-121;1,1;0,003;0,004;563,4;
-120,5;0,8;0,012;-0,005;563,4;
-120;1,1;0,009;0;564,3;
-119,5;0,2;0,004;-0,004;564,2;
-119;1,9;0,018;0,027;564,2;
-118,5;1;0,003;0,009;564,2;
-118;1;0,007;-0,008;564,1;
-117,5;0,3;-0,006;0,016;564;
-117;0,6;0,009;0,003;564;
-116,5;0,2;-0,002;-0,004;563,9;
-116;1,7;0,007;0,022;564;
-115,5;0,6;0,003;0,006;563,8;
-115;1;0,023;0;563,8;
-114,5;0,3;-0,004;0,001;563,8;
-114;1,5;0,01;0,019;563,8;
-113,5;0,4;-0,001;0,006;563,7;
-113;0,1;-0,004;0,003;563,8;
-112,5;0,3;-0,006;0,013;563,6;
-112;1,4;0,004;-0,001;563,6;
-111,5;0,9;0,024;-0,001;563,6;
-111;0,1;0,003;0,01;563,6;
-110,5;0,5;-0,001;-0,004;563,5;
-110;0,5;-0,004;0;564,2;
-109,5;0,5;-0,002;-0,009;564,2;
-109;0,1;0,002;0;564,1;
-108,5;0,5;-0,004;-0,008;564,1;
-108;1,3;0,019;0;564;
-107,5;0,7;0;0,018;564,1;
-107;0,3;0,008;0,006;563,9;
-106,5;0,6;0;0,013;563,9;
-106;0,6;0,01;-0,009;563,8;
-105,5;0,6;-0,007;0,015;563,8;
-105;1,5;0,004;0,008;563,8;
-104,5;0,4;0;-0,005;563,6;
-104;0,6;0,016;-0,017;563,6;
-103,5;0,4;-0,009;-0,015;563,6;
-103;0,7;0,005;-0,006;563,5;
-102,5;1,3;-0,004;-0,032;563,5;
-102;1,7;0,009;-0,004;563,4;
-101,5;0,1;0,007;0,01;563,3;
-101;0,8;-0,004;-0,014;563,2;
-100,5;1,2;0,016;-0,012;563,3;
-100;0,5;0,01;-0,005;564,3;
-99,5;1,1;-0,01;-0,017;564,1;
-99;0,6;-0,023;-0,001;564,1;
-98,5;0,7;-0,004;0,011;564;
-98;1,6;0,028;0,028;564;
-97,5;0,9;0,019;0,016;564;
-97;0,7;-0,007;0,015;563,9;
-96,5;1,2;-0,026;0,004;563,9;
-96;0,4;-0,001;-0,003;563,8;
-95,5;0,8;-0,015;0,015;563,7;
-95;0,6;-0,006;-0,005;563,6;
-94,5;0,7;0,005;-0,027;563,6;
-94;1,3;-0,01;-0,025;563,7;
-93,5;0,4;-0,009;-0,003;563,7;
-93;2;0,029;0,016;563,6;
-92,5;0,5;-0,007;0,016;563,5;
-92;0,7;0,01;0;563,5;
-91,5;1,3;0,012;0,018;563,5;
-91;0,5;0;0,004;563,4;
-90,5;0,8;0,002;-0,018;563,5;
-90;0,6;0,019;-0,003;564,4;
-89,5;0,9;0,014;-0,01;564,3;
-89;0,5;-0,004;0,008;564,2;
-88,5;0,3;0,008;0,027;564,2;
-88;0,9;0,007;-0,023;564,2;
-87,5;0,3;-0,001;-0,01;564,1;
-87;2;0,018;0,01;564;
-86,5;1,8;-0,01;0;564;
-86;0,8;-0,02;-0,004;563,9;
-85,5;0,8;-0,004;0;563,9;
-85;1,7;-0,02;-0,005;563,8;
-84,5;0,7;-0,028;-0,019;563,8;
-84;0,4;-0,004;0,015;563,7;
-83,5;0,2;0;-0,003;563,7;
-83;0,1;-0,002;0,005;563,6;
-82,5;0,7;-0,02;0;563,6;
-82;1;0,005;-0,025;563,5;
-81,5;0,3;-0,01;-0,006;563,4;
-81;2,5;-0,025;-0,005;563,4;
