t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
482,5;1,829;0;2,026;0,011;
483;1,832;0;1,945;-0,023;
483,5;1,866;0;1,894;-0,01;
484;1,824;0;1,915;0,041;
484,5;1,826;0;1,971;0,054;
485;1,882;0;1,95;0,033;
485,5;1,887;0;1,955;0,007;
486;1,861;0;1,97;-0,014;
486,5;1,796;0;1,975;-0,021;
487;1,799;0;1,982;-0,02;
487,5;1,83;0;1,967;0,024;
488;1,829;0;1,989;0,039;
488,5;1,81;0;2,007;0,045;
489;1,866;0;1,983;0,031;
489,5;1,856;0;2,052;-0,003;
490;1,829;0;1,997;-0,032;
490,5;1,809;0;1,996;-0,012;
491;1,807;0;1,978;0,008;
491,5;1,848;0;1,95;0,028;
492;1,833;0;2,005;0,021;
492,5;1,817;0;2,005;0,01;
493;1,814;0;2,032;0,011;
493,5;1,831;0;2,004;-0,01;
494;1,791;0;1,969;-0,021;
494,5;1,784;0;1,96;0,005;
495;1,801;0;1,962;0,029;
495,5;1,868;0;1,956;0,035;
496;1,87;0;1,973;0,014;
496,5;1,82;0;2,006;-0,005;
497;1,816;0;1,986;-0,003;
497,5;1,857;0;1,955;-0,023;
498;1,836;0;1,938;0,017;
498,5;1,823;0;1,904;0,054;
499;1,859;0;1,921;0,008;
499,5;1,905;0;1,988;0,014;
500;1,95;0;1,912;-0,003;
500,5;1,866;0;1,891;-0,031;
501;1,852;0;1,928;-0,024;
501,5;1,845;0;1,914;0,016;
502;1,914;0;1,853;0,055;
502,5;1,927;0;1,839;-0,006;
503;1,926;0;1,913;0,002;
503,5;1,903;0;1,909;-0,02;
504;1,891;0;1,832;-0,019;
504,5;1,922;0;1,843;-0,017;
505;1,904;0;1,836;0,014;
505,5;1,91;0;1,818;0,011;
506;1,959;0;1,761;-0,016;
506,5;1,995;0;1,811;-0,019;
507;1,947;0;1,823;-0,018;
507,5;1,951;0;1,783;-0,029;
508;1,97;0;1,764;-0,039;
508,5;1,974;0;1,778;-0,011;
509;1,961;0;1,7;0,017;
509,5;1,986;0;1,806;0,015;
510;2,008;0;1,783;0,007;
510,5;1,972;0;1,792;-0,034;
511;1,98;0;1,823;-0,044;
511,5;1,921;0;1,821;-0,036;
512;1,908;0;1,773;-0,003;
512,5;1,936;0;1,763;0,015;
513;1,902;0;1,815;0,007;
513,5;1,879;0;1,889;-0,007;
514;1,914;0;1,858;0,009;
514,5;1,888;0;1,787;-0,023;
515;1,892;0;1,765;-0,046;
515,5;1,781;0;1,846;0,003;
516;1,755;0;1,859;0,036;
516,5;1,856;0;1,929;0,032;
517;1,886;0;1,879;0,014;
517,5;1,813;0;1,878;-0,004;
518;1,795;0;1,908;-0,018;
518,5;1,768;0;1,96;0,001;
519;1,788;0;1,868;0,036;
519,5;1,788;0;1,923;0,046;
520;1,79;0;1,942;0,03;
520,5;1,785;0;1,92;0,015;
521;1,83;0;1,966;-0,012;
521,5;1,8;0;1,981;-0,014;
522;1,759;0;1,917;0,01;
522,5;1,787;0;1,933;0,02;
523;1,81;0;1,936;0,026;
523,5;1,822;0;1,92;0,004;
524;1,844;0;1,944;-0,029;
524,5;1,823;0;1,92;-0,012;
525;1,813;0;1,939;-0,025;
525,5;1,802;0;1,877;-0,021;
526;1,777;0;1,907;0,034;
526,5;1,791;0;1,883;0,041;
527;1,946;0;1,893;0,006;
527,5;1,937;0;1,762;-0,021;
528;1,918;0;1,921;-0,019;
528,5;1,83;0;1,906;-0,024;
529;1,9;0;1,809;-0,022;
529,5;1,966;0;1,842;0,026;
530;1,931;0;1,747;0,014;
530,5;1,916;0;1,849;0,013;
531;1,96;0;1,86;0,015;
531,5;1,982;0;1,842;-0,009;
532;1,969;0;1,787;-0,043;
532,5;1,953;0;1,786;-0,002;
533;1,891;0;1,841;0,044;
533,5;1,923;0;1,829;0,006;
534;1,971;0;1,84;-0,023;
534,5;1,984;0;1,821;-0,053;
535;1,961;0;1,848;-0,045;
535,5;1,895;0;1,815;-0,049;
536;1,887;0;1,843;-0,034;
536,5;1,898;0;1,839;0,008;
537;1,888;0;1,855;0,024;
537,5;1,926;0;1,881;-0,001;
538;1,954;0;1,874;-0,012;
538,5;1,911;0;1,916;-0,013;
539;1,819;0;1,895;-0,012;
539,5;1,841;0;1,992;0,008;
540;1,823;0;1,927;0,025;
540,5;1,816;0;1,948;0,034;
541;1,791;0;2,011;0,029;
541,5;1,816;0;2,057;0,002;
542;1,803;0;2,032;-0,005;
542,5;1,794;0;2,018;-0,005;
543;1,731;0;1,992;0,011;
543,5;1,794;0;2,038;0,052;
544;1,829;0;1,951;0,022;
544,5;1,91;0;1,956;0,022;
545;1,888;0;1,977;-0,007;
545,5;1,816;0;1,941;-0,006;
546;1,782;0;1,98;-0,016;
546,5;1,829;0;1,995;-0,02;
547;1,848;0;1,939;0,03;
547,5;1,87;0;1,859;0,037;
548;1,872;0;1,94;0,008;
548,5;1,924;0;1,968;0,015;
549;1,963;0;1,84;-0,027;
549,5;1,943;0;1,875;-0,027;
550;1,89;0;1,873;-0,034;
550,5;1,926;0;1,838;0,022;
551;1,98;0;1,832;0,019;
551,5;2,007;0;1,87;0,004;
552;2,008;0;1,834;-0,003;
552,5;2;0;1,86;-0,029;
553;1,987;0;1,807;-0,067;
553,5;1,972;0;1,833;-0,016;
554;1,934;0;1,872;0,05;
554,5;1,953;0;1,807;0,024;
555;2,002;0;1,848;0,023;
555,5;1,989;0;1,85;-0,009;
556;1,988;0;1,82;-0,019;
556,5;1,933;0;1,88;-0,048;
557;1,911;0;1,817;-0,02;
557,5;1,94;0;1,826;0,029;
558;1,919;0;1,824;0,011;
558,5;1,899;0;1,918;0,004;
559;1,9;0;1,918;0,001;
559,5;1,904;0;1,907;-0,03;
560;1,887;0;1,935;-0,008;
560,5;1,799;0;1,929;0,008;
561;1,78;0;1,949;0,031;
561,5;1,883;0;1,967;0,041;
562;1,861;0;1,937;-0,001;
562,5;1,86;0;1,969;-0,016;
563;1,795;0;1,961;-0,016;
563,5;1,817;0;1,972;-0,029;
564;1,824;0;1,967;0,004;
564,5;1,829;0;1,913;0,049;
565;1,852;0;1,881;0,028;
565,5;1,872;0;1,968;0,017;
566;1,863;0;1,934;-0,03;
566,5;1,866;0;1,898;-0,015;
567;1,824;0;1,877;-0,001;
567,5;1,833;0;1,906;0,011;
568;1,862;0;1,856;0,044;
568,5;1,884;0;1,802;0,024;
569;1,946;0;1,801;0,01;
569,5;1,954;0;1,87;-0,023;
570;1,958;0;1,796;-0,025;
570,5;1,989;0;1,711;-0,062;
571;1,969;0;1,733;-0,032;
571,5;1,968;0;1,727;0,017;
572;1,981;0;1,778;0,012;
572,5;1,979;0;1,819;0,009;
573;1,977;0;1,801;-0,014;
573,5;1,955;0;1,789;-0,029;
574;1,88;0;1,787;-0,023;
574,5;1,882;0;1,834;0,032;
575;1,896;0;1,785;0,041;
575,5;1,874;0;1,797;0;
576;1,843;0;1,921;0,017;
576,5;1,817;0;1,929;0,018;
577;1,785;0;1,903;-0,026;
577,5;1,778;0;1,879;-0,016;
578;1,732;0;1,898;0,027;
578,5;1,713;0;1,947;0,045;
579;1,738;0;1,952;0,033;
579,5;1,822;0;1,966;0,006;
580;1,83;0;1,931;-0,019;
580,5;1,798;0;1,879;-0,035;
581;1,789;0;1,898;-0,007;
581,5;1,791;0;1,898;0,028;
582;1,819;0;1,837;0,043;
582,5;1,862;0;1,878;0,027;
583;1,851;0;1,906;-0,011;
583,5;1,888;0;1,871;0,013;
584;1,921;0;1,833;-0,038;
584,5;1,9;0;1,763;-0,017;
585;1,909;0;1,786;0,01;
585,5;1,941;0;1,786;0,004;
586;1,979;0;1,791;-0,006;
586,5;1,962;0;1,786;-0,026;
587;1,953;0;1,772;-0,011;
587,5;1,949;0;1,798;-0,034;
588;1,876;0;1,77;-0,022;
588,5;1,875;0;1,762;0,031;
589;1,89;0;1,777;0,024;
589,5;1,847;0;1,914;0,023;
590;1,847;0;1,931;-0,011;
590,5;1,897;0;1,846;-0,017;
591;1,858;0;1,896;-0,03;
591,5;1,769;0;1,898;-0,024;
592;1,766;0;1,96;0,033;
592,5;1,808;0;1,94;0,016;
593;1,85;0;1,886;0,002;
593,5;1,869;0;1,961;-0,012;
594;1,812;0;1,939;-0,044;
594,5;1,8;0;1,916;-0,015;
595;1,84;0;1,915;0,003;
595,5;1,855;0;1,895;0,025;
596;1,858;0;1,85;0,007;
596,5;1,84;0;1,979;0,008;
597;1,862;0;1,934;-0,023;
597,5;1,876;0;1,877;-0,039;
598;1,87;0;1,9;-0,04;
598,5;1,857;0;1,843;0,003;
599;1,948;0;1,793;0,005;
599,5;1,966;0;1,806;0,032;
600;1,995;0;1,824;-0,007;
600,5;1,978;0;1,825;-0,015;
601;1,973;0;1,83;-0,039;
601,5;1,937;0;1,814;-0,024;
602;1,957;0;1,828;0,019;
602,5;1,937;0;1,797;0,016;
603;1,92;0;1,841;0,004;
603,5;1,982;0;1,892;0,007;
604;1,974;0;1,866;-0,026;
604,5;1,905;0;1,843;-0,054;
605;1,866;0;1,906;-0,028;
605,5;1,835;0;1,934;0,034;
606;1,866;0;1,946;0,025;
606,5;1,878;0;1,912;-0,014;
607;1,816;0;2,009;-0,001;
607,5;1,777;0;2,012;0,009;
608;1,769;0;2,024;-0,004;
608,5;1,798;0;1,975;-0,019;
609;1,82;0;1,925;0,038;
609,5;1,855;0;1,923;0,037;
610;1,866;0;1,975;0,009;
610,5;1,875;0;1,961;-0,006;
611;1,965;0;1,902;-0,038;
611,5;1,891;0;1,875;-0,057;
612;1,869;0;1,851;-0,008;
612,5;1,93;0;1,89;0,039;
613;1,959;0;1,857;0,009;
613,5;1,982;0;1,83;-0,002;
614;1,994;0;1,845;-0,018;
614,5;1,988;0;1,863;-0,012;
615;1,974;0;1,814;-0,025;
615,5;1,946;0;1,85;0,002;
616;1,932;0;1,84;0,035;
616,5;1,937;0;1,838;0,035;
617;1,967;0;1,902;0,017;
617,5;1,956;0;1,844;-0,015;
618;1,923;0;1,83;-0,034;
618,5;1,855;0;1,903;-0,041;
619;1,831;0;1,891;-0,013;
619,5;1,851;0;1,879;0,048;
620;1,832;0;1,933;0,034;
620,5;1,779;0;2,033;0,018;
621;1,767;0;2,054;0,006;
621,5;1,772;0;2,002;-0,013;
622;1,806;0;1,962;-0,019;
622,5;1,805;0;1,988;0,022;
623;1,776;0;1,944;0,061;
623,5;1,842;0;1,982;0,06;
624;1,88;0;1,981;0,023;
624,5;1,904;0;1,89;-0,022;
625;1,887;0;1,857;-0,043;
625,5;1,867;0;1,915;-0,031;
626;1,875;0;1,874;0,017;
626,5;1,922;0;1,826;0,007;
627;1,97;0;1,819;0,014;
627,5;1,937;0;1,824;0,012;
628;1,948;0;1,841;-0,027;
628,5;1,958;0;1,818;-0,046;
629;1,896;0;1,756;-0,005;
629,5;1,903;0;1,797;0,027;
630;1,892;0;1,802;0,033;
630,5;1,891;0;1,846;0,001;
631;1,912;0;1,819;0,009;
631,5;1,876;0;1,876;-0,027;
632;1,802;0;1,924;-0,023;
632,5;1,793;0;1,916;-0,016;
633;1,75;0;1,96;0,044;
633,5;1,73;0;1,937;0,03;
634;1,764;0;1,988;0,009;
634,5;1,773;0;2,009;0,007;
635;1,801;0;1,975;-0,018;
635,5;1,834;0;1,902;-0,033;
636;1,777;0;1,921;0,013;
636,5;1,763;0;1,861;0,055;
637;1,801;0;1,886;0,011;
637,5;1,893;0;1,886;-0,008;
638;1,914;0;1,825;-0,038;
638,5;1,922;0;1,821;-0,042;
639;1,872;0;1,773;-0,016;
639,5;1,848;0;1,775;-0,017;
640;1,9;0;1,757;0,02;
640,5;1,941;0;1,758;0,018;
641;1,938;0;1,784;-0,004;
641,5;1,908;0;1,79;-0,015;
642;1,873;0;1,847;-0,037;
642,5;1,863;0;1,825;-0,017;
643;1,843;0;1,793;-0,008;
643,5;1,838;0;1,851;0,025;
644;1,809;0;1,898;0,035;
644,5;1,799;0;1,919;-0,004;
645;1,793;0;1,945;-0,023;
645,5;1,751;0;1,959;-0,031;
646;1,738;0;1,944;-0,02;
646,5;1,773;0;1,935;0,02;
647;1,814;0;1,949;0,026;
647,5;1,814;0;1,866;0,007;
648;1,817;0;1,913;0,016;
648,5;1,791;0;1,952;0,005;
649;1,805;0;1,871;-0,034;
649,5;1,903;0;1,825;-0,003;
650;1,906;0;1,814;0,021;
650,5;1,868;0;1,798;0,026;
651;1,982;0;1,785;-0,005;
651,5;2,007;0;1,766;-0,007;
652;1,991;0;1,733;-0,017;
652,5;1,965;0;1,792;-0,038;
653;1,891;0;1,82;-0,029;
653,5;1,867;0;1,835;0,026;
654;1,893;0;1,785;0,01;
654,5;1,924;0;1,851;0,022;
655;1,88;0;1,907;-0,019;
655,5;1,8;0;1,978;-0,014;
656;1,781;0;1,967;-0,012;
656,5;1,783;0;1,913;0,038;
657;1,792;0;1,92;0,064;
657,5;1,801;0;1,92;0,033;
658;1,813;0;1,985;0,014;
658,5;1,833;0;1,966;-0,007;
659;1,829;0;1,919;-0,027;
659,5;1,828;0;1,907;-0,034;
660;1,802;0;1,876;-0,008;
660,5;1,882;0;1,852;0,036;
661;1,948;0;1,857;-0,008;
661,5;1,963;0;1,878;-0,011;
662;1,926;0;1,841;-0,007;
662,5;1,968;0;1,849;-0,031;
663;1,959;0;1,773;-0,018;
663,5;1,958;0;1,795;0,003;
664;1,95;0;1,804;0,009;
664,5;1,911;0;1,847;-0,003;
665;1,963;0;1,903;-0,004;
665,5;1,962;0;1,868;-0,034;
666;1,923;0;1,835;-0,033;
666,5;1,854;0;1,916;-0,042;
667;1,836;0;1,952;0,005;
667,5;1,831;0;1,946;0,028;
668;1,857;0;1,93;0,018;
668,5;1,799;0;2,033;0,005;
669;1,756;0;1,981;-0,018;
669,5;1,755;0;2,021;-0,002;
670;1,835;0;2,023;-0,027;
670,5;1,83;0;1,914;0,032;
671;1,856;0;1,845;0,044;
671,5;1,85;0;1,957;0,017;
672;1,922;0;1,93;-0,005;
672,5;1,967;0;1,878;-0,019;
673;1,962;0;1,854;-0,045;
673,5;1,944;0;1,799;-0,034;
674;1,946;0;1,801;0,031;
674,5;1,956;0;1,8;-0,001;
675;1,99;0;1,839;0,015;
675,5;2,018;0;1,881;0,003;
676;1,974;0;1,842;-0,022;
676,5;1,958;0;1,849;-0,004;
677;1,89;0;1,841;-0,004;
677,5;1,875;0;1,843;0,054;
678;1,849;0;1,929;0,022;
678,5;1,826;0;2,016;0,015;
679;1,828;0;1,972;-0,022;
679,5;1,78;0;2,006;-0,011;
680;1,725;0;2,021;-0,017;
680,5;1,738;0;1,996;0,011;
681;1,804;0;1,968;0,058;
681,5;1,823;0;1,937;0,014;
682;1,87;0;1,963;0,016;
682,5;1,818;0;1,941;-0,011;
683;1,815;0;1,932;-0,008;
683,5;1,885;0;1,931;-0,007;
684;1,914;0;1,799;0,011;
684,5;1,949;0;1,804;0,027;
685;1,938;0;1,865;-0,005;
685,5;1,943;0;1,845;-0,004;
686;1,998;0;1,841;-0,045;
686,5;1,934;0;1,809;-0,043;
687;1,93;0;1,811;-0,05;
687,5;1,895;0;1,844;-0,005;
688;1,842;0;1,832;0,026;
688,5;1,898;0;1,905;0,014;
689;1,878;0;1,857;-0,004;
689,5;1,844;0;1,924;-0,004;
690;1,786;0;1,958;-0,019;
690,5;1,744;0;1,945;-0,009;
691;1,773;0;1,914;0,026;
691,5;1,791;0;1,953;0,04;
692;1,798;0;1,954;0,01;
692,5;1,84;0;1,934;0,018;
693;1,857;0;1,925;-0,012;
693,5;1,841;0;1,843;-0,036;
694;1,824;0;1,826;-0,014;
694,5;1,912;0;1,838;0,049;
695;1,967;0;1,803;0,001;
695,5;1,972;0;1,77;-0,016;
696;1,97;0;1,748;-0,037;
696,5;1,94;0;1,785;-0,038;
697;1,932;0;1,809;-0,024;
697,5;1,903;0;1,807;0,027;
698;1,883;0;1,752;0,023;
698,5;1,875;0;1,792;0,006;
699;1,821;0;1,862;-0,028;
699,5;1,824;0;1,95;-0,011;
700;1,811;0;1,9;-0,036;
700,5;1,764;0;1,859;-0,04;
701;1,731;0;1,882;0,034;
701,5;1,732;0;1,882;0,036;
702;1,733;0;1,925;0,016;
702,5;1,806;0;1,917;0,01;
703;1,846;0;1,893;-0,024;
703,5;1,802;0;1,83;-0,032;
704;1,808;0;1,859;-0,008;
704,5;1,87;0;1,858;0,07;
705;1,954;0;1,806;0,028;
705,5;1,919;0;1,76;-0,001;
706;1,955;0;1,765;-0,013;
706,5;1,947;0;1,806;-0,038;
707;1,924;0;1,82;-0,053;
707,5;1,889;0;1,775;-0,021;
708;1,883;0;1,772;0,029;
708,5;1,869;0;1,826;0,018;
709;1,868;0;1,855;-0,01;
709,5;1,882;0;1,914;-0,01;
710;1,794;0;1,911;-0,02;
710,5;1,725;0;1,948;-0,033;
711;1,717;0;1,938;0,012;
711,5;1,795;0;1,907;0,06;
712;1,807;0;1,893;0,009;
712,5;1,84;0;1,878;0,005;
713;1,797;0;1,939;0;
713,5;1,786;0;1,936;-0,013;
714;1,85;0;1,915;-0,014;
714,5;1,912;0;1,844;0,016;
715;1,898;0;1,786;0,018;
715,5;1,917;0;1,8;-0,009;
716;1,925;0;1,857;-0,006;
716,5;1,935;0;1,869;-0,056;
717;1,936;0;1,812;-0,033;
717,5;1,894;0;1,798;-0,011;
718;1,861;0;1,851;0,033;
718,5;1,832;0;1,88;0,028;
719;1,9;0;1,852;0,027;
719,5;1,892;0;1,9;-0,012;
720;1,837;0;1,92;0,004;
720,5;1,788;0;1,945;-0,022;
721;1,773;0;1,917;0;
721,5;1,782;0;1,88;0,063;
722;1,818;0;1,947;0,015;
722,5;1,863;0;1,961;0,004;
723;1,834;0;1,967;-0,01;
723,5;1,865;0;1,923;-0,012;
724;1,888;0;1,899;-0,018;
724,5;1,879;0;1,832;-0,016;
725;1,945;0;1,84;0,037;
725,5;2,021;0;1,759;-0,001;
726;2,005;0;1,772;-0,039;
726,5;2,009;0;1,767;-0,042;
727;1,949;0;1,738;-0,044;
727,5;1,854;0;1,762;-0,043;
728;1,784;0;1,724;-0,013;
728,5;1,765;0;1,674;0,029;
729;1,688;0;1,652;0,013;
729,5;1,609;0;1,818;0,008;
730;1,476;0;1,744;0,01;
730,5;1,413;0;1,678;-0,02;
731;1,415;0;1,638;-0,001;
731,5;1,401;0;1,496;0,039;
732;1,386;0;1,384;0,038;
732,5;1,358;0;1,381;0,006;
733;1,361;0;1,352;-0,016;
733,5;1,285;0;1,255;-0,013;
734;1,277;0;1,231;-0,018;
734,5;1,193;0;1,112;-0,015;
735;1,076;0;1,117;0,004;
735,5;1,034;0;1,185;0,02;
736;0,976;0;1,128;-0,002;
736,5;0,974;0;1,144;-0,013;
737;0,904;0;1,032;-0,021;
737,5;0,963;0;0,884;-0,005;
738;0,893;0;0,872;0,031;
738,5;0,887;0;0,803;0,02;
739;0,77;0;0,808;0,017;
739,5;0,718;0;0,809;-0,008;
740;0,632;0;0,857;-0,011;
740,5;0,649;0;0,81;-0,013;
741;0,598;0;0,66;0,009;
741,5;0,745;0;0,571;-0,011;
742;0,698;0;0,563;-0,013;
742,5;0,6;0;0,626;0,003;
743;0,493;0;0,531;-0,007;
743,5;0,473;0;0,593;0,003;
744;0,511;0;0,566;0,002;
744,5;0,477;0;0,51;0,007;
745;0,506;0;0,439;-0,021;
745,5;0,498;0;0,428;-0,011;
746;0,373;0;0,472;0,001;
746,5;0,358;0;0,444;0,011;
747;0,362;0;0,475;0,008;
747,5;0,369;0;0,44;0,004;
748;0,398;0;0,306;0;
748,5;0,399;0;0,314;-0,018;
749;0,329;0;0,315;0,002;
749,5;0,221;0;0,285;-0,001;
750;0,247;0;0,414;-0,001;
750,5;0,254;0;0,37;0;
751;0,3;0;0,265;0,003;
751,5;0,32;0;0,204;-0,018;
752;0,342;0;0,191;-0,002;
752,5;0,132;0;0,21;-0,012;
753;0,119;0;0,354;-0,004;
753,5;0,152;0;0,334;-0,003;
754;0,243;0;0,232;-0,025;
754,5;0,333;0;0,158;-0,006;
755;0,322;0;0,143;0,014;
755,5;0,156;0;0,162;-0,003;
756;0,095;0;0,289;0,015;
756,5;0,166;0;0,332;0,008;
757;0,143;0;0,246;0,017;
757,5;0,258;0;0,207;0,012;
758;0,258;0;0,139;-0,005;
758,5;0,136;0;0,153;-0,012;
759;0,129;0;0,212;-0,015;
759,5;0,253;0;0,244;0,014;
760;0,195;0;0,189;0,011;
760,5;0,264;0;0,121;-0,018;
761;0,254;0;0,145;-0,005;
761,5;0,132;0;0,215;0,004;
762;0,138;0;0,249;0,011;
762,5;0,178;0;0,301;0,006;
763;0,212;0;0,263;0,011;
763,5;0,303;0;0,127;-0,017;
764;0,321;0;0,168;0;
764,5;0,237;0;0,214;-0,02;
765;0,151;0;0,255;-0,011;
765,5;0,169;0;0,323;-0,008;
766;0,247;0;0,359;-0,008;
766,5;0,313;0;0,194;-0,001;
767;0,342;0;0,198;0;
767,5;0,326;0;0,196;-0,003;
768;0,176;0;0,244;-0,007;
768,5;0,172;0;0,386;-0,001;
769;0,27;0;0,329;0,018;
769,5;0,278;0;0,275;-0,005;
770;0,426;0;0,177;-0,006;
770,5;0,405;0;0,185;-0,02;
771;0,32;0;0,207;-0,024;
771,5;0,243;0;0,281;-0,009;
772;0,25;0;0,455;0,01;
772,5;0,268;0;0,423;0,008;
773;0,312;0;0,358;0,003;
773,5;0,453;0;0,281;-0,001;
774;0,419;0;0,305;-0,011;
774,5;0,312;0;0,276;-0,015;
775;0,324;0;0,399;0,027;
775,5;0,333;0;0,414;0,022;
776;0,29;0;0,423;0,044;
776,5;0,346;0;0,332;0,023;
777;0,436;0;0,346;-0,019;
777,5;0,422;0;0,323;-0,01;
778;0,31;0;0,338;0;
778,5;0,31;0;0,444;-0,002;
779;0,355;0;0,483;0,005;
779,5;0,319;0;0,427;0,014;
780;0,421;0;0,364;0,016;
780,5;0,497;0;0,318;-0,021;
781;0,504;0;0,342;-0,015;
781,5;0,357;0;0,364;-0,009;
782;0,313;0;0,478;0,013;
782,5;0,343;0;0,573;0;
783;0,331;0;0,546;-0,023;
783,5;0,434;0;0,398;-0,01;
784;0,577;0;0,334;-0,017;
784,5;0,528;0;0,351;-0,001;
785;0,419;0;0,408;-0,014;
785,5;0,346;0;0,431;0,011;
786;0,329;0;0,577;0,003;
786,5;0,341;0;0,526;0,028;
787;0,34;0;0,498;0,011;
787,5;0,499;0;0,377;0,029;
788;0,517;0;0,391;0,004;
788,5;0,484;0;0,405;-0,019;
789;0,34;0;0,359;-0,021;
789,5;0,387;0;0,537;-0,002;
790;0,347;0;0,492;-0,004;
790,5;0,407;0;0,567;0,019;
791;0,479;0;0,392;-0,004;
791,5;0,556;0;0,381;-0,009;
792;0,537;0;0,364;-0,002;
792,5;0,456;0;0,395;-0,025;
793;0,391;0;0,418;-0,008;
793,5;0,389;0;0,528;0,04;
794;0,436;0;0,482;0,007;
794,5;0,453;0;0,433;0,012;
795;0,504;0;0,366;0,015;
795,5;0,53;0;0,356;-0,033;
796;0,476;0;0,377;-0,019;
796,5;0,372;0;0,378;-0,007;
797;0,369;0;0,482;0,003;
797,5;0,366;0;0,545;-0,012;
798;0,4;0;0,488;0,004;
798,5;0,41;0;0,422;0,018;
799;0,475;0;0,412;0,015;
799,5;0,488;0;0,386;-0,007;
800;0,44;0;0,45;0,011;
800,5;0,424;0;0,382;-0,006;
801;0,425;0;0,475;-0,007;
801,5;0,421;0;0,44;-0,015;
802;0,384;0;0,434;-0,013;
802,5;0,436;0;0,406;-0,013;
803;0,485;0;0,376;0,009;
803,5;0,481;0;0,439;0,014;
804;0,382;0;0,398;0,005;
804,5;0,367;0;0,381;0,002;
805;0,364;0;0,499;0,018;
805,5;0,388;0;0,433;-0,003;
806;0,329;0;0,416;0;
806,5;0,472;0;0,347;0,007;
807;0,457;0;0,357;-0,002;
807,5;0,446;0;0,378;0;
808;0,328;0;0,336;0,002;
808,5;0,314;0;0,485;0,001;
809;0,298;0;0,525;0,016;
809,5;0,303;0;0,507;0,01;
810;0,398;0;0,347;-0,013;
810,5;0,549;0;0,324;-0,016;
811;0,49;0;0,313;-0,009;
811,5;0,401;0;0,317;-0,018;
812;0,288;0;0,381;-0,007;
812,5;0,29;0;0,5;0,012;
813;0,325;0;0,471;0,022;
813,5;0,338;0;0,441;0,006;
814;0,455;0;0,297;-0,013;
814,5;0,463;0;0,287;-0,041;
815;0,453;0;0,297;-0,026;
815,5;0,272;0;0,361;-0,004;
816;0,288;0;0,414;0,006;
816,5;0,262;0;0,497;0,006;
817;0,349;0;0,472;-0,001;
817,5;0,341;0;0,397;0,01;
818;0,441;0;0,264;-0,007;
818,5;0,446;0;0,295;0,005;
819;0,406;0;0,388;0,013;
819,5;0,321;0;0,367;0;
820;0,319;0;0,459;0,012;
820,5;0,297;0;0,471;0,027;
821;0,355;0;0,435;-0,003;
821,5;0,354;0;0,36;-0,022;
822;0,491;0;0,358;0,007;
822,5;0,45;0;0,327;0,002;
823;0,42;0;0,362;-0,016;
823,5;0,352;0;0,339;0,002;
824;0,3;0;0,442;0,015;
824,5;0,317;0;0,461;0,01;
825;0,323;0;0,466;0,008;
825,5;0,375;0;0,376;0;
826;0,515;0;0,327;0,001;
826,5;0,476;0;0,285;-0,002;
827;0,461;0;0,348;-0,012;
827,5;0,347;0;0,298;-0,024;
828;0,348;0;0,459;-0,009;
828,5;0,336;0;0,52;0,019;
829;0,336;0;0,497;0,009;
829,5;0,382;0;0,379;0;
830;0,549;0;0,387;0;
830,5;0,466;0;0,358;-0,022;
831;0,459;0;0,35;-0,02;
831,5;0,34;0;0,37;0,026;
832;0,368;0;0,511;0,016;
832,5;0,332;0;0,549;-0,015;
833;0,348;0;0,486;0,011;
833,5;0,393;0;0,401;0,03;
834;0,475;0;0,342;-0,007;
834,5;0,476;0;0,38;0,004;
835;0,456;0;0,414;0,007;
835,5;0,353;0;0,407;0,003;
836;0,369;0;0,466;0,002;
836,5;0,363;0;0,525;0,019;
837;0,397;0;0,504;0,01;
837,5;0,378;0;0,464;0,01;
838;0,493;0;0,389;0,009;
838,5;0,535;0;0,371;0,002;
839;0,513;0;0,404;-0,007;
839,5;0,433;0;0,394;0,005;
840;0,42;0;0,41;-0,011;
840,5;0,364;0;0,573;-0,016;
841;0,353;0;0,551;-0,003;
841,5;0,373;0;0,548;-0,003;
842;0,481;0;0,42;0;
842,5;0,591;0;0,375;-0,002;
843;0,551;0;0,331;-0,005;
843,5;0,502;0;0,342;-0,02;
844;0,392;0;0,392;0;
844,5;0,402;0;0,497;0,021;
845;0,384;0;0,533;0,031;
845,5;0,408;0;0,491;0,006;
846;0,436;0;0,441;-0,008;
846,5;0,522;0;0,361;-0,044;
847;0,511;0;0,362;-0,029;
847,5;0,495;0;0,39;0;
848;0,429;0;0,443;-0,028;
848,5;0,399;0;0,466;0,001;
849;0,382;0;0,524;-0,001;
849,5;0,398;0;0,502;-0,008;
850;0,39;0;0,537;0;
850,5;0,402;0;0,423;0,028;
851;0,564;0;0,397;0,006;
851,5;0,534;0;0,35;-0,017;
852;0,517;0;0,353;0,002;
852,5;0,407;0;0,363;-0,004;
853;0,337;0;0,483;-0,016;
853,5;0,322;0;0,549;0,009;
854;0,357;0;0,531;0,011;
854,5;0,382;0;0,484;-0,019;
855;0,513;0;0,348;-0,009;
855,5;0,521;0;0,37;0;
856;0,47;0;0,311;-0,011;
856,5;0,463;0;0,448;-0,007;
