t (ms);Axis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min );Axis_1 [1] Default\S-Parameter\S-0-0051 Position feedback value 1(Grad);Axis_1 [1] Default\SubtractionAxis_1 [1] Default\P-Parameter\P-0-0048 Effective velocity command value-Axis_1 [1] Default\S-Parameter\S-0-0040 Velocity feedback value(U/min )
-389;0;2,0599;-26928,0463;-2,0599;
-388,5;0;0,5722;-26928,0483;-0,5722;
-388;0;-0,3433;-26928,0462;0,3433;
-387,5;0;0,8011;-26928,0471;-0,8011;
-387;0;0;-26928,0492;0;
-386,5;0;-0,6866;-26928,0503;0,6866;
-386;0;-0,6866;-26928,0504;0,6866;
-385,5;0;-0,2289;-26928,0503;0,2289;
-385;0;0,2289;-26928,0481;-0,2289;
-384,5;0;-0,4005;-26928,0513;0,4005;
-384;0;0,1144;-26928,0476;-0,1144;
-383,5;0;-0,2861;-26928,0481;0,2861;
-383;0;0,6294;-26928,0507;-0,6294;
-382,5;0;1,1444;-26928,0479;-1,1444;
-382;0;-0,3433;-26928,0492;0,3433;
-381,5;0;-1,6022;-26928,0514;1,6022;
-381;0;1,7166;-26928,0504;-1,7166;
-380,5;0;1,1444;-26928,0463;-1,1444;
-380;0;-1,7166;-26928,0505;1,7166;
-379,5;0;0,4005;-26928,0486;-0,4005;
-379;0;-0,515;-26928,0492;0,515;
-378,5;0;0,6294;-26928,048;-0,6294;
-378;0;-0,2289;-26928,0499;0,2289;
-377,5;0;1,4877;-26928,0484;-1,4877;
-377;0;0,6866;-26928,0492;-0,6866;
-376,5;0;0,7439;-26928,0481;-0,7439;
-376;0;-0,6866;-26928,0491;0,6866;
-375,5;0;-0,1717;-26928,0517;0,1717;
-375;0;0,9155;-26928,0501;-0,9155;
-374,5;0;-0,1144;-26928,048;0,1144;
-374;0;-0,6294;-26928,0515;0,6294;
-373,5;0;0,9155;-26928,0496;-0,9155;
-373;0;-0,1717;-26928,048;0,1717;
-372,5;0;-1,3733;-26928,0532;1,3733;
-372;0;0,6866;-26928,0506;-0,6866;
-371,5;0;-0,7439;-26928,0513;0,7439;
-371;0;-0,515;-26928,0504;0,515;
-370,5;0;1,3733;-26928,0502;-1,3733;
-370;0;0,1717;-26928,0496;-0,1717;
-369,5;0;-0,3433;-26928,0519;0,3433;
-369;0;-0,8011;-26928,0504;0,8011;
-368,5;0;0,515;-26928,0489;-0,515;
-368;0;-1,0872;-26928,0499;1,0872;
-367,5;0;-0,1717;-26928,0483;0,1717;
-367;0;0,1717;-26928,0517;-0,1717;
-366,5;0;1,3733;-26928,0489;-1,3733;
-366;0;0,8011;-26928,0476;-0,8011;
-365,5;0;-0,6866;-26928,0495;0,6866;
-365;0;-0,1144;-26928,051;0,1144;
-364,5;0;-0,1144;-26928,0508;0,1144;
-364;0;-0,0572;-26928,0484;0,0572;
-363,5;0;-0,1717;-26928,0496;0,1717;
-363;0;0,3433;-26928,0519;-0,3433;
-362,5;0;0,6294;-26928,0484;-0,6294;
-362;0;0;-26928,0488;0;
-361,5;0;-1,0872;-26928,0499;1,0872;
-361;0;-1,0872;-26928,053;1,0872;
-360,5;0;1,6594;-26928,0483;-1,6594;
-360;0;0,0572;-26928,0446;-0,0572;
-359,5;0;-0,6866;-26928,0497;0,6866;
-359;0;-0,8011;-26928,0518;0,8011;
-358,5;0;1,4877;-26928,0492;-1,4877;
-358;0;0,1717;-26928,0473;-0,1717;
-357,5;0;0,515;-26928,0497;-0,515;
-357;0;0,8583;-26928,049;-0,8583;
-356,5;0;0;-26928,05;0;
-356;0;0,7439;-26928,0477;-0,7439;
-355,5;0;0,515;-26928,048;-0,515;
-355;0;0,515;-26928,0473;-0,515;
-354,5;0;-0,6294;-26928,0492;0,6294;
-354;0;-0,3433;-26928,0495;0,3433;
-353,5;0;0,3433;-26928,05;-0,3433;
-353;0;1,545;-26928,0479;-1,545;
-352,5;0;-0,2861;-26928,0484;0,2861;
-352;0;-1,4877;-26928,0521;1,4877;
-351,5;0;1,3733;-26928,0492;-1,3733;
-351;0;0,1144;-26928,0471;-0,1144;
-350,5;0;0;-26928,0492;0;
-350;0;-0,3433;-26928,0499;0,3433;
-349,5;0;-0,2861;-26928,0503;0,2861;
-349;0;0,4005;-26928,0499;-0,4005;
-348,5;0;0,1717;-26928,0496;-0,1717;
-348;0;-0,515;-26928,0492;0,515;
-347,5;0;-0,1717;-26928,0502;0,1717;
-347;0;0,8583;-26928,0491;-0,8583;
-346,5;0;0,4005;-26928,047;-0,4005;
-346;0;0,3433;-26928,0472;-0,3433;
-345,5;0;-0,7439;-26928,0502;0,7439;
-345;0;0,1144;-26928,05;-0,1144;
-344,5;0;-0,4005;-26928,0494;0,4005;
-344;0;-1,0872;-26928,0502;1,0872;
-343,5;0;0,4578;-26928,0468;-0,4578;
-343;0;0,2861;-26928,048;-0,2861;
-342,5;0;-0,1144;-26928,0505;0,1144;
-342;0;0,5722;-26928,0505;-0,5722;
-341,5;0;0,7439;-26928,0462;-0,7439;
-341;0;-1,03;-26928,0486;1,03;
-340,5;0;-1,03;-26928,0504;1,03;
-340;0;1,03;-26928,0481;-1,03;
-339,5;0;1,3161;-26928,0467;-1,3161;
-339;0;0,5722;-26928,0472;-0,5722;
-338,5;0;-0,1717;-26928,0477;0,1717;
-338;0;-1,7738;-26928,051;1,7738;
-337,5;0;2,1744;-26928,0483;-2,1744;
-337;0;0,8583;-26928,0451;-0,8583;
-336,5;0;-1,03;-26928,0488;1,03;
-336;0;-0,515;-26928,0488;0,515;
-335,5;0;-0,1717;-26928,0488;0,1717;
-335;0;-0,9727;-26928,048;0,9727;
-334,5;0;1,4877;-26928,0476;-1,4877;
-334;0;-0,2289;-26928,0472;0,2289;
-333,5;0;0,4578;-26928,047;-0,4578;
-333;0;-1,7166;-26928,0496;1,7166;
-332,5;0;-0,1144;-26928,0476;0,1144;
-332;0;0,515;-26928,0481;-0,515;
-331,5;0;0,6294;-26928,0472;-0,6294;
-331;0;-0,1144;-26928,049;0,1144;
-330,5;0;0,5722;-26928,0486;-0,5722;
-330;0;0,8011;-26928,0492;-0,8011;
-329,5;0;0,2289;-26928,0473;-0,2289;
-329;0;-1,2016;-26928,0497;1,2016;
-328,5;0;1,1444;-26928,0483;-1,1444;
-328;0;-0,2289;-26928,05;0,2289;
-327,5;0;2,2316;-26928,0467;-2,2316;
-327;0;0,3433;-26928,0453;-0,3433;
-326,5;0;-1,4305;-26928,0501;1,4305;
-326;0;-0,1144;-26928,0523;0,1144;
-325,5;0;1,03;-26928,0492;-1,03;
-325;0;-0,6294;-26928,0481;0,6294;
-324,5;0;-2,346;-26928,0544;2,346;
-324;0;2,4033;-26928,0501;-2,4033;
-323,5;0;0,2289;-26928,0475;-0,2289;
-323;0;-1,2016;-26928,0483;1,2016;
-322,5;0;-0,8583;-26928,0503;0,8583;
-322;0;0,3433;-26928,0501;-0,3433;
-321,5;0;-0,6866;-26928,0494;0,6866;
-321;0;-0,2861;-26928,0496;0,2861;
-320,5;0;-0,6294;-26928,0486;0,6294;
-320;0;-0,3433;-26928,0507;0,3433;
-319,5;0;0,8583;-26928,0479;-0,8583;
-319;0;1,4877;-26928,0483;-1,4877;
-318,5;0;0;-26928,0492;0;
-318;0;0,9155;-26928,0473;-0,9155;
-317,5;0;-1,545;-26928,0495;1,545;
-317;0;-0,4578;-26928,052;0,4578;
-316,5;0;1,545;-26928,0472;-1,545;
-316;0;-2,1744;-26928,0492;2,1744;
-315,5;0;-2,2316;-26928,0534;2,2316;
-315;0;1,8311;-26928,0499;-1,8311;
-314,5;0;1,3161;-26928,045;-1,3161;
-314;0;-1,4305;-26928,0491;1,4305;
-313,5;0;-0,9155;-26928,0524;0,9155;
-313;0;1,7738;-26928,0483;-1,7738;
-312,5;0;1,0872;-26928,0453;-1,0872;
-312;0;-3,0327;-26928,0505;3,0327;
-311,5;0;0,2289;-26928,0505;-0,2289;
-311;0;1,2589;-26928,0488;-1,2589;
-310,5;0;0,6866;-26928,0486;-0,6866;
-310;0;-0,1144;-26928,049;0,1144;
-309,5;0;-0,5722;-26928,0505;0,5722;
-309;0;-1,2589;-26928,0515;1,2589;
-308,5;0;0,515;-26928,0493;-0,515;
-308;0;-0,2861;-26928,0469;0,2861;
-307,5;0;-1,545;-26928,0485;1,545;
-307;0;-0,1717;-26928,0491;0,1717;
-306,5;0;-0,2289;-26928,0495;0,2289;
-306;0;0,6294;-26928,0501;-0,6294;
-305,5;0;1,7166;-26928,0468;-1,7166;
-305;0;-2,5749;-26928,0499;2,5749;
-304,5;0;-0,3433;-26928,052;0,3433;
-304;0;-0,8583;-26928,0488;0,8583;
-303,5;0;-0,1717;-26928,0473;0,1717;
-303;0;-2,0599;-26928,0533;2,0599;
-302,5;0;1,7738;-26928,0493;-1,7738;
-302;0;-0,3433;-26928,0497;0,3433;
-301,5;0;0,9727;-26928,0504;-0,9727;
-301;0;0;-26928,0492;0;
-300,5;0;0,6294;-26928,0506;-0,6294;
-300;0;0,2861;-26928,0497;-0,2861;
-299,5;0;-0,8583;-26928,0508;0,8583;
-299;0;1,7166;-26928,0477;-1,7166;
-298,5;0;0,4005;-26928,0477;-0,4005;
-298;0;-0,0572;-26928,0492;0,0572;
-297,5;0;-0,4005;-26928,0499;0,4005;
-297;0;1,1444;-26928,0492;-1,1444;
-296,5;0;-0,9155;-26928,0481;0,9155;
-296;0;-0,8011;-26928,0504;0,8011;
-295,5;0;0;-26928,0476;0;
-295;0;-1,3161;-26928,0483;1,3161;
-294,5;0;0,9727;-26928,049;-0,9727;
-294;0;1,2589;-26928,0469;-1,2589;
-293,5;0;-0,5722;-26928,0474;0,5722;
-293;0;-1,7166;-26928,0511;1,7166;
-292,5;0;-0,4005;-26928,0515;0,4005;
-292;0;0,8011;-26928,0476;-0,8011;
-291,5;0;-1,4305;-26928,0511;1,4305;
-291;0;0,2289;-26928,0515;-0,2289;
-290,5;0;2,0599;-26928,0484;-2,0599;
-290;0;0,6294;-26928,0491;-0,6294;
-289,5;0;0,7439;-26928,0484;-0,7439;
-289;0;-0,0572;-26928,0508;0,0572;
-288,5;0;0,515;-26928,0504;-0,515;
-288;0;0,9155;-26928,0496;-0,9155;
-287,5;0;0,1144;-26928,05;-0,1144;
-287;0;0,8011;-26928,0503;-0,8011;
-286,5;0;1,1444;-26928,0502;-1,1444;
-286;0;0,0572;-26928,0505;-0,0572;
-285,5;0;-0,515;-26928,0517;0,515;
-285;0;0,3433;-26928,0506;-0,3433;
-284,5;0;-1,03;-26928,0516;1,03;
-284;0;0,515;-26928,0508;-0,515;
-283,5;0;-0,7439;-26928,0501;0,7439;
-283;0;-0,7439;-26928,0527;0,7439;
-282,5;0;0,2289;-26928,0511;-0,2289;
-282;0;-0,515;-26928,0509;0,515;
-281,5;0;0,3433;-26928,0517;-0,3433;
-281;0;-0,2861;-26928,0511;0,2861;
-280,5;0;-0,1717;-26928,0504;0,1717;
-280;0;-0,1144;-26928,0515;0,1144;
-279,5;0;0,6866;-26928,05;-0,6866;
-279;0;0,8583;-26928,0497;-0,8583;
-278,5;0;0,1144;-26928,0503;-0,1144;
-278;0;-0,8583;-26928,0509;0,8583;
-277,5;0;-0,4578;-26928,0517;0,4578;
-277;0;0,4578;-26928,0493;-0,4578;
-276,5;0;-0,6866;-26928,0488;0,6866;
-276;0;0,1717;-26928,0491;-0,1717;
-275,5;0;-0,6866;-26928,0504;0,6866;
-275;0;-0,2861;-26928,0511;0,2861;
-274,5;0;-1,0872;-26928,0492;1,0872;
-274;0;-0,2289;-26928,0492;0,2289;
-273,5;0;1,0872;-26928,0457;-1,0872;
-273;0;-1,3161;-26928,0499;1,3161;
-272,5;0;1,03;-26928,0487;-1,03;
-272;0;-1,0872;-26928,0511;1,0872;
-271,5;0;-0,515;-26928,0494;0,515;
-271;0;-0,1144;-26928,0489;0,1144;
-270,5;0;-0,3433;-26928,0494;0,3433;
-270;0;-1,0872;-26928,051;1,0872;
-269,5;0;0,6294;-26928,0502;-0,6294;
-269;0;-0,0572;-26928,0488;0,0572;
-268,5;0;-0,6866;-26928,0511;0,6866;
-268;0;1,8311;-26928,0484;-1,8311;
-267,5;0;-0,3433;-26928,0489;0,3433;
-267;0;0,1717;-26928,0486;-0,1717;
-266,5;0;-1,3161;-26928,0513;1,3161;
-266;0;1,2016;-26928,0488;-1,2016;
-265,5;0;-0,7439;-26928,0481;0,7439;
-265;0;-0,1717;-26928,0524;0,1717;
-264,5;0;1,7166;-26928,0479;-1,7166;
-264;0;0;-26928,0488;0;
-263,5;0;0,4578;-26928,0472;-0,4578;
-263;0;-1,7738;-26928,0503;1,7738;
-262,5;0;1,4305;-26928,0481;-1,4305;
-262;0;-0,8011;-26928,0492;0,8011;
-261,5;0;-0,3433;-26928,05;0,3433;
-261;0;-1,03;-26928,0491;1,03;
-260,5;0;0,3433;-26928,0492;-0,3433;
-260;0;0,0572;-26928,048;-0,0572;
-259,5;0;-0,0572;-26928,0484;0,0572;
-259;0;-1,545;-26928,0517;1,545;
-258,5;0;-1,2589;-26928,0525;1,2589;
-258;0;-0,0572;-26928,049;0,0572;
-257,5;0;-0,1144;-26928,0479;0,1144;
-257;0;-0,6866;-26928,0487;0,6866;
-256,5;0;-1,7738;-26928,0535;1,7738;
-256;0;1,6594;-26928,0496;-1,6594;
-255,5;0;-0,2861;-26928,0468;0,2861;
-255;0;-0,1144;-26928,0485;0,1144;
-254,5;0;0,5722;-26928,0507;-0,5722;
-254;0;2,5177;-26928,0467;-2,5177;
-253,5;0;1,2589;-26928,0472;-1,2589;
-253;0;-0,4578;-26928,051;0,4578;
-252,5;0;-0,4578;-26928,0499;0,4578;
-252;0;0,515;-26928,0492;-0,515;
-251,5;0;-1,6594;-26928,0522;1,6594;
-251;0;-0,8583;-26928,0523;0,8583;
-250,5;0;0,2861;-26928,0502;-0,2861;
-250;0;-0,9155;-26928,0489;0,9155;
-249,5;0;-0,515;-26928,0509;0,515;
-249;0;0,4578;-26928,0504;-0,4578;
-248,5;0;-0,3433;-26928,0509;0,3433;
-248;0;1,0872;-26928,0477;-1,0872;
-247,5;0;-0,6294;-26928,0495;0,6294;
-247;0;-0,6866;-26928,0517;0,6866;
-246,5;0;0,6866;-26928,0499;-0,6866;
-246;0;0;-26928,048;0;
-245,5;0;-0,8011;-26928,0509;0,8011;
-245;0;0,2289;-26928,05;-0,2289;
-244,5;0;1,7166;-26928,0465;-1,7166;
-244;0;-0,7439;-26928,0496;0,7439;
-243,5;0;-0,6294;-26928,0503;0,6294;
-243;0;-0,8011;-26928,0499;0,8011;
-242,5;0;1,0872;-26928,0493;-1,0872;
-242;0;-0,6866;-26928,0499;0,6866;
-241,5;0;-0,515;-26928,0503;0,515;
-241;0;-0,6294;-26928,0493;0,6294;
-240,5;0;-0,2289;-26928,0494;0,2289;
-240;0;-1,545;-26928,0487;1,545;
-239,5;0;0,4005;-26928,0487;-0,4005;
-239;0;-1,8883;-26928,0483;1,8883;
-238,5;0;0,1144;-26928,0495;-0,1144;
-238;0;0,4578;-26928,0501;-0,4578;
-237,5;0;0,5722;-26928,0476;-0,5722;
-237;0;-0,3433;-26928,0511;0,3433;
-236,5;0;2,5177;-26928,0469;-2,5177;
-236;0;-1,2016;-26928,0472;1,2016;
-235,5;0;-1,0872;-26928,0517;1,0872;
-235;0;1,6022;-26928,0496;-1,6022;
-234,5;0;-0,1717;-26928,0488;0,1717;
-234;0;0,8583;-26928,0507;-0,8583;
-233,5;0;-0,1717;-26928,0483;0,1717;
-233;0;0,9155;-26928,0474;-0,9155;
-232,5;0;-0,9727;-26928,0511;0,9727;
-232;0;1,4305;-26928,0483;-1,4305;
-231,5;0;-0,2289;-26928,0473;0,2289;
-231;0;-1,4877;-26928,0511;1,4877;
-230,5;0;1,03;-26928,0495;-1,03;
-230;0;2,1744;-26928,0473;-2,1744;
-229,5;0;-0,4578;-26928,0505;0,4578;
-229;0;0,6294;-26928,0505;-0,6294;
-228,5;0;-0,2289;-26928,0492;0,2289;
-228;0;-0,2861;-26928,05;0,2861;
-227,5;0;-0,4578;-26928,0521;0,4578;
-227;0;1,0872;-26928,0499;-1,0872;
-226,5;0;0,7439;-26928,0502;-0,7439;
-226;0;-0,0572;-26928,0487;0,0572;
-225,5;0;-1,0872;-26928,0505;1,0872;
-225;0;-0,515;-26928,0529;0,515;
-224,5;0;1,2016;-26928,0499;-1,2016;
-224;0;-0,4578;-26928,0483;0,4578;
-223,5;0;-0,5722;-26928,0522;0,5722;
-223;0;1,2016;-26928,0514;-1,2016;
-222,5;0;2,6894;-26928,0473;-2,6894;
-222;0;-1,8311;-26928,0504;1,8311;
-221,5;0;0;-26928,0507;0;
-221;0;-0,2289;-26928,0486;0,2289;
-220,5;0;-0,5722;-26928,0503;0,5722;
-220;0;-0,2289;-26928,0505;0,2289;
-219,5;0;0,6294;-26928,0497;-0,6294;
-219;0;-0,0572;-26928,05;0,0572;
-218,5;0;-0,4005;-26928,0508;0,4005;
-218;0;0,5722;-26928,0499;-0,5722;
-217,5;0;-0,1144;-26928,0491;0,1144;
-217;0;-1,03;-26928,0496;1,03;
-216,5;0;0,1717;-26928,0503;-0,1717;
-216;0;2,6321;-26928,0481;-2,6321;
-215,5;0;0,6294;-26928,0461;-0,6294;
-215;0;-1,03;-26928,0477;1,03;
-214,5;0;-0,9727;-26928,0515;0,9727;
-214;0;1,3161;-26928,0509;-1,3161;
-213,5;0;1,2016;-26928,0489;-1,2016;
-213;0;-1,03;-26928,0502;1,03;
-212,5;0;-0,0572;-26928,0497;0,0572;
-212;0;0,1717;-26928,0504;-0,1717;
-211,5;0;0,515;-26928,051;-0,515;
-211;0;0;-26928,0501;0;
-210,5;0;0,4005;-26928,0493;-0,4005;
-210;0;-0,6294;-26928,051;0,6294;
-209,5;0;-1,03;-26928,0511;1,03;
-209;0;0,7439;-26928,0478;-0,7439;
-208,5;0;-0,6294;-26928,0481;0,6294;
-208;0;-0,0572;-26928,049;0,0572;
-207,5;0;-0,2289;-26928,0511;0,2289;
-207;0;-0,3433;-26928,0516;0,3433;
-206,5;0;-0,0572;-26928,048;0,0572;
-206;0;-1,6594;-26928,0502;1,6594;
-205,5;0;0,9155;-26928,0499;-0,9155;
-205;0;0,7439;-26928,0486;-0,7439;
-204,5;0;0,0572;-26928,0499;-0,0572;
-204;0;-1,545;-26928,0527;1,545;
-203,5;0;1,9455;-26928,0492;-1,9455;
-203;0;-0,4578;-26928,0486;0,4578;
-202,5;0;-1,1444;-26928,0519;1,1444;
-202;0;0,1144;-26928,0492;-0,1144;
-201,5;0;-0,4578;-26928,051;0,4578;
-201;0;0,6866;-26928,0501;-0,6866;
-200,5;0;-0,2289;-26928,0492;0,2289;
-200;0;-0,8011;-26928,0505;0,8011;
-199,5;0;1,0872;-26928,0513;-1,0872;
-199;0;1,6594;-26928,0479;-1,6594;
-198,5;0;-0,7439;-26928,0481;0,7439;
-198;0;-0,5722;-26928,053;0,5722;
-197,5;0;1,8883;-26928,0488;-1,8883;
-197;0;0,6294;-26928,0468;-0,6294;
-196,5;0;-2,4033;-26928,0527;2,4033;
-196;0;0,515;-26928,0531;-0,515;
-195,5;0;1,0872;-26928,0499;-1,0872;
-195;0;0,515;-26928,0483;-0,515;
-194,5;0;-0,8583;-26928,0511;0,8583;
-194;0;-0,2289;-26928,049;0,2289;
-193,5;0;-0,8011;-26928,0506;0,8011;
-193;0;-1,03;-26928,0533;1,03;
-192,5;0;1,0872;-26928,0473;-1,0872;
-192;0;-0,2289;-26928,0489;0,2289;
-191,5;0;-0,8011;-26928,0509;0,8011;
-191;0;0,7439;-26928,051;-0,7439;
-190,5;0;0,8011;-26928,0489;-0,8011;
-190;0;-1,3733;-26928,0508;1,3733;
-189,5;0;0,5722;-26928,05;-0,5722;
-189;0;0,515;-26928,0506;-0,515;
-188,5;0;2,2888;-26928,0468;-2,2888;
-188;0;0,0572;-26928,0457;-0,0572;
-187,5;0;-1,03;-26928,0524;1,03;
-187;0;2,2316;-26928,0483;-2,2316;
-186,5;0;0,7439;-26928,0459;-0,7439;
-186;0;-1,0872;-26928,0494;1,0872;
-185,5;0;-1,545;-26928,0527;1,545;
-185;0;1,0872;-26928,0487;-1,0872;
-184,5;0;-0,515;-26928,0493;0,515;
-184;0;0,2289;-26928,051;-0,2289;
-183,5;0;-0,0572;-26928,0509;0,0572;
-183;0;-0,0572;-26928,0517;0,0572;
-182,5;0;0,5722;-26928,0491;-0,5722;
-182;0;0,515;-26928,0492;-0,515;
-181,5;0;-0,0572;-26928,0491;0,0572;
-181;0;-0,4005;-26928,0497;0,4005;
-180,5;0;0,3433;-26928,0506;-0,3433;
-180;0;-0,8011;-26928,0499;0,8011;
-179,5;0;-0,2861;-26928,0506;0,2861;
-179;0;-1,03;-26928,0515;1,03;
-178,5;0;0,4578;-26928,0489;-0,4578;
-178;0;1,8311;-26928,0471;-1,8311;
-177,5;0;1,3161;-26928,0495;-1,3161;
-177;0;-0,0572;-26928,0502;0,0572;
-176,5;0;1,03;-26928,0481;-1,03;
-176;0;-0,6294;-26928,05;0,6294;
-175,5;0;0,2861;-26928,0497;-0,2861;
-175;0;-0,6294;-26928,0503;0,6294;
-174,5;0;0,6294;-26928,0501;-0,6294;
-174;0;0,2861;-26928,0486;-0,2861;
-173,5;0;1,4305;-26928,0474;-1,4305;
-173;0;-1,545;-26928,0508;1,545;
-172,5;0;1,4877;-26928,0493;-1,4877;
-172;0;0,0572;-26928,049;-0,0572;
-171,5;0;-0,6294;-26928,048;0,6294;
-171;0;-1,6022;-26928,0518;1,6022;
-170,5;0;1,6022;-26928,0477;-1,6022;
-170;0;-0,9727;-26928,0492;0,9727;
-169,5;0;-1,3161;-26928,0497;1,3161;
-169;0;0,0572;-26928,0514;-0,0572;
-168,5;0;-0,1144;-26928,0499;0,1144;
-168;0;-0,1144;-26928,0492;0,1144;
-167,5;0;-1,0872;-26928,0505;1,0872;
-167;0;1,545;-26928,0481;-1,545;
-166,5;0;1,03;-26928,0492;-1,03;
-166;0;1,03;-26928,0474;-1,03;
-165,5;0;0,2289;-26928,0476;-0,2289;
-165;0;0,2861;-26928,0504;-0,2861;
-164,5;0;1,03;-26928,0486;-1,03;
-164;0;-0,9727;-26928,0489;0,9727;
-163,5;0;0,1717;-26928,0517;-0,1717;
-163;0;2,8038;-26928,0474;-2,8038;
-162,5;0;-0,8011;-26928,0479;0,8011;
-162;0;-0,0572;-26928,0486;0,0572;
-161,5;0;-0,9727;-26928,0486;0,9727;
-161;0;-0,2861;-26928,0523;0,2861;
-160,5;0;1,8311;-26928,048;-1,8311;
-160;0;-0,8583;-26928,0468;0,8583;
-159,5;0;-0,6866;-26928,0499;0,6866;
-159;0;-0,1144;-26928,0521;0,1144;
-158,5;0;-0,9155;-26928,0492;0,9155;
-158;0;0,6294;-26928,05;-0,6294;
-157,5;0;0,3433;-26928,0488;-0,3433;
-157;0;0,2861;-26928,0487;-0,2861;
-156,5;0;-1,545;-26928,0492;1,545;
-156;0;-0,8011;-26928,052;0,8011;
-155,5;0;1,4877;-26928,0463;-1,4877;
-155;0;0,1144;-26928,0463;-0,1144;
-154,5;0;-0,515;-26928,0507;0,515;
-154;0;-0,1144;-26928,049;0,1144;
-153,5;0;-0,2289;-26928,0493;0,2289;
-153;0;1,545;-26928,0472;-1,545;
-152,5;0;-1,2016;-26928,0485;1,2016;
-152;0;-0,9727;-26928,0516;0,9727;
-151,5;0;1,3733;-26928,05;-1,3733;
-151;0;1,03;-26928,0469;-1,03;
-150,5;0;-0,4578;-26928,0474;0,4578;
-150;0;-1,2589;-26928,0514;1,2589;
-149,5;0;0,0572;-26928,0494;-0,0572;
-149;0;-0,4578;-26928,0477;0,4578;
-148,5;0;-0,6294;-26928,0488;0,6294;
-148;0;-0,1717;-26928,0499;0,1717;
-147,5;0;-0,9155;-26928,052;0,9155;
-147;0;-0,2289;-26928,0535;0,2289;
-146,5;0;2,2888;-26928,048;-2,2888;
-146;0;-0,4005;-26928,0486;0,4005;
-145,5;0;-1,3161;-26928,0513;1,3161;
-145;0;0,8583;-26928,053;-0,8583;
-144,5;0;3,0327;-26928,0469;-3,0327;
-144;0;-0,3433;-26928,0488;0,3433;
-143,5;0;-0,1717;-26928,0489;0,1717;
-143;0;-0,1717;-26928,0499;0,1717;
-142,5;0;0,3433;-26928,0513;-0,3433;
-142;0;-0,2289;-26928,0508;0,2289;
-141,5;0;0,1144;-26928,0514;-0,1144;
-141;0;-1,1444;-26928,0517;1,1444;
-140,5;0;0,7439;-26928,0509;-0,7439;
-140;0;-1,03;-26928,0509;1,03;
-139,5;0;0,8583;-26928,0502;-0,8583;
-139;0;1,0872;-26928,0478;-1,0872;
-138,5;0;-1,6022;-26928,0497;1,6022;
-138;0;-1,0872;-26928,0527;1,0872;
-137,5;0;0,4578;-26928,0493;-0,4578;
-137;0;-1,2589;-26928,0492;1,2589;
-136,5;0;-0,0572;-26928,0504;0,0572;
-136;0;0,8583;-26928,0493;-0,8583;
-135,5;0;-0,9727;-26928,0502;0,9727;
-135;0;0,1144;-26928,0497;-0,1144;
-134,5;0;0,0572;-26928,0501;-0,0572;
-134;0;-2,2316;-26928,0511;2,2316;
-133,5;0;-0,2861;-26928,0516;0,2861;
-133;0;0,5722;-26928,0477;-0,5722;
-132,5;0;-3,376;-26928,0516;3,376;
-132;0;2,1744;-26928,0491;-2,1744;
-131,5;0;-1,4877;-26928,0493;1,4877;
-131;0;-0,2861;-26928,0484;0,2861;
-130,5;0;-0,1717;-26928,0481;0,1717;
-130;0;-1,3733;-26928,0523;1,3733;
