t (ms);Axis_1 [1] Default\P-Parameter\P-0-0038 Torque-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0039 Flux-generating current, command value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0043 Torque-generating current, actual value(A eff);Axis_1 [1] Default\P-Parameter\P-0-0044 Flux-generating current, actual value(A eff)
583;1,84;0;2,041;0,001;
583,5;1,771;0;1,974;-0,026;
584;1,715;0;1,821;-0,018;
584,5;1,845;0;1,855;0,039;
585;1,975;0;1,914;0,014;
585,5;1,937;0;1,811;-0,015;
586;1,989;0;1,707;-0,009;
586,5;2,01;0;1,718;-0,033;
587;2,002;0;1,808;-0,033;
587,5;1,868;0;1,733;-0,026;
588;1,886;0;1,706;0,05;
588,5;1,873;0;1,865;0,014;
589;1,833;0;2,084;0,019;
589,5;1,728;0;2,071;0,006;
590;1,726;0;1,978;-0,011;
590,5;1,846;0;2,025;-0,012;
591;1,853;0;2,015;0,031;
591,5;1,761;0;1,902;0,027;
592;1,826;0;1,885;0,018;
592,5;2,023;0;2,032;0,014;
593;2,01;0;1,938;-0,019;
593,5;1,968;0;1,803;-0,023;
594;1,95;0;1,745;-0,014;
594,5;2,009;0;1,902;0,039;
595;1,944;0;2,008;0,025;
595,5;1,89;0;1,858;0,009;
596;2,028;0;1,893;0,002;
596,5;1,951;0;1,996;0,001;
597;1,816;0;2,003;-0,028;
597,5;1,801;0;1,959;-0,018;
598;1,852;0;1,972;0,039;
598,5;1,941;0;2,036;0,021;
599;1,896;0;2,021;0,007;
599,5;1,896;0;1,972;-0,01;
600;2,05;0;1,952;-0,02;
600,5;2,064;0;1,944;-0,025;
601;1,995;0;1,846;-0,001;
601,5;1,999;0;1,783;0,02;
602;2,112;0;1,897;0,032;
602,5;2,075;0;2,01;0,007;
603;2,007;0;1,838;-0,009;
603,5;1,962;0;1,871;-0,032;
604;1,919;0;2,059;-0,033;
604,5;1,869;0;2,128;0,033;
605;1,817;0;2,027;0,027;
605,5;2,009;0;1,997;0,014;
606;2,012;0;2,09;-0,006;
606,5;1,881;0;1,991;-0,011;
607;1,811;0;2,011;-0,021;
607,5;1,958;0;2,036;-0,008;
608;2,009;0;1,955;0,055;
608,5;2,026;0;1,783;0,016;
609;2,057;0;1,929;-0,011;
609,5;2,031;0;1,933;-0,019;
610;1,949;0;2,001;-0,027;
610,5;1,943;0;1,89;-0,041;
611;1,966;0;1,839;0;
611,5;1,945;0;2,001;0,02;
612;1,877;0;2,087;0,028;
612,5;1,845;0;2,02;0,008;
613;1,943;0;2,081;-0,005;
613,5;1,913;0;2,122;0,018;
614;1,812;0;1,963;0,018;
614,5;1,886;0;1,958;0,038;
615;2,034;0;1,947;0,05;
615,5;2,094;0;1,909;0,025;
616;2,033;0;1,842;-0,03;
616,5;2,079;0;1,758;-0,038;
617;2,084;0;1,849;-0,061;
617,5;1,947;0;1,842;-0,042;
618;1,926;0;1,744;0,037;
618,5;1,937;0;1,854;0,029;
619;1,879;0;2,034;0,006;
619,5;1,818;0;2,084;0,012;
620;1,741;0;1,983;-0,014;
620,5;1,841;0;1,968;-0,007;
621;1,888;0;2,01;0,001;
621,5;1,814;0;1,955;0,025;
622;1,804;0;1,891;0,045;
622,5;1,986;0;2,004;0,019;
623;2,063;0;1,888;-0,046;
623,5;1,954;0;1,788;-0,063;
624;1,935;0;1,686;-0,034;
624,5;1,994;0;1,866;0,015;
625;1,917;0;1,909;0,017;
625,5;1,879;0;1,81;0,007;
626;1,925;0;1,868;0,001;
626,5;1,858;0;1,98;-0,015;
627;1,715;0;1,957;-0,02;
627,5;1,709;0;1,906;0,005;
628;1,804;0;1,967;0,052;
628,5;1,821;0;1,92;0,026;
629;1,768;0;1,918;0,011;
629,5;1,821;0;1,897;0;
630;1,967;0;1,848;-0,035;
630,5;1,968;0;1,81;-0,05;
631;1,899;0;1,664;-0,019;
631,5;1,975;0;1,661;0,004;
632;1,998;0;1,806;0,008;
632,5;1,97;0;1,864;-0,007;
633;1,884;0;1,716;-0,037;
633,5;1,833;0;1,807;-0,005;
634;1,765;0;1,928;0,013;
634,5;1,687;0;2,007;0,073;
635;1,706;0;1,93;0,039;
635,5;1,848;0;1,92;0,04;
636;1,827;0;1,922;-0,007;
636,5;1,73;0;1,894;-0,019;
637;1,748;0;1,85;-0,031;
637,5;1,879;0;1,823;-0,026;
638;1,958;0;1,794;0,016;
638,5;1,886;0;1,62;0,014;
639;1,976;0;1,651;0;
639,5;1,983;0;1,84;-0,015;
640;1,799;0;1,824;-0,021;
640,5;1,788;0;1,745;-0,009;
641;1,838;0;1,83;0,015;
641,5;1,816;0;1,964;0,032;
642;1,676;0;1,916;0,014;
642,5;1,731;0;1,867;0,003;
643;1,886;0;2,012;0,01;
643,5;1,791;0;2;-0,002;
644;1,687;0;1,831;-0,01;
644,5;1,857;0;1,794;0,02;
645;2,016;0;1,865;0,02;
645,5;1,967;0;1,808;-0,02;
646;1,961;0;1,719;-0,028;
646,5;1,996;0;1,729;-0,024;
647;2,001;0;1,816;-0,048;
647,5;1,877;0;1,8;-0,018;
648;1,842;0;1,703;0,031;
648,5;1,9;0;1,865;0,045;
649;1,801;0;2,087;0,025;
649,5;1,773;0;2,04;0;
650;1,716;0;1,967;-0,022;
650,5;1,851;0;2,003;-0,015;
651;1,847;0;1,986;-0,001;
651,5;1,797;0;1,934;0,052;
652;1,813;0;1,946;0,019;
652,5;2,017;0;1,98;0,001;
653;2,059;0;1,937;-0,041;
653,5;1,962;0;1,807;-0,056;
654;1,955;0;1,745;-0,024;
654,5;2,012;0;1,932;0,038;
655;1,925;0;1,973;0,031;
655,5;1,967;0;1,857;0,005;
656;1,979;0;1,893;-0,029;
656,5;1,947;0;1,95;-0,009;
657;1,816;0;2,069;-0,022;
657,5;1,791;0;1,965;-0,008;
658;1,844;0;1,959;0,027;
658,5;1,98;0;2,009;0,026;
659;1,878;0;2,046;0,006;
659,5;1,9;0;1,936;-0,013;
660;2,04;0;1,956;-0,031;
660,5;2,055;0;1,963;-0,029;
661;1,987;0;1,79;0;
661,5;2,032;0;1,807;0,035;
662;2,12;0;1,912;0,009;
662,5;2,043;0;1,97;-0,012;
663;2,036;0;1,86;-0,023;
663,5;1,991;0;1,916;-0,03;
664;1,907;0;2,043;-0,041;
664,5;1,839;0;2,076;0,02;
665;1,869;0;2,057;0,035;
665,5;1,927;0;2,02;0,006;
666;2,022;0;2,049;-0,024;
666,5;1,859;0;2,012;-0,018;
667;1,818;0;2,007;-0,004;
667,5;1,951;0;1,988;0,021;
668;2,062;0;1,945;0,047;
668,5;2,02;0;1,84;-0,005;
669;2,042;0;1,871;0;
669,5;2,06;0;1,983;-0,015;
670;1,952;0;2,009;-0,02;
670,5;1,941;0;1,935;-0,034;
671;1,932;0;1,87;0,011;
671,5;1,938;0;1,957;0,052;
672;1,898;0;2,106;0,041;
672,5;1,823;0;2,077;0,017;
673;1,872;0;2,042;-0,03;
673,5;1,958;0;2,107;-0,025;
674;1,799;0;2,009;-0,001;
674,5;1,859;0;1,883;0,05;
675;2,074;0;1,973;0,031;
675,5;2,072;0;1,896;-0,003;
676;2,074;0;1,796;-0,011;
676,5;2,062;0;1,775;-0,038;
677;2,041;0;1,847;-0,042;
677,5;1,994;0;1,851;-0,032;
678;1,885;0;1,833;0,017;
678,5;1,9;0;1,827;0,024;
679;1,886;0;2,028;0,023;
679,5;1,805;0;2,114;0,01;
680;1,725;0;1,997;-0,012;
680,5;1,841;0;1,931;-0,033;
681;1,893;0;2,056;0,014;
681,5;1,806;0;1,95;0,048;
682;1,79;0;1,901;0,025;
682,5;2,017;0;1,955;-0,015;
683;2,064;0;1,975;-0,011;
683,5;1,938;0;1,752;-0,042;
684;1,927;0;1,698;-0,021;
684,5;1,997;0;1,874;0,009;
685;1,893;0;1,946;0,02;
685,5;1,838;0;1,825;-0,001;
686;1,908;0;1,851;0,007;
686,5;1,861;0;2,011;-0,011;
687;1,774;0;2,015;-0,026;
687,5;1,672;0;1,887;-0,003;
688;1,823;0;1,889;0,063;
688,5;1,89;0;2,014;0,025;
689;1,748;0;1,903;-0,003;
689,5;1,82;0;1,825;-0,001;
690;1,981;0;1,901;-0,028;
690,5;1,988;0;1,812;-0,044;
691;1,9;0;1,669;-0,01;
691,5;1,962;0;1,645;0,015;
692;2,032;0;1,792;0,017;
692,5;1,951;0;1,899;0,008;
693;1,842;0;1,713;-0,005;
693,5;1,849;0;1,814;-0,032;
694;1,809;0;1,989;-0,009;
694,5;1,669;0;1,987;0,028;
695;1,686;0;1,882;0,043;
695,5;1,885;0;1,93;0,041;
696;1,893;0;1,955;-0,007;
696,5;1,696;0;1,886;-0,022;
697;1,715;0;1,802;-0,004;
697,5;1,918;0;1,881;-0,015;
698;1,915;0;1,79;0,016;
698,5;1,893;0;1,609;0,017;
699;2,017;0;1,7;-0,002;
699,5;1,934;0;1,821;-0,018;
700;1,855;0;1,903;0,002;
700,5;1,799;0;1,804;-0,02;
701;1,825;0;1,852;0,029;
701,5;1,811;0;1,919;0,042;
702;1,734;0;1,943;0,036;
702,5;1,783;0;1,904;0,013;
703;1,826;0;2,012;-0,002;
703,5;1,789;0;1,985;0,004;
704;1,721;0;1,892;-0,036;
704,5;1,806;0;1,815;0,042;
705;1,999;0;1,908;0,05;
705,5;1,99;0;1,883;-0,022;
706;1,965;0;1,707;-0,012;
706,5;1,966;0;1,749;-0,032;
707;2,012;0;1,833;-0,026;
707,5;1,936;0;1,806;-0,021;
708;1,842;0;1,718;0,033;
708,5;1,885;0;1,786;0,037;
709;1,857;0;2,092;0,013;
709,5;1,76;0;2,077;0,005;
710;1,684;0;1,971;-0,006;
710,5;1,87;0;2,031;-0,007;
711;1,858;0;2,051;0,011;
711,5;1,759;0;1,922;0,055;
712;1,848;0;1,913;0,013;
712,5;2,027;0;2,028;0,025;
713;2,02;0;1,912;-0,027;
713,5;1,948;0;1,78;-0,036;
714;1,978;0;1,808;-0,024;
714,5;1,988;0;1,886;0,01;
715;1,973;0;1,949;0,033;
715,5;1,914;0;1,923;-0,014;
716;1,974;0;1,856;-0,026;
716,5;1,943;0;1,996;-0,021;
717;1,838;0;2,091;-0,027;
717,5;1,763;0;1,977;-0,011;
718;1,859;0;1,953;0,058;
718,5;1,942;0;2,014;0,03;
719;1,871;0;2,046;0,005;
719,5;1,857;0;1,897;-0,009;
720;2,028;0;1,998;-0,029;
720,5;2,05;0;1,931;-0,02;
721;1,986;0;1,833;0,015;
721,5;2,049;0;1,814;0,018;
722;2,072;0;1,915;0,009;
722,5;2,049;0;1,966;0,009;
723;2,022;0;1,878;-0,047;
723,5;1,994;0;1,924;-0,016;
724;1,924;0;2,018;-0,025;
724,5;1,805;0;2,041;0,031;
725;1,891;0;2,05;0,061;
725,5;1,926;0;2,052;0,009;
726;1,985;0;2,036;-0,001;
726,5;1,887;0;1,999;-0,039;
727;1,855;0;2,039;-0,031;
727,5;1,926;0;2,036;-0,015;
728;2,034;0;1,91;0,044;
728,5;2,046;0;1,835;0,016;
729;2,055;0;1,857;-0,006;
729,5;2,024;0;1,974;-0,025;
730;1,975;0;1,975;-0,019;
730,5;1,945;0;1,939;-0,021;
731;1,905;0;1,831;0,003;
731,5;1,961;0;1,941;0,017;
732;1,939;0;2,153;0,039;
732,5;1,818;0;2,039;0,016;
733;1,875;0;2,01;-0,013;
733,5;1,943;0;2,124;-0,022;
734;1,824;0;2,029;-0,021;
734,5;1,862;0;1,911;0,031;
735;2,081;0;1,952;0,04;
735,5;2,091;0;1,913;-0,006;
736;2,062;0;1,821;-0,04;
736,5;2,032;0;1,773;-0,026;
737;2,054;0;1,83;-0,034;
737,5;1,98;0;1,848;-0,024;
738;1,908;0;1,798;0,022;
738,5;1,917;0;1,841;0,03;
739;1,842;0;2,058;0,022;
739,5;1,855;0;2,098;0,007;
740;1,749;0;2,052;-0,018;
740,5;1,793;0;1,914;-0,015;
741;1,91;0;2,046;0,036;
741,5;1,808;0;1,98;0,026;
742;1,784;0;1,916;0,023;
742,5;1,97;0;1,955;0,019;
743;2,093;0;1,969;-0,013;
743,5;1,925;0;1,755;-0,067;
744;1,937;0;1,742;-0,035;
744,5;2,014;0;1,817;-0,001;
745;1,93;0;1,951;0,029;
745,5;1,884;0;1,8;0,041;
746;1,93;0;1,842;0,001;
746,5;1,897;0;1,995;-0,017;
747;1,747;0;2;-0,024;
747,5;1,712;0;1,875;0,018;
748;1,814;0;1,934;0,047;
748,5;1,839;0;1,989;0,039;
749;1,781;0;1,906;0,01;
749,5;1,826;0;1,863;-0,003;
750;1,962;0;1,891;-0,036;
750,5;1,972;0;1,75;-0,05;
751;1,883;0;1,676;-0,02;
751,5;1,898;0;1,587;0,028;
752;1,975;0;1,757;0,012;
752,5;1,855;0;1,734;-0,041;
753;1,71;0;1,614;-0,038;
753,5;1,659;0;1,695;0,004;
754;1,565;0;1,795;0,024;
754,5;1,401;0;1,732;0,047;
755;1,441;0;1,572;0,045;
755,5;1,53;0;1,62;0,006;
756;1,403;0;1,508;-0,032;
756,5;1,27;0;1,311;-0,009;
757;1,357;0;1,304;-0,021;
757,5;1,28;0;1,291;-0,023;
758;1,158;0;1,062;0,009;
758,5;1,197;0;0,991;0,004;
759;1,094;0;1,053;-0,001;
759,5;0,913;0;0,914;-0,005;
760;0,901;0;1,055;0,001;
760,5;0,707;0;1,044;-0,007;
761;0,636;0;0,856;0,042;
761,5;0,756;0;0,842;0,028;
762;0,589;0;0,768;-0,012;
762,5;0,585;0;0,643;-0,004;
763;0,726;0;0,555;-0,014;
763,5;0,651;0;0,466;-0,049;
764;0,503;0;0,35;-0,028;
764,5;0,599;0;0,37;0,004;
765;0,427;0;0,409;0;
765,5;0,234;0;0,302;0,004;
766;0,253;0;0,358;-0,002;
766,5;0,158;0;0,421;-0,001;
767;0,024;0;0,317;0;
767,5;0,1;0;0,303;0,012;
768;0,054;0;0,243;0,017;
768,5;0,075;0;0,136;-0,009;
769;0,216;0;-0,017;-0,014;
769,5;0,157;0;-0,051;-0,012;
770;0,008;0;-0,131;-0,009;
770,5;0,027;0;-0,085;0,002;
771;0,015;0;-0,014;-0,013;
771,5;-0,072;0;-0,081;-0,003;
772;-0,066;0;-0,113;-0,012;
772,5;-0,178;0;-0,034;0,013;
773;-0,236;0;0,028;0,031;
773,5;-0,253;0;0,006;0;
774;-0,196;0;-0,036;-0,001;
774,5;-0,145;0;-0,082;0,021;
775;-0,218;0;-0,159;-0,019;
775,5;-0,184;0;-0,18;-0,01;
776;-0,14;0;-0,199;-0,007;
776,5;-0,16;0;-0,235;0;
777;-0,126;0;-0,301;0,008;
777,5;-0,111;0;-0,254;-0,022;
778;-0,156;0;-0,264;-0,013;
778,5;-0,237;0;-0,251;0;
779;-0,181;0;-0,208;-0,005;
779,5;-0,25;0;-0,128;0,024;
780;-0,284;0;-0,103;0,008;
780,5;-0,231;0;-0,051;0,026;
781;-0,219;0;-0,017;0,003;
781,5;-0,121;0;-0,028;0,001;
782;-0,128;0;-0,078;0,001;
782,5;-0,18;0;-0,112;0,021;
783;-0,02;0;-0,088;0;
783,5;0,078;0;-0,099;0,028;
784;0,123;0;-0,166;0,008;
784,5;0,13;0;-0,113;0,004;
785;0,098;0;-0,025;-0,024;
785,5;0,042;0;0,043;-0,019;
786;0,092;0;0,058;0,01;
786,5;0,098;0;0,032;0,011;
787;0,185;0;0,059;-0,017;
787,5;0,168;0;0,174;-0,015;
788;0,121;0;0,309;0,023;
788,5;0,177;0;0,291;0,018;
789;0,2;0;0,296;0,007;
789,5;0,291;0;0,285;0,015;
790;0,302;0;0,317;-0,013;
790,5;0,251;0;0,38;-0,017;
791;0,385;0;0,392;0,004;
791,5;0,543;0;0,428;0,011;
792;0,534;0;0,403;-0,008;
792,5;0,563;0;0,328;-0,017;
793;0,601;0;0,407;-0,011;
793,5;0,655;0;0,475;-0,02;
794;0,612;0;0,493;-0,02;
794,5;0,638;0;0,502;0,019;
795;0,574;0;0,603;0,011;
795,5;0,615;0;0,709;0,004;
796;0,607;0;0,714;-0,02;
796,5;0,546;0;0,783;-0,006;
797;0,529;0;0,776;0,011;
797,5;0,591;0;0,884;0,014;
798;0,63;0;0,873;0,005;
798,5;0,705;0;0,839;0,006;
799;0,749;0;0,748;-0,015;
799,5;0,771;0;0,798;0,006;
800;0,859;0;0,839;-0,007;
800,5;0,863;0;0,829;0;
801;0,872;0;0,66;0,007;
801,5;0,966;0;0,69;0,002;
802;0,951;0;0,844;0,021;
802,5;0,854;0;0,855;-0,003;
803;0,76;0;0,831;0,001;
803,5;0,844;0;0,845;-0,006;
804;0,899;0;0,927;-0,013;
804,5;0,772;0;0,885;0,015;
805;0,709;0;0,894;0,002;
805,5;0,788;0;0,935;0,004;
806;0,832;0;0,958;-0,003;
806,5;0,742;0;0,876;0,007;
807;0,708;0;0,774;-0,009;
807,5;0,777;0;0,773;-0,001;
808;0,929;0;0,81;0,01;
808,5;0,828;0;0,703;-0,009;
809;0,799;0;0,57;-0,026;
809,5;0,883;0;0,632;-0,019;
810;0,797;0;0,759;-0,025;
810,5;0,569;0;0,659;-0,037;
811;0,626;0;0,578;-0,014;
811,5;0,649;0;0,802;0,04;
812;0,484;0;0,86;0,01;
812,5;0,415;0;0,749;0,018;
813;0,501;0;0,745;0,012;
813,5;0,53;0;0,762;0;
814;0,459;0;0,6;-0,022;
814,5;0,516;0;0,515;0,011;
815;0,565;0;0,598;0,012;
815,5;0,577;0;0,502;-0,001;
816;0,555;0;0,365;-0,012;
816,5;0,588;0;0,304;-0,017;
817;0,531;0;0,385;-0,043;
817,5;0,357;0;0,425;-0,015;
818;0,304;0;0,482;0,004;
818,5;0,307;0;0,523;0,017;
819;0,299;0;0,503;-0,008;
819,5;0,308;0;0,404;0,009;
820;0,3;0;0,39;0,017;
820,5;0,276;0;0,407;0,01;
821;0,251;0;0,414;0,035;
821,5;0,344;0;0,287;0,01;
822;0,47;0;0,298;0,012;
822,5;0,361;0;0,241;-0,018;
823;0,348;0;0,181;-0,026;
823,5;0,39;0;0,211;-0,022;
824;0,388;0;0,242;-0,011;
824,5;0,315;0;0,234;-0,002;
825;0,227;0;0,271;-0,009;
825,5;0,223;0;0,356;0;
826;0,17;0;0,378;0,016;
826,5;0,121;0;0,342;0,011;
827;0,146;0;0,338;0,011;
827,5;0,175;0;0,36;0,014;
828;0,207;0;0,322;0,033;
828,5;0,287;0;0,273;0;
829;0,381;0;0,206;-0,004;
829,5;0,39;0;0,191;0,001;
830;0,339;0;0,131;-0,002;
830,5;0,344;0;0,149;-0,021;
831;0,414;0;0,259;0,008;
831,5;0,362;0;0,217;0;
832;0,367;0;0,205;-0,011;
832,5;0,267;0;0,339;0,012;
833;0,245;0;0,411;0,029;
833,5;0,227;0;0,455;0,026;
834;0,239;0;0,403;0,018;
834,5;0,28;0;0,384;0,022;
835;0,332;0;0,409;0,001;
835,5;0,295;0;0,452;0,004;
836;0,24;0;0,388;0,018;
836,5;0,401;0;0,373;-0,005;
837;0,45;0;0,362;-0,01;
837,5;0,45;0;0,365;0,002;
838;0,429;0;0,279;-0,015;
838,5;0,53;0;0,374;-0,016;
839;0,507;0;0,409;-0,015;
839,5;0,407;0;0,364;0;
840;0,428;0;0,439;0,01;
840,5;0,435;0;0,549;-0,003;
841;0,426;0;0,563;0,028;
841,5;0,331;0;0,623;0,04;
842;0,359;0;0,598;-0,012;
842,5;0,406;0;0,685;0,015;
843;0,411;0;0,717;0,008;
843,5;0,425;0;0,578;-0,029;
844;0,578;0;0,493;-0,021;
844,5;0,615;0;0,572;-0,015;
845;0,591;0;0,541;0,011;
845,5;0,66;0;0,491;0,002;
846;0,662;0;0,492;0,01;
846,5;0,731;0;0,478;-0,019;
847;0,679;0;0,437;-0,001;
847,5;0,573;0;0,509;-0,004;
848;0,527;0;0,571;0,017;
848,5;0,633;0;0,644;0,018;
849;0,552;0;0,67;-0,006;
849,5;0,508;0;0,644;-0,009;
850;0,52;0;0,591;-0,015;
850,5;0,554;0;0,691;-0,01;
851;0,569;0;0,714;0,02;
851,5;0,53;0;0,555;-0,012;
852;0,673;0;0,587;0;
852,5;0,73;0;0,604;-0,015;
853;0,703;0;0,592;0,018;
853,5;0,68;0;0,446;-0,008;
854;0,679;0;0,488;-0,005;
854,5;0,722;0;0,629;0,046;
855;0,578;0;0,568;0,018;
855,5;0,523;0;0,588;0,007;
856;0,567;0;0,628;0,004;
856,5;0,481;0;0,751;-0,009;
857;0,383;0;0,683;-0,001;
857,5;0,416;0;0,646;0,019;
858;0,548;0;0,649;0,02;
858,5;0,541;0;0,658;-0,003;
859;0,516;0;0,494;-0,008;
859,5;0,561;0;0,519;0,006;
860;0,627;0;0,616;0,005;
860,5;0,563;0;0,518;-0,015;
861;0,606;0;0,407;0;
861,5;0,675;0;0,447;0,001;
862;0,62;0;0,526;0,009;
862,5;0,456;0;0,474;0,009;
863;0,425;0;0,485;-0,005;
863,5;0,512;0;0,601;-0,019;
864;0,448;0;0,606;0,005;
864,5;0,363;0;0,528;0,017;
865;0,44;0;0,53;-0,01;
865,5;0,471;0;0,631;-0,01;
866;0,374;0;0,563;-0,005;
866,5;0,405;0;0,391;0,007;
867;0,518;0;0,407;-0,001;
867,5;0,59;0;0,46;0,003;
868;0,444;0;0,316;-0,027;
868,5;0,492;0;0,274;0;
869;0,552;0;0,396;-0,005;
869,5;0,463;0;0,393;-0,007;
870;0,331;0;0,362;-0,02;
870,5;0,351;0;0,436;-0,014;
871;0,36;0;0,538;0,008;
871,5;0,235;0;0,51;0,016;
872;0,215;0;0,549;0,013;
872,5;0,325;0;0,515;0,008;
873;0,32;0;0,516;0,002;
873,5;0,334;0;0,433;0,004;
874;0,387;0;0,345;-0,007;
874,5;0,485;0;0,324;0,007;
875;0,463;0;0,391;0,015;
875,5;0,385;0;0,286;-0,006;
876;0,458;0;0,271;-0,008;
876,5;0,493;0;0,296;-0,007;
877;0,385;0;0,289;-0,027;
877,5;0,284;0;0,302;0,012;
878;0,305;0;0,451;0,033;
878,5;0,285;0;0,5;0,006;
879;0,242;0;0,462;0,018;
879,5;0,298;0;0,407;0,017;
880;0,344;0;0,425;0,014;
880,5;0,291;0;0,459;0,011;
881;0,313;0;0,411;0,032;
881,5;0,427;0;0,352;0,011;
882;0,506;0;0,369;0,006;
882,5;0,471;0;0,321;-0,004;
883;0,453;0;0,277;-0,021;
883,5;0,492;0;0,32;-0,032;
884;0,493;0;0,323;-0,013;
884,5;0,447;0;0,343;-0,008;
885;0,375;0;0,397;0,024;
885,5;0,372;0;0,493;-0,003;
886;0,297;0;0,501;0,002;
886,5;0,305;0;0,502;0,001;
887;0,282;0;0,507;0,017;
887,5;0,314;0;0,526;0,029;
888;0,36;0;0,52;0,03;
888,5;0,473;0;0,447;-0,003;
889;0,509;0;0,311;-0,006;
889,5;0,561;0;0,373;-0,032;
890;0,515;0;0,4;-0,019;
890,5;0,513;0;0,314;-0,021;
891;0,562;0;0,408;-0,008;
891,5;0,588;0;0,413;-0,006;
892;0,559;0;0,402;-0,013;
892,5;0,442;0;0,393;-0,027;
893;0,457;0;0,551;0,002;
893,5;0,452;0;0,621;-0,015;
894;0,381;0;0,529;-0,031;
894,5;0,451;0;0,531;-0,019;
895;0,46;0;0,616;0,022;
895,5;0,385;0;0,591;0,017;
896;0,438;0;0,595;0,024;
896,5;0,487;0;0,515;-0,015;
897;0,562;0;0,477;-0,019;
897,5;0,594;0;0,525;-0,017;
898;0,583;0;0,49;0,001;
898,5;0,553;0;0,412;-0,005;
899;0,678;0;0,457;-0,001;
899,5;0,597;0;0,492;0,005;
900;0,493;0;0,451;-0,012;
900,5;0,513;0;0,556;-0,008;
901;0,503;0;0,635;0,012;
901,5;0,421;0;0,637;0,022;
902;0,425;0;0,673;0,033;
902,5;0,438;0;0,678;0,033;
903;0,46;0;0,73;0;
903,5;0,461;0;0,63;-0,004;
904;0,521;0;0,574;0,001;
904,5;0,581;0;0,554;0,025;
905;0,616;0;0,618;0,01;
905,5;0,616;0;0,463;-0,001;
906;0,657;0;0,46;-0,007;
906,5;0,692;0;0,464;-0,004;
907;0,64;0;0,482;-0,022;
907,5;0,518;0;0,481;0;
908;0,491;0;0,538;0,01;
908,5;0,576;0;0,649;0,026;
909;0,477;0;0,608;0,004;
909,5;0,475;0;0,608;-0,003;
910;0,484;0;0,536;-0,009;
910,5;0,474;0;0,664;-0,008;
911;0,452;0;0,658;0,019;
911,5;0,512;0;0,528;0,022;
912;0,558;0;0,507;-0,005;
912,5;0,659;0;0,577;-0,002;
913;0,588;0;0,441;-0,019;
913,5;0,611;0;0,423;-0,006;
914;0,599;0;0,459;-0,013;
914,5;0,588;0;0,513;0,002;
915;0,437;0;0,485;0,017;
915,5;0,447;0;0,553;0,011;
916;0,47;0;0,616;0,004;
916,5;0,344;0;0,615;0,006;
917;0,34;0;0,616;0,017;
917,5;0,365;0;0,603;0,005;
918;0,428;0;0,609;0,011;
918,5;0,417;0;0,57;0,011;
919;0,492;0;0,455;0,001;
919,5;0,525;0;0,395;0,01;
920;0,569;0;0,462;-0,011;
920,5;0,551;0;0,385;-0,015;
921;0,558;0;0,335;-0,011;
921,5;0,628;0;0,379;-0,003;
922;0,563;0;0,444;-0,006;
922,5;0,39;0;0,401;0,001;
923;0,386;0;0,469;0,015;
923,5;0,454;0;0,598;0,008;
924;0,372;0;0,541;-0,007;
924,5;0,335;0;0,439;0,011;
925;0,442;0;0,522;0,026;
925,5;0,378;0;0,565;0,018;
926;0,303;0;0,519;0,004;
926,5;0,422;0;0,381;0,013;
927;0,55;0;0,407;-0,005;
927,5;0,5;0;0,409;0;
928;0,459;0;0,338;-0,015;
928,5;0,525;0;0,291;-0,007;
929;0,557;0;0,38;0,002;
929,5;0,455;0;0,389;-0,015;
930;0,302;0;0,36;-0,003;
930,5;0,354;0;0,472;0,011;
931;0,341;0;0,557;0,013;
931,5;0,239;0;0,587;0,004;
932;0,255;0;0,542;0,026;
932,5;0,322;0;0,531;0,001;
933;0,321;0;0,565;0,02;
933,5;0,34;0;0,413;0,01;
934;0,446;0;0,383;-0,001;
934,5;0,452;0;0,375;-0,001;
935;0,481;0;0,424;-0,012;
935,5;0,44;0;0,31;-0,01;
936;0,494;0;0,305;-0,008;
936,5;0,529;0;0,284;0,001;
937;0,43;0;0,284;-0,017;
937,5;0,301;0;0,367;-0,014;
938;0,332;0;0,476;0,001;
938,5;0,345;0;0,577;0,018;
939;0,25;0;0,472;-0,003;
939,5;0,324;0;0,427;0,024;
940;0,393;0;0,486;0,006;
940,5;0,334;0;0,465;0;
941;0,339;0;0,417;0,007;
941,5;0,452;0;0,374;0,008;
942;0,528;0;0,432;0,01;
942,5;0,496;0;0,386;0;
943;0,482;0;0,269;-0,01;
943,5;0,519;0;0,332;-0,017;
944;0,574;0;0,393;-0,03;
944,5;0,465;0;0,369;0,015;
945;0,368;0;0,382;-0,001;
945,5;0,452;0;0,496;0,011;
946;0,372;0;0,56;0,011;
946,5;0,285;0;0,483;0,008;
947;0,319;0;0,52;0,015;
947,5;0,395;0;0,579;0,02;
948;0,369;0;0,539;0,037;
948,5;0,433;0;0,479;0,012;
949;0,504;0;0,354;-0,004;
949,5;0,588;0;0,418;-0,003;
950;0,536;0;0,43;-0,028;
950,5;0,514;0;0,371;-0,025;
951;0,558;0;0,357;0,008;
951,5;0,648;0;0,475;0,028;
952;0,544;0;0,457;0,008;
952,5;0,417;0;0,389;-0,025;
953;0,446;0;0,522;0,013;
953,5;0,487;0;0,618;0,013;
954;0,396;0;0,58;-0,004;
954,5;0,386;0;0,512;0,029;
955;0,494;0;0,554;0,027;
955,5;0,411;0;0,635;0,013;
956;0,416;0;0,574;0,01;
956,5;0,47;0;0,506;0,002;
