t (ms);Axis_1 [1] Default\P-Parameter\P-0-0065 Absolute voltage value, actual value(V eff);Axis_1 [1] Default\P-Parameter\P-0-0067 Phase current U, actual value(A);Axis_1 [1] Default\P-Parameter\P-0-0068 Phase current V, actual value(A);Axis_1 [1] Default\S-Parameter\S-0-0380 DC bus voltage(V)
-406;2;-0,009;-0,006;564,7;
-405,5;1;0,007;-0,003;564,6;
-405;0,1;0,013;-0,014;564,6;
-404,5;0,5;0,024;-0,051;564,5;
-404;0,8;0,027;-0,022;564,5;
-403,5;1,2;-0,015;-0,014;564,5;
-403;0,6;0,014;-0,032;564,3;
-402,5;1,1;0,018;-0,018;564,3;
-402;2,2;-0,005;0,006;564,3;
-401,5;1,5;0,002;0,003;564,1;
-401;0,5;0,024;-0,037;564,1;
-400,5;0,5;0,022;-0,028;564,1;
-400;1,3;0,002;-0,005;563,9;
-399,5;1;0,007;-0,033;564;
-399;1,2;0,022;-0,009;563,8;
-398,5;1,1;0,024;-0,019;563,9;
-398;0,7;0,008;-0,022;563,8;
-397,5;1,7;-0,011;-0,052;563,8;
-397;1,3;0,032;-0,02;564,4;
-396,5;1,1;0,028;-0,012;564,5;
-396;0,3;0,01;-0,017;564,5;
-395,5;1,6;0,016;-0,028;564,5;
-395;1,8;0,012;0,004;564,3;
-394,5;1,4;0,024;0,004;564,4;
-394;1,2;-0,01;-0,012;564,4;
-393,5;0,8;0,016;-0,024;564,3;
-393;1,1;0,01;-0,015;564,3;
-392,5;0,4;0,021;-0,039;564,2;
-392;1,1;0,018;-0,001;564,2;
-391,5;1,1;0,012;-0,033;564,2;
-391;0,9;0,007;-0,005;564,1;
-390,5;2,4;-0,011;-0,003;564,1;
-390;1,3;0,028;-0,009;564;
-389,5;1;0,008;-0,005;564;
-389;0,7;0,031;-0,023;564;
-388,5;0,8;0,017;-0,024;564;
-388;1,7;0,002;-0,035;563,8;
-387,5;1,3;0;0;563,8;
-387;0,9;0,017;-0,015;564,6;
-386,5;1,3;-0,004;0;564,8;
-386;1,1;0,004;-0,01;564,7;
-385,5;1;0,004;-0,027;564,5;
-385;1,1;0,042;-0,029;564,5;
-384,5;0,7;0,004;-0,029;564,5;
-384;0,7;0,046;-0,037;564,5;
-383,5;1,2;0,027;-0,063;564,4;
-383;1;0,044;-0,02;564,4;
-382,5;1,4;0,038;-0,02;564,4;
-382;1,6;0,014;0,004;564,4;
-381,5;1,1;0,005;-0,005;564,2;
-381;2;-0,011;0,006;564,2;
-380,5;1,5;-0,007;-0,017;564,2;
-380;0,3;0,008;-0,014;564;
-379,5;1,3;0,021;-0,012;564;
-379;0,6;0,036;-0,033;563,9;
-378,5;1,2;0,017;-0,001;563,9;
-378;1;0,017;-0,003;563,9;
-377,5;0;0,031;-0,034;563,8;
-377;0,4;0,01;-0,018;564,5;
-376,5;1,8;0;-0,02;564,6;
-376;0,4;0,027;-0,03;564,7;
-375,5;1,4;-0,011;-0,014;564,5;
-375;0,8;0,004;-0,009;564,5;
-374,5;1,5;-0,007;-0,028;564,4;
-374;0,8;0,009;-0,041;564,4;
-373,5;1,4;-0,002;-0,049;564,4;
-373;1,7;-0,017;-0,019;564,3;
-372,5;1,3;-0,007;0,003;564,3;
-372;0,7;0,037;-0,043;564,2;
-371,5;0,7;0,021;-0,027;564,1;
-371;0,6;0,047;-0,048;564,2;
-370,5;1,3;-0,001;-0,035;564,2;
-370;1,2;0,013;-0,009;564,2;
-369,5;0,6;0,043;-0,02;564,1;
-369;0,3;0,021;-0,042;564;
-368,5;0,5;0,022;-0,039;564;
-368;0,8;0,013;-0,003;564;
-367,5;0,2;0,017;-0,052;563,9;
-367;1,1;0,002;-0,024;564,6;
-366,5;0,7;0,01;-0,024;564,8;
-366;1,2;-0,007;-0,034;564,6;
-365,5;1,1;0,002;-0,038;564,6;
-365;0,5;0,023;-0,057;564,6;
-364,5;0,4;0,026;-0,029;564,5;
-364;1;0,024;-0,017;564,5;
-363,5;0,3;0,028;-0,027;564,5;
-363;1;0,022;-0,024;564,4;
-362,5;0,6;0,014;-0,01;564,3;
-362;0,7;0,013;-0,019;564,4;
-361,5;1,3;0,018;-0,018;564,3;
-361;0,9;0,007;-0,01;564,2;
-360,5;1,3;0,026;-0,028;564,2;
-360;2;-0,02;0,001;564,1;
-359,5;0,5;0,007;-0,001;564;
-359;1,6;0,032;0;564;
-358,5;1,8;-0,011;-0,014;563,9;
-358;0,9;0;-0,034;563,8;
-357,5;1,1;0,005;-0,001;563,8;
-357;0,8;0,018;-0,017;564,6;
-356,5;0,4;0,027;-0,051;564,7;
-356;1,3;-0,005;-0,035;564,6;
-355,5;1,1;0,027;-0,017;564,6;
-355;1,2;0,007;-0,023;564,5;
-354,5;1,5;-0,006;0,011;564,5;
-354;1,2;0,032;-0,01;564,5;
-353,5;0,3;0,023;-0,032;564,4;
-353;1,5;-0,002;-0,005;564,3;
-352,5;1,1;-0,009;0,003;564,3;
-352;2;0,002;-0,014;564,3;
-351,5;0,9;0,007;-0,008;564,2;
-351;1,5;0,014;0,003;564,1;
-350,5;0,5;0,028;-0,024;564,2;
-350;0,5;0,005;-0,027;564,2;
-349,5;1,1;0,018;-0,024;564,1;
-349;0,6;0,01;-0,024;564,1;
-348,5;2,4;0,005;0,003;564;
-348;0,8;0,016;-0,003;564;
-347,5;1;0,022;-0,023;564;
-347;1,5;0,018;-0,013;564,7;
-346,5;1,2;-0,012;-0,012;564,9;
-346;0,8;0,021;-0,024;564,7;
-345,5;2,1;0,018;0,005;564,7;
-345;0,8;0,024;-0,017;564,7;
-344,5;1,6;0,009;0,004;564,7;
-344;0,6;0,012;-0,033;564,6;
-343,5;0,7;0,014;-0,037;564,5;
-343;0,9;0,009;-0,023;564,5;
-342,5;0,7;0,01;-0,028;564,4;
-342;0,4;0,009;-0,013;564,4;
-341,5;1;0,012;-0,018;564,4;
-341;1,4;0,007;-0,01;564,3;
-340,5;0,1;0,043;-0,042;564,2;
-340;1,4;0,002;-0,013;564,2;
-339,5;0,8;0,01;-0,034;564,1;
-339;1,3;0,027;-0,009;564;
-338,5;0,9;0,021;-0,006;564;
-338;0,1;0,042;-0,022;563,9;
-337,5;0,2;0,023;-0,023;564;
-337;1;0,012;-0,014;564,5;
-336,5;0,8;0,022;-0,047;564,6;
-336;0,9;0,008;-0,018;564,6;
-335,5;0,7;0,012;-0,032;564,5;
-335;1,3;0,007;0,005;564,5;
-334,5;1,4;0,047;-0,006;564,4;
-334;0,8;0,002;-0,033;564,4;
-333,5;0,8;0,005;-0,022;564,3;
-333;0,8;0,038;-0,017;564,3;
-332,5;1,7;0;0,001;564,3;
-332;0,5;0,017;-0,035;564,1;
-331,5;1,8;-0,012;-0,009;564;
-331;1,7;0,024;-0,01;564,1;
-330,5;1,1;0,005;-0,005;564;
-330;0,6;0,016;-0,019;564,1;
-329,5;0,7;0,031;-0,023;564,1;
-329;1,1;0,008;0;564;
-328,5;0,9;0,042;-0,025;564;
-328;1,9;0,017;-0,009;563,9;
-327,5;0,6;0,004;-0,013;563,8;
-327;1,1;0,023;-0,009;564,8;
-326,5;1;0,014;-0,018;564,9;
-326;0,2;0,036;-0,053;564,8;
-325,5;1,6;0,023;-0,018;564,8;
-325;1,1;0;-0,005;564,8;
-324,5;1,4;0;0;564,7;
-324;2,4;0,014;0;564,6;
-323,5;2;0,002;0,003;564,6;
-323;0,3;0,016;-0,027;564,5;
-322,5;0,6;0,028;-0,035;564,5;
-322;1,1;0;-0,025;564,5;
-321,5;1,7;-0,015;0,008;564,4;
-321;0,2;0,034;-0,027;564,2;
-320,5;0,2;0,01;-0,024;564,3;
-320;1,2;0,013;-0,012;564,2;
-319,5;0,3;0,027;-0,029;564,1;
-319;0,6;0,014;-0,019;564;
-318,5;1,3;0,021;-0,006;564,1;
-318;0,8;0,013;-0,02;564;
-317,5;1,9;-0,011;-0,02;564;
-317;1;0,002;-0,008;564,6;
-316,5;1,3;0,01;-0,018;564,7;
-316;1,1;-0,004;0,004;564,6;
-315,5;1,3;0,007;-0,048;564,6;
-315;0,4;0,014;-0,017;564,5;
-314,5;1,3;0,028;-0,014;564,5;
-314;0,3;0,028;-0,02;564,5;
-313,5;0,4;0,023;-0,042;564,4;
-313;1;0,007;-0,028;564,3;
-312,5;0,4;0,028;-0,049;564,3;
-312;1,2;0,043;-0,015;564,2;
-311,5;1,6;0,003;0,014;564,2;
-311;1,6;-0,002;-0,01;564,2;
-310,5;1,8;0,003;-0,01;564,2;
-310;1,1;0,023;-0,015;564,1;
-309,5;0,8;0;-0,023;564,1;
-309;1,4;0,013;-0,022;564;
-308,5;0,9;-0,009;-0,02;564;
-308;1,1;0,009;-0,024;564;
-307,5;1,2;-0,011;-0,029;563,9;
-307;1;0,002;-0,012;564,7;
-306,5;1,6;0,005;-0,019;564,8;
-306;1,4;0,01;-0,018;564,7;
-305,5;0,7;-0,004;-0,006;564,6;
-305;0,4;0,019;-0,033;564,7;
-304,5;1,5;-0,007;-0,02;564,6;
-304;1;0,013;-0,018;564,5;
-303,5;1,3;0,003;-0,005;564,5;
-303;0,7;0,023;-0,043;564,5;
-302,5;0,6;0,029;-0,059;564,4;
-302;2,6;-0,01;0,032;564,4;
-301,5;1,2;0,024;-0,015;564,3;
-301;1,1;-0,006;-0,012;564,3;
-300,5;1,7;0,023;-0,008;564,3;
-300;0,9;0,003;-0,015;564,2;
-299,5;0,7;0,016;-0,034;564;
-299;0;0,031;-0,043;564;
-298,5;0,2;0,022;-0,042;563,9;
-298;0,3;0,027;-0,027;564;
-297,5;0,9;0,055;-0,054;563,8;
-297;0,4;0,024;-0,03;564,6;
-296,5;1,1;0,003;-0,02;564,6;
-296;0,5;0,012;-0,025;564,6;
-295,5;1,9;-0,004;-0,005;564,6;
-295;1,2;0,016;-0,004;564,5;
-294,5;0,1;0,021;-0,043;564,5;
-294;1,1;0;-0,009;564,4;
-293,5;0,8;0,009;-0,046;564,4;
-293;1,7;0,022;-0,005;564,4;
-292,5;1,9;0,013;-0,009;564,3;
-292;0,9;0,01;0,004;564,2;
-291,5;1,7;0,01;-0,017;564,3;
-291;1;0,003;-0,017;564,2;
-290,5;1,7;0,013;0,003;564,3;
-290;0,5;0,029;-0,029;564,2;
-289,5;0,9;0,012;-0,056;564,2;
-289;0,9;-0,01;-0,006;564,2;
-288,5;1,5;0,007;-0,006;564;
-288;1,6;-0,019;-0,008;564;
-287,5;0,9;0,009;-0,014;563,9;
-287;0,5;0,027;-0,028;564,8;
-286,5;0,5;0,012;-0,018;564,8;
-286;2,2;0,018;-0,009;564,9;
-285,5;1;0,019;-0,028;564,7;
-285;1,5;0,007;-0,004;564,7;
-284,5;0,7;0,01;-0,022;564,6;
-284;0,8;0,008;-0,014;564,6;
-283,5;0,8;0,009;-0,025;564,6;
-283;1;-0,002;-0,022;564,5;
-282,5;1,3;0,018;-0,006;564,5;
-282;0,9;0,012;-0,02;564,5;
-281,5;1,1;0,016;-0,01;564,4;
-281;1;0,008;-0,019;564,2;
-280,5;0,6;0,032;-0,024;564,3;
-280;1,3;-0,006;-0,014;564,3;
-279,5;1,3;0,007;-0,006;564,2;
-279;0,7;0,034;-0,037;564,1;
-278,5;0,5;0,013;-0,024;564;
-278;1,3;0,036;-0,028;564;
-277,5;0,3;0;-0,013;564;
-277;1,8;0,038;-0,013;564,8;
-276,5;1,5;-0,01;-0,005;564,7;
-276;0,7;0,021;-0,009;564,7;
-275,5;0,5;0,058;-0,051;564,6;
-275;1,1;0,008;0,004;564,6;
-274,5;1,3;0,007;0;564,5;
-274;0,8;0,013;-0,005;564,4;
-273,5;1,9;0,027;-0,005;564,4;
-273;1,3;0,002;-0,025;564,4;
-272,5;0,5;0,028;-0,03;564,3;
-272;1,3;0,031;-0,024;564,4;
-271,5;2,6;0,016;0,009;564,3;
-271;0,5;0,018;-0,006;564,3;
-270,5;1;0,047;-0,012;564,3;
-270;0,9;0,01;-0,042;564,2;
-269,5;0,2;0,021;-0,032;564,2;
-269;1;0,013;-0,028;564,1;
-268,5;0,6;0,003;-0,018;564,2;
-268;1,1;-0,004;-0,03;564;
-267,5;0,9;0,018;-0,019;564;
-267;0,6;0,024;-0,018;564,8;
-266,5;1,3;0,017;-0,012;564,8;
-266;1,1;0,014;-0,003;564,7;
-265,5;1,5;0,003;0,013;564,7;
-265;0,9;0,014;-0,014;564,6;
-264,5;0,9;0,008;-0,044;564,6;
-264;1,1;0,012;-0,042;564,5;
-263,5;0,5;0,002;-0,032;564,5;
-263;0,9;0,014;-0,017;564,5;
-262,5;0,2;0,028;-0,043;564,4;
-262;1;-0,006;-0,025;564,4;
-261,5;1,3;-0,001;-0,018;564,3;
-261;1,3;-0,001;-0,052;564,3;
-260,5;0,8;0;-0,018;564,2;
-260;1,4;0,008;0,008;564,2;
-259,5;0,6;0,013;-0,008;564,1;
-259;0,8;0,034;-0,03;564;
-258,5;0,4;0,021;-0,015;564;
-258;1,4;0,052;-0,03;563,9;
-257,5;0,5;0,009;-0,015;563,9;
-257;0,8;0,034;-0,035;564,7;
-256,5;0,6;0,012;0;564,8;
-256;2,3;-0,004;-0,004;564,7;
-255,5;0,1;0,023;-0,037;564,6;
-255;1,3;0,024;-0,032;564,6;
-254,5;1,2;0,002;0,005;564,6;
-254;0,5;0,016;-0,019;564,6;
-253,5;0,9;0,032;-0,032;564,5;
-253;1,5;0,002;0;564,5;
-252,5;1,3;-0,01;-0,009;564,4;
-252;0,9;0,014;-0,037;564,3;
-251,5;2,3;0,012;-0,004;564,3;
-251;1,4;-0,002;0,003;564,3;
-250,5;1,2;0,007;0;564,3;
-250;1,2;-0,001;-0,009;564,2;
-249,5;1,5;0;-0,005;564,2;
-249;1,6;0,023;-0,028;564,2;
-248,5;0,9;0,023;0,009;564,2;
-248;0,6;0,036;-0,041;564,1;
-247,5;0,9;0,008;-0,029;564;
-247;1,3;0,003;-0,032;564,8;
-246,5;0,8;0,004;-0,018;564,8;
-246;1,7;0,009;0,006;564,7;
-245,5;1,2;0,004;-0,018;564,7;
-245;1;0,007;-0,02;564,6;
-244,5;1,8;-0,002;0,001;564,6;
-244;1,4;0,037;-0,004;564,5;
-243,5;0,3;0,026;-0,035;564,5;
-243;0,8;0,029;-0,018;564,4;
-242,5;1,5;0,043;-0,017;564,3;
-242;0,7;0,017;-0,023;564,4;
-241,5;1,3;-0,004;-0,017;564,3;
-241;0,8;0,021;-0,038;564,3;
-240,5;0,8;0,013;-0,03;564,2;
-240;1,2;0;-0,014;564,2;
-239,5;0,6;0,017;-0,02;564;
-239;0,1;0,018;-0,019;564;
-238,5;1,8;0,017;0,013;564;
-238;1,4;0,002;-0,005;563,8;
-237,5;0,2;0,036;-0,038;563,9;
-237;0,9;0,014;-0,001;564,8;
-236,5;0,7;0,021;-0,027;564,8;
-236;0,9;0,037;-0,019;564,7;
-235,5;0,2;0,029;-0,035;564,7;
-235;0,8;0,012;-0,025;564,7;
-234,5;1,3;-0,011;-0,046;564,6;
-234;1,2;0,008;-0,01;564,6;
-233,5;0,8;0,024;-0,012;564,5;
-233;0,9;0,028;-0,02;564,4;
-232,5;0,5;0,027;-0,03;564,4;
-232;1,6;-0,007;-0,019;564,4;
-231,5;1,4;-0,005;-0,013;564,4;
-231;0,9;0,014;-0,02;564,3;
-230,5;0,3;0,018;-0,023;564,2;
-230;1,1;0,038;-0,028;564,3;
-229,5;1,8;0,008;0,001;564,3;
-229;2,1;-0,002;-0,017;564,2;
-228,5;1,1;0,019;0;564,1;
-228;1,2;-0,005;-0,039;564,1;
-227,5;2,1;-0,02;-0,008;564;
-227;0,7;-0,004;0;564,8;
-226,5;0,4;0,022;-0,058;564,8;
-226;1,6;-0,006;-0,013;564,7;
-225,5;1;0,003;-0,004;564,7;
-225;0,9;0,023;-0,019;564,6;
-224,5;1,2;0,008;0,01;564,5;
-224;1,1;0,024;-0,067;564,5;
-223,5;0,7;0,013;-0,041;564,4;
-223;0,6;0,017;-0,02;564,4;
-222,5;0;0,031;-0,033;564,4;
-222;0,7;0,033;-0,047;564,4;
-221,5;2,3;-0,006;0,011;564,3;
-221;2,4;0,004;0,01;564,2;
-220,5;1,2;0,007;0;564,2;
-220;1,8;0;0,01;564,1;
-219,5;1,2;0;0;564;
-219;0,6;0,009;-0,008;564;
-218,5;0,4;0,026;-0,02;564;
-218;0,5;0,012;-0,034;563,9;
-217,5;1,5;0;-0,006;563,9;
-217;1,3;0,016;-0,012;564,8;
-216,5;0,7;0,007;-0,019;564,8;
-216;0,5;0,017;-0,005;564,7;
-215,5;1,6;0,003;-0,02;564,8;
-215;1,4;-0,01;-0,017;564,7;
-214,5;0,8;0,008;-0,014;564,7;
-214;1,4;-0,005;-0,001;564,6;
-213,5;0,8;0,028;-0,033;564,6;
-213;0,4;0,034;-0,037;564,5;
-212,5;1,6;0,027;-0,013;564,4;
-212;1,1;0,019;-0,018;564,5;
-211,5;0,6;0,009;-0,02;564,4;
-211;0,3;0,012;-0,032;564,4;
-210,5;1,5;0,027;-0,01;564,4;
-210;1,3;0,021;-0,009;564,3;
-209,5;0,4;0,019;-0,012;564,3;
-209;1;0,043;-0,049;564,3;
-208,5;0,4;0,023;-0,025;564,2;
-208;0,6;0,031;-0,028;564,2;
-207,5;2;0,021;-0,015;564,1;
-207;1,6;-0,006;-0,005;564,8;
-206,5;1,3;0,036;-0,019;564,7;
-206;1,7;-0,009;-0,001;564,6;
-205,5;1,1;0,005;-0,009;564,7;
-205;1,5;0,007;-0,067;564,6;
-204,5;0,7;0,021;-0,043;564,6;
-204;1,7;-0,002;-0,015;564,5;
-203,5;1,3;-0,004;-0,018;564,5;
-203;1,3;0,003;-0,006;564,4;
-202,5;1,2;0,004;0;564,4;
-202;1,9;0;-0,009;564,3;
-201,5;1,4;0,005;-0,001;564,2;
-201;1,9;-0,007;0;564,3;
-200,5;1,4;0,008;-0,006;564,1;
-200;1;0;-0,034;564,1;
-199,5;0,9;-0,001;-0,017;564;
-199;2,3;0,007;0,011;564;
-198,5;0,6;0,024;-0,048;563,9;
-198;0,8;-0,012;-0,001;563,8;
-197,5;0,6;0,016;-0,023;563,8;
-197;1,2;0,005;-0,048;564,7;
-196,5;0,9;0,003;-0,006;564,7;
-196;1,4;0,034;-0,01;564,7;
-195,5;1;0,029;-0,027;564,6;
-195;1,9;0,013;-0,015;564,6;
-194,5;1,6;0,023;-0,008;564,5;
-194;2;-0,005;0,003;564,5;
-193,5;0,8;-0,002;-0,023;564,5;
-193;1;-0,004;-0,029;564,3;
-192,5;1,1;0,002;-0,014;564,4;
-192;1,5;0,021;-0,005;564,3;
-191,5;1,5;0;-0,025;564,3;
-191;2,6;0,002;0,02;564,3;
-190,5;1,5;0;-0,003;564,2;
-190;1,7;-0,002;-0,001;564,1;
-189,5;1,5;0,017;-0,009;564,1;
-189;0,9;0,002;-0,024;564,2;
-188,5;2,1;0,003;-0,012;564,1;
-188;0,6;0,007;-0,044;564,1;
-187,5;0,6;0,016;-0,018;564;
-187;1,4;0,003;-0,017;564,6;
-186,5;2,2;-0,011;0,004;564,6;
-186;2,3;0,018;0,022;564,6;
-185,5;1,6;0,031;-0,009;564,5;
-185;1,1;0,004;-0,024;564,4;
-184,5;1,2;-0,016;-0,02;564,4;
-184;0,5;0,023;-0,053;564,4;
-183,5;0,5;0,009;-0,043;564,3;
-183;1,1;0,019;-0,017;564,2;
-182,5;0,8;0,021;-0,018;564,2;
-182;1,2;0,026;-0,014;564,1;
-181,5;1,5;0,013;-0,012;564,1;
-181;1,1;0,003;-0,013;564;
-180,5;1,5;0,017;-0,003;564;
-180;2,4;0,029;0,008;563,9;
-179,5;0,5;0,028;-0,028;563,9;
-179;0,9;0,016;-0,003;563,8;
-178,5;0,4;0,023;-0,03;563,7;
-178;1,1;0,021;-0,046;563,7;
-177,5;1,1;0,002;-0,042;563,7;
-177;0,8;0,019;-0,018;564,8;
-176,5;0,2;0,028;-0,039;564,8;
-176;1,1;0,026;-0,013;564,7;
-175,5;1,3;0,022;-0,01;564,7;
-175;0,8;0,012;-0,035;564,6;
-174,5;1,5;0,042;-0,008;564,5;
-174;1,3;-0,007;-0,003;564,5;
-173,5;0,5;0,031;-0,054;564,5;
-173;0,1;0,029;-0,038;564,4;
-172,5;2,2;0,032;0,005;564,4;
-172;1;0,017;0,004;564,3;
-171,5;0,4;0,022;-0,027;564,3;
-171;0,6;0,018;-0,034;564,3;
-170,5;1;0;-0,044;564,3;
-170;0,9;0,003;-0,025;564,2;
-169,5;0,4;0,024;-0,025;564,2;
-169;0,8;0,029;-0,027;564,2;
-168,5;0,7;0,017;-0,032;564,1;
-168;1,6;-0,007;0,005;564,1;
-167,5;2,3;0,003;-0,001;564,1;
-167;2;0,002;0,014;564,6;
-166,5;0,9;0,016;-0,015;564,5;
-166;1;0,003;-0,038;564,5;
-165,5;1,4;0,012;-0,02;564,4;
-165;0,3;0,022;-0,037;564,5;
-164,5;1,3;0,005;-0,023;564,4;
-164;0,6;0,014;-0,017;564,4;
-163,5;1,1;0,005;-0,017;564,2;
-163;0,5;0,002;-0,019;564,2;
-162,5;1,1;0,014;-0,032;564,1;
-162;1,1;0,023;0;564,1;
-161,5;0,3;0,032;-0,032;564,1;
-161;1,3;0,019;-0,02;564;
-160,5;1;0,002;-0,006;564;
-160;2;0,008;-0,005;563,9;
-159,5;0,4;0,019;-0,048;563,8;
-159;1,4;0,017;-0,001;563,8;
-158,5;1,1;0,013;-0,01;563,7;
-158;0,8;0,024;-0,022;563,6;
-157,5;0,6;0,034;-0,039;563,6;
-157;2,1;0,002;0,008;564,7;
-156,5;1,2;0,017;-0,008;564,6;
-156;1,4;0,014;-0,004;564,6;
-155,5;2;0,022;-0,012;564,5;
-155;0,2;0,01;-0,033;564,5;
-154,5;1,2;0,012;-0,067;564,5;
-154;1,6;-0,005;-0,006;564,4;
-153,5;0,6;0,027;-0,015;564,3;
-153;1,5;0,012;-0,012;564,4;
-152,5;0,7;0,039;-0,046;564,3;
-152;2,3;-0,002;-0,001;564,3;
-151,5;0,7;0,017;-0,018;564,2;
-151;1,6;-0,004;-0,001;564,2;
-150,5;1,3;0,007;-0,034;564,1;
-150;2,1;-0,002;0,008;564,2;
-149,5;1,4;-0,007;-0,033;564,1;
-149;1,1;0,002;-0,013;564;
-148,5;0,9;-0,004;-0,022;564;
-148;1,3;0;-0,004;564;
-147,5;1,6;0,009;-0,004;563,9;
-147;1;0,014;-0,02;564,7;
-146,5;1,8;0,009;-0,005;564,7;
-146;1,4;0;-0,01;564,6;
-145,5;0,6;0,017;-0,033;564,5;
-145;1,8;-0,001;-0,008;564,4;
-144,5;1,4;0,012;-0,001;564,4;
-144;1,6;0,014;0;564,4;
-143,5;1,3;-0,007;-0,013;564,3;
-143;0,9;0,01;-0,018;564,4;
-142,5;0,3;0,037;-0,042;564,3;
-142;0,7;0,008;-0,015;564,2;
-141,5;1,1;0,017;-0,049;564,2;
-141;1,1;0,013;0;564,1;
-140,5;1,1;-0,005;-0,024;564,1;
-140;1,2;0;-0,038;564;
-139,5;1,6;0,022;-0,017;563,9;
-139;0,6;0,018;-0,028;563,9;
-138,5;1,3;0,005;-0,005;563,8;
-138;1,3;0,014;-0,032;563,7;
-137,5;1,7;0,01;0,009;563,7;
-137;0,6;0,031;-0,015;564,7;
-136,5;0,7;0,022;-0,038;564,6;
-136;1,3;0,009;-0,008;564,6;
-135,5;0,3;0,041;-0,044;564,5;
-135;2;0,013;0,019;564,5;
-134,5;1,8;0,01;0,003;564,5;
-134;0,8;0,033;-0,027;564,4;
-133,5;0,8;0,018;-0,001;564,4;
-133;0,4;0,026;-0,033;564,3;
-132,5;1,1;0,047;-0,023;564,2;
-132;1,5;0,004;-0,019;564,2;
-131,5;0,8;0,014;-0,009;564,1;
-131;1,2;0,008;-0,005;564,2;
-130,5;1,5;-0,006;0,004;564,1;
-130;0,6;0,036;-0,037;564,1;
-129,5;1,4;0;-0,004;564;
-129;0,7;0,008;0,001;564;
-128,5;1,6;0,029;-0,012;564;
-128;0,4;0,014;-0,023;563,9;
-127,5;1,2;-0,006;-0,013;563,9;
-127;1,7;-0,007;-0,004;564,7;
-126,5;1,1;-0,009;-0,001;564,5;
-126;1,3;0,022;-0,004;564,5;
-125,5;2;0,029;0,005;564,5;
-125;1,2;0,016;-0,024;564,4;
-124,5;2,2;0,023;0,022;564,4;
-124;1,4;0;-0,01;564,3;
-123,5;2;0,026;-0,008;564,3;
-123;2,5;-0,006;0,034;564,2;
-122,5;2;0;-0,004;564,2;
-122;1,6;-0,001;-0,001;564,2;
-121,5;1,2;0,01;-0,017;564,2;
-121;1,1;-0,005;-0,005;564;
-120,5;1,4;-0,004;-0,03;564;
-120;1,3;-0,001;-0,029;563,9;
-119,5;1,1;0,005;-0,014;563,9;
-119;1,5;-0,021;0,003;563,9;
-118,5;1;0,028;-0,027;563,7;
-118;1,2;0,018;0;563,7;
-117,5;1,8;0,021;0,005;563,7;
-117;1,4;0,032;-0,013;564,8;
-116,5;1,1;0,021;-0,009;564,6;
-116;1,3;0,029;-0,012;564,6;
-115,5;1,5;0,007;-0,018;564,5;
-115;2;0,003;0;564,4;
-114,5;1,6;0,004;0,005;564,4;
-114;1,6;0,003;-0,01;564,4;
-113,5;1,6;-0,015;0,005;564,4;
-113;1;0,018;-0,025;564,4;
-112,5;1,5;0,007;0,001;564,2;
-112;1,2;-0,001;-0,02;564,3;
-111,5;1;0,029;-0,017;564,2;
-111;0,7;0,013;-0,008;564,1;
-110,5;1,5;-0,006;0,01;564,2;
-110;0,4;0,019;-0,042;564,2;
-109,5;0,5;0,034;-0,048;564;
-109;1,4;-0,006;-0,017;564;
-108,5;1,9;-0,004;0,005;564;
-108;1,4;0,018;-0,006;564;
-107,5;1,6;0,028;0;563,9;
-107;0,5;0,013;-0,028;564,8;
-106,5;0,2;0,031;-0,041;564,7;
-106;1;-0,005;-0,017;564,6;
-105,5;0,8;0,024;-0,034;564,5;
-105;1,6;-0,005;-0,009;564,5;
-104,5;1;0,008;-0,039;564,4;
-104;0,5;0,014;-0,02;564,4;
-103,5;0,6;0,007;-0,024;564,4;
-103;1;0,003;-0,042;564,3;
-102,5;1,6;0,032;-0,014;564,3;
-102;0,7;0,003;-0,014;564,2;
-101,5;1;0,033;-0,019;564,1;
-101;0,8;0,017;-0,025;564,2;
-100,5;0,8;0,032;-0,035;564,1;
-100;1,2;0,012;-0,028;564;
-99,5;1,9;-0,009;0,003;564;
-99;0,5;0,012;-0,038;563,9;
-98,5;1,2;0,002;-0,039;563,9;
-98;1;0,003;-0,015;563,8;
-97,5;1,4;0,002;-0,008;563,7;
-97;1,9;0,003;-0,019;564,6;
-96,5;1;0,051;-0,057;564,6;
-96;1,2;0,007;-0,012;564,6;
-95,5;2;-0,004;0,003;564,5;
-95;1,4;-0,009;-0,042;564,5;
-94,5;2,2;0,007;0,005;564,4;
-94;1,2;0,01;-0,012;564,4;
-93,5;2,5;0,026;0,001;564,4;
-93;1,5;0;0,009;564,4;
-92,5;1,3;-0,016;-0,006;564,3;
-92;1,1;0,016;-0,015;564,2;
-91,5;1,4;0,014;0;564,2;
-91;1,3;0,038;-0,028;564,2;
-90,5;0,9;-0,012;-0,008;564,2;
-90;0,3;0,024;-0,018;564,2;
-89,5;1,5;0,029;-0,024;564,1;
-89;2;-0,015;0,022;564;
-88,5;0,5;0,014;-0,028;564;
-88;2;0,012;0,001;564;
-87,5;0,7;0,014;-0,022;563,9;
-87;0,6;0,022;-0,028;564,8;
-86,5;1;0,012;-0,023;564,6;
-86;0,5;0,029;-0,005;564,6;
-85,5;1,1;0,016;-0,033;564,6;
-85;1,5;0,027;0;564,6;
-84,5;1,5;0,01;-0,004;564,5;
-84;1;0,008;-0,004;564,5;
